input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:items_per_iteration,counter:physical_bytes,counter:drawn_bytes,counter:hull_bytes,counter:window_bytes,counter:stride
crossover-neon,cross/8/unit16/draw4/stride16/compact/update/packet,1,3,"[2180.031811023115,2177.1470866144414,2181.262519683976]",2180.031811023115,"[2181.0313385803893,2177.070866142408,2181.176535430488]",2181.0313385803893,"[2.1289373154522604,2.1261202017719154,2.130139179378883]",2.1289373154522604,1024.0,16.0,4.0,4.0,116.0,16.0
crossover-neon,cross/8/unit16/draw4/stride16/spread/sum/packet,1,3,"[1972.1446106097394,1973.3006489838722,1970.6487020318928]",1972.1446106097394,"[1972.0733634330331,1974.231518057193,1970.5809819430135]",1972.0733634330331,"[1.9259224712985736,1.9270514150233127,1.9244616230780203]",1.9259224712985736,1024.0,16.0,4.0,16.0,128.0,16.0
crossover-neon,cross/8/unit16/draw4/stride16/spread/update/packet,1,3,"[4637.235003297643,4627.144363877731,4638.348384970444]",4637.235003297643,"[4637.062623606516,4626.977587343012,4640.574489124896]",4637.062623606516,"[4.528549807907854,4.518695667849347,4.5296370946977]",4.528549807907854,1024.0,16.0,4.0,16.0,128.0,16.0
crossover-neon,cross/8/unit16/draw4/stride17/compact/sum/packet,1,3,"[931.436533739909,932.587485900152,929.7375754758524]",931.436533739909,"[931.3999734590849,934.01021830092,930.1599097605311]",931.3999734590849,"[0.9096059899803798,0.9107299666993671,0.907946851050637]",0.9096059899803798,1024.0,16.0,4.0,4.0,123.0,17.0
crossover-neon,cross/8/unit16/draw4/stride17/compact/update/packet,1,3,"[2182.706698187833,2182.2992907797516,2185.7227738372167]",2182.706698187833,"[2182.623798264255,2182.2157604451895,2185.64334121213]",2182.623798264255,"[2.1315495099490556,2.1311516511521016,2.134494896325407]",2.1315495099490556,1024.0,16.0,4.0,4.0,123.0,17.0
crossover-neon,cross/8/unit16/draw4/stride17/spread/sum/packet,1,3,"[1972.966967815531,1972.3771880294455,1971.2529644262208]",1972.3771880294455,"[1973.7192264270416,1973.0525127034746,1971.1695369847175]",1973.0525127034746,"[1.9267255545073545,1.9261495976850056,1.925051723072481]",1.9261495976850056,1024.0,16.0,4.0,16.0,135.0,17.0
crossover-neon,cross/8/unit16/draw4/stride17/spread/update/packet,1,3,"[4637.313164895913,4633.707446810104,4636.32114361519]",4636.32114361519,"[4639.413231375967,4633.536236702546,4636.728058507042]",4636.728058507042,"[4.528626137593665,4.525104928525491,4.527657366811709]",4.527657366811709,1024.0,16.0,4.0,16.0,135.0,17.0
crossover-neon,cross/8/unit16/draw4/stride64/compact/sum/packet,1,3,"[940.475745889796,940.7607063119823,942.0410662334433]",940.7607063119823,"[940.4396184287615,941.1771869278776,942.0065624786524]",941.1771869278776,"[0.9184333455955039,0.9187116272577953,0.9199619787435971]",0.9187116272577953,1024.0,16.0,4.0,4.0,452.0,64.0
crossover-neon,cross/8/unit16/draw4/stride64/compact/update/packet,1,3,"[2204.8024478264183,2201.6541660129187,2201.891260003296]",2201.891260003296,"[2205.107327790014,2202.6161933177127,2201.807782831541]",2202.6161933177127,"[2.1531273904554866,2.150052896496991,2.1502844335969686]",2.1502844335969686,1024.0,16.0,4.0,4.0,452.0,64.0
crossover-neon,cross/8/unit16/draw4/stride64/spread/sum/packet,1,3,"[1996.690950810173,1996.4282231470063,1994.415889860052]",1996.4282231470063,"[1997.0179262885915,1996.3529327435872,1995.250107558143]",1996.3529327435872,"[1.9498935066505596,1.9496369366669983,1.947671767441457]",1.9496369366669983,1024.0,16.0,4.0,16.0,464.0,64.0
crossover-neon,cross/8/unit16/draw4/stride64/spread/update/packet,1,3,"[4807.456641431592,4801.356159671098,4803.235030970827]",4803.235030970827,"[4814.528217481874,4801.227116305519,4803.0481761904975]",4803.0481761904975,"[4.694781876398039,4.6888243746788065,4.690659209932449]",4.690659209932449,1024.0,16.0,4.0,16.0,464.0,64.0
crossover-neon,cross/8/unit2/draw2/stride2/compact/sum/packet,1,3,"[602.9794768954629,603.1668302255556,602.1038528824622]",602.9794768954629,"[603.2363783762135,603.1505312122533,602.0826470957421]",603.1505312122533,"[0.5888471454057255,0.5890301076421441,0.5879920438305296]",0.5888471454057255,1024.0,2.0,2.0,2.0,16.0,2.0
crossover-neon,cross/8/unit2/draw2/stride2/compact/sum/window,1,3,"[773.1571270719083,772.5048066295313,772.5108839781004]",772.5108839781004,"[773.4758011051229,772.4782872930684,772.4823204419845]",772.4823204419845,"[0.7550362569061605,0.7543992252241517,0.7544051601348637]",0.7544051601348637,1024.0,2.0,2.0,2.0,16.0,2.0
crossover-neon,cross/8/unit2/draw2/stride2/compact/update/packet,1,3,"[1180.9549549549401,1180.3359192520288,1174.343426759815]",1180.3359192520288,"[1181.4298465130425,1180.2912912926724,1174.3005505502806]",1180.2912912926724,"[1.1532763231981837,1.1526717961445594,1.1468197526951316]",1.1526717961445594,1024.0,2.0,2.0,2.0,16.0,2.0
crossover-neon,cross/8/unit2/draw2/stride2/compact/update/window,1,3,"[1330.9855905064999,1324.2607835752249,1330.5560369185137]",1330.5560369185137,"[1330.9367112451741,1324.7829158025515,1330.5132793368564]",1330.5132793368564,"[1.2997906157290038,1.2932234214601805,1.299371129803236]",1.299371129803236,1024.0,2.0,2.0,2.0,16.0,2.0
crossover-neon,cross/8/unit2/draw2/stride3/compact/sum/packet,1,3,"[831.3027299706099,830.7915727002447,830.5576854601453]",830.7915727002447,"[831.2663501483825,831.131275964194,830.5299109779784]",831.131275964194,"[0.8118190722369238,0.8113198952150829,0.8110914897071732]",0.8113198952150829,1024.0,2.0,2.0,2.0,23.0,3.0
crossover-neon,cross/8/unit2/draw2/stride3/compact/sum/window,1,3,"[992.8805575409181,988.8482487489749,987.5283774125504]",988.8482487489749,"[993.1456754816395,988.811150822116,987.9571122225426]",988.811150822116,"[0.9696099194735529,0.9656721179189209,0.9643831810669437]",0.9656721179189209,1024.0,2.0,2.0,2.0,23.0,3.0
crossover-neon,cross/8/unit2/draw2/stride3/compact/update/packet,1,3,"[1975.0514310004994,1976.1194389345344,1976.6523094363906]",1976.1194389345344,"[1974.98073108419,1976.0439217931767,1977.4393595914228]",1976.0439217931767,"[1.9287611630864252,1.9298041395845063,1.9303245209339752]",1.9298041395845063,1024.0,2.0,2.0,2.0,23.0,3.0
crossover-neon,cross/8/unit2/draw2/stride3/compact/update/window,1,3,"[2100.4661342801933,2097.629399585929,2094.552499261339]",2097.629399585929,"[2100.387163561242,2097.5547175419497,2094.4729370034756]",2097.5547175419497,"[2.0512364592580012,2.0484662105331335,2.0454614250599015]",2.0484662105331335,1024.0,2.0,2.0,2.0,23.0,3.0
crossover-neon,cross/8/unit2/draw2/stride64/compact/sum/packet,1,3,"[847.5373288084539,847.2932371832374,847.6302872381068]",847.5373288084539,"[847.6562234878209,847.260938068105,847.5984123133708]",847.5984123133708,"[0.8276731726645058,0.8274348019367553,0.8277639523809637]",0.8276731726645058,1024.0,2.0,2.0,2.0,450.0,64.0
crossover-neon,cross/8/unit2/draw2/stride64/compact/update/packet,1,3,"[2024.2270830336104,2020.3401928330472,2020.9507842849612]",2020.9507842849612,"[2054.608145053242,2033.1207367963982,2020.895524535897]",2033.1207367963982,"[1.9767842607750101,1.9729884695635227,1.9735847502782822]",1.9735847502782822,1024.0,2.0,2.0,2.0,450.0,64.0
crossover-neon,cross/8/unit24/draw2/stride24/compact/sum/packet,1,3,"[831.2456671415498,830.6098646725245,830.6852445394819]",830.6852445394819,"[831.656932573727,830.5800688507054,830.6544396955262]",830.6544396955262,"[0.8117633468179196,0.8111424459692622,0.8112160591205879]",0.8112160591205879,1024.0,24.0,2.0,2.0,170.0,24.0
crossover-neon,cross/8/unit24/draw2/stride24/compact/update/packet,1,3,"[1988.0247284164122,1987.248141795724,1987.4100914809474]",1987.4100914809474,"[1992.0694682647184,1987.1812464264854,1987.339765577661]",1987.339765577661,"[1.9414303988441526,1.9406720134723867,1.9408301674618624]",1.9408301674618624,1024.0,24.0,2.0,2.0,170.0,24.0
crossover-neon,cross/8/unit24/draw2/stride24/spread/sum/packet,1,3,"[1153.678250748027,1154.0335882942081,1156.7358663121584]",1154.0335882942081,"[1153.6351014300392,1156.507233122329,1163.8537578996072]",1156.507233122329,"[1.1266389167461202,1.1269859260685626,1.1296248694454671]",1.1269859260685626,1024.0,24.0,2.0,24.0,192.0,24.0
crossover-neon,cross/8/unit24/draw2/stride24/spread/update/packet,1,3,"[2563.6558630726568,2561.352876911896,2561.166605971814]",2561.352876911896,"[2563.568463221442,2561.262745813067,2562.3006190837627]",2562.3006190837627,"[2.5035701787818914,2.5013211688592736,2.5011392636443497]",2.5013211688592736,1024.0,24.0,2.0,24.0,192.0,24.0
crossover-neon,cross/8/unit24/draw2/stride25/compact/sum/packet,1,3,"[830.6588130560964,830.9326409495786,830.6915133532186]",830.6915133532186,"[830.6275964388328,831.3014836790732,830.6662314549687]",830.6662314549687,"[0.8111902471250941,0.8114576571773228,0.8112221810090025]",0.8112221810090025,1024.0,24.0,2.0,2.0,177.0,25.0
crossover-neon,cross/8/unit24/draw2/stride25/compact/update/packet,1,3,"[1985.657665380975,1984.4827832536837,1986.2113159031105]",1985.657665380975,"[1985.5867981144504,1984.411773111116,1987.0374339162438]",1985.5867981144504,"[1.9391188138486084,1.9379714680211755,1.9396594881866314]",1.9391188138486084,1024.0,24.0,2.0,2.0,177.0,25.0
