block,variant,case,repetition,ns_per_query,iterations,cpu_ns_per_batch,real_ns_per_batch,logical_values,query_bytes,queries_per_iteration,query_hash_lo,query_hash_hi
2,padded,checked-point/striped/k5/h0/gapped/checked,1,7.260656042307483,36412,1858.7279468307156,1858.734318357196,8193.0,32768.0,256.0,751791882.0,454509803.0
2,padded,checked-point/striped/k5/h0/gapped/checked,2,7.243803231935902,36412,1854.413627375591,1854.3641107331416,8193.0,32768.0,256.0,751791882.0,454509803.0
2,padded,checked-point/striped/k5/h0/gapped/bound,0,2.6240006513911016,102473,671.744166756122,671.7264547735783,8193.0,32768.0,256.0,751791882.0,454509803.0
2,padded,checked-point/striped/k5/h0/gapped/bound,1,2.5395947667312373,102473,650.1362602831967,650.1189484054601,8193.0,32768.0,256.0,751791882.0,454509803.0
2,padded,checked-point/striped/k5/h0/gapped/bound,2,2.516986067366526,102473,644.3484332458306,644.331218955518,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/local/k1/h0/gapped/checked,0,5.008985592965374,54843,1282.3003117991357,1282.3845522678528,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/local/k1/h0/gapped/checked,1,5.042475723314736,54843,1290.8737851685723,1290.8893386577574,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/local/k1/h0/gapped/checked,2,5.026072792448444,54843,1286.6746348668016,1286.6399905186202,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/local/k1/h0/gapped/bound,0,2.175492168548932,125735,556.9259951485266,556.9111146459342,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/local/k1/h0/gapped/bound,1,2.17606846741162,125735,557.0735276573747,557.079619835093,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/local/k1/h0/gapped/bound,2,2.1756925527895974,125735,556.9772935141369,557.0170994551522,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/striped/k5/h0/gapped/checked,0,7.300536745686738,36921,1868.937406895805,1868.8867040443363,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/striped/k5/h0/gapped/checked,1,7.263695415549423,36921,1859.5060263806522,1860.2724736600546,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/striped/k5/h0/gapped/checked,2,7.254174982564128,36921,1857.0687955364167,1857.0207740848994,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/striped/k5/h0/gapped/bound,0,2.580886278998413,103885,660.7068874235937,660.7076382540429,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/striped/k5/h0/gapped/bound,1,2.524062289430621,103885,646.159946094239,646.1425326078636,8193.0,32768.0,256.0,751791882.0,454509803.0
3,padded,checked-point/striped/k5/h0/gapped/bound,2,2.4706273388241815,103885,632.4805987389905,632.4633392689857,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/local/k1/h0/gapped/checked,0,5.0133785337703385,54271,1283.4249046452067,1283.39013469473,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/local/k1/h0/gapped/checked,1,5.0134411535396435,54271,1283.4409353061487,1283.500451438638,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/local/k1/h0/gapped/checked,2,5.031748151061339,54271,1288.1275266717028,1288.176281992706,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/local/k1/h0/gapped/bound,0,2.1755450310667275,125496,556.9395279530822,556.924443806859,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/local/k1/h0/gapped/bound,1,2.175401818085835,125496,556.9028654299738,556.8881717348384,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/local/k1/h0/gapped/bound,2,2.1753934761864913,125496,556.9007299037418,556.9109692740784,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/striped/k5/h0/gapped/checked,0,7.402241320605533,35886,1894.9737780750165,1894.9238978992234,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/striped/k5/h0/gapped/checked,1,7.342253834190215,35886,1879.616981552695,1879.5668784478698,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/striped/k5/h0/gapped/checked,2,7.303074754082364,35886,1869.5871370450852,1870.3578275648567,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/striped/k5/h0/gapped/bound,0,3.381215962847358,79853,865.5912864889236,865.568494608999,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/striped/k5/h0/gapped/bound,1,3.343824012951924,79853,856.0189473156926,856.061099770845,8193.0,32768.0,256.0,751791882.0,454509803.0
4,candidate,checked-point/striped/k5/h0/gapped/bound,2,3.316202702152707,79853,848.947891751093,848.9477039059899,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/local/k1/h0/gapped/checked,0,10.473641596832477,26014,2681.252248789114,2681.1798262466,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/local/k1/h0/gapped/checked,1,10.471368932353732,26014,2680.6704466825554,2680.5985238717503,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/local/k1/h0/gapped/checked,2,10.4806495420735,26014,2683.046282770816,2682.975474744641,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/local/k1/h0/gapped/bound,0,2.176929967896441,125687,557.2940717814889,557.6277657990273,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/local/k1/h0/gapped/bound,1,2.176152024722127,125687,557.0949183288645,557.1091123189464,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/local/k1/h0/gapped/bound,2,2.1756581764124383,125687,556.9684931615842,556.9534637632208,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/striped/k5/h0/gapped/checked,0,11.242068942538614,24151,2877.969649289885,2877.9899797117164,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/striped/k5/h0/gapped/checked,1,11.239849993271498,24151,2877.4015982775036,2877.3245000216834,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/striped/k5/h0/gapped/checked,2,11.241888275847783,24151,2877.9233986170325,2877.8463831713925,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/striped/k5/h0/gapped/bound,0,2.3926646848681465,108645,612.5221593262455,612.798527314062,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/striped/k5/h0/gapped/bound,1,2.373786328178929,108645,607.6893000138058,607.6738183995476,8193.0,32768.0,256.0,751791882.0,454509803.0
5,base,checked-point/striped/k5/h0/gapped/bound,2,2.3705919724216478,108645,606.8715449399418,606.8714436930578,8193.0,32768.0,256.0,751791882.0,454509803.0
