input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:logical_values,counter:active_values,counter:selected_values
current,composition/avx512/local/k31/h0/u32/all/authored-u64-carrier,1,5,"[1294.836663356846,1302.681665625766,1264.153070256227,1256.258402936549,1275.989877387474]",1275.989877387474,"[1291.9790628619824,1299.8068391657232,1261.437051548331,1253.49807027996,1273.1738681149404]",1273.1738681149404,"[0.1580611161324275,0.15901875801095777,0.1543155603340121,0.15335185582721544,0.15576048307952564]",0.15576048307952564,8192.0,8192.0,5844.0
current,composition/avx512/local/k31/h0/u32/all/authored-u64-carrier-unroll4-acc1,1,5,"[1201.80637416434,1213.6054257859507,1218.43634394978,1184.895541423076,1195.2275637458906]",1201.80637416434,"[1199.2145534994181,1210.934610677827,1215.7465484325646,1182.2798743475,1192.6481884084012]",1199.2145534994181,"[0.1467048796587329,0.14814519357738656,0.14873490526730712,0.1446405690213716,0.14590180221507454]",0.1467048796587329,8192.0,8192.0,5844.0
current,composition/avx512/local/k31/h0/u32/all/authored-u64-carrier-unroll4-acc2,1,5,"[1164.8152775195965,1190.1389684162832,1170.4891326351437,1186.530135712971,1218.9970089442406]",1186.530135712971,"[1162.2677697221038,1187.5241990468858,1167.9649129335119,1183.91643221621,1216.3060998529577]",1183.91643221621,"[0.1421893649315914,0.14528063579300335,0.14288197419862594,0.1448401044571498,0.14880334581838875]",0.1448401044571498,8192.0,8192.0,5844.0
current,composition/avx512/local/k31/h0/u32/all/authored-u64-carrier-unroll4-acc4,1,5,"[1191.339760528857,1175.7283553252764,1199.105084863229,1207.8547361398985,1190.933387338525]",1191.339760528857,"[1188.7663076904266,1173.1496434782389,1196.4662366462094,1205.2369022961616,1188.3080288680856]",1188.7663076904266,"[0.14542721686143273,0.14352152774966753,0.14637513242959335,0.14744320509520242,0.1453776107590973]",0.14542721686143273,8192.0,8192.0,5844.0
current,composition/avx512/local/k31/h0/u32/all/direct,1,5,"[1791.320856538114,1834.798058786254,1784.965037692545,1784.5495885470957,1782.3057667346602]",1784.965037692545,"[1787.3804165048796,1830.7538507765908,1781.1080455521458,1780.6235669469875,1778.3766952041967]",1781.1080455521458,"[0.21866709674537527,0.2239743724104314,0.2178912399527032,0.21784052594569037,0.21756662191585205]",0.2178912399527032,8192.0,8192.0,5844.0
current,composition/avx512/local/k31/h0/u32/all/materialized,1,5,"[950.3873756225214,985.0702340678608,990.411241701051,999.6660394237689,974.653114106803]",985.0702340678608,"[948.3030405848459,982.9372928475112,988.2535912225203,997.4630423678481,972.5369542033634]",982.9372928475112,"[0.11601408393829608,0.1202478313071119,0.12089980977796033,0.1220295458280968,0.1189762102181156]",0.1202478313071119,8192.0,8192.0,5844.0
current,composition/avx512/local/k31/h0/u32/prefilter75/authored,1,5,"[1837.2503054871208,1795.965300541201,1822.6290707372,1811.883326544707,1825.3409365686286]",1822.6290707372,"[1833.1944255869964,1792.0845407334277,1818.6275643149181,1807.9106555193173,1821.3299131708197]",1818.6275643149181,"[0.22427371893153328,0.21923404547622086,0.22248890023647458,0.22117716388485192,0.2228199385459752]",0.22248890023647458,8192.0,6144.0,4401.0
current,composition/avx512/local/k31/h0/u32/prefilter75/authored-u64-carrier,1,5,"[1259.1619919654179,1256.4470066256101,1258.0928267541067,1255.5066689162575,1302.9097906530094]",1258.0928267541067,"[1256.4223692547828,1253.677306534276,1255.3927752262648,1252.7351220462651,1300.0335976582232]",1255.3927752262648,"[0.15370629784734102,0.1533748787384778,0.15357578451588214,0.15326009142044156,0.1590466053043224]",0.15357578451588214,8192.0,6144.0,4401.0
current,composition/avx512/local/k31/h0/u32/prefilter75/authored-u64-carrier-unroll4-acc1,1,5,"[1202.8390985279348,1182.6043635173407,1195.6952514664508,1204.2253378581988,1201.6647344077246]",1201.6647344077246,"[1200.1837698869588,1180.0557670599328,1193.060646518309,1201.5761246864936,1199.071779257547]",1199.071779257547,"[0.1468309446445233,0.14436088421842538,0.14595889300127574,0.14700016331276838,0.14668758964938045]",0.14668758964938045,8192.0,6144.0,4401.0
current,composition/avx512/local/k31/h0/u32/prefilter75/authored-u64-carrier-unroll4-acc2,1,5,"[1194.9364407858866,1160.047672593037,1177.6755845037983,1177.813748037543,1162.7593753978435]",1177.6755845037983,"[1192.311036619544,1157.4868587430076,1175.1340645818527,1175.233529935692,1160.2156532427714]",1175.1340645818527,"[0.14586626474437092,0.14160738190832975,0.14375922662399881,0.14377609228973914,0.14193840031711957]",0.14375922662399881,8192.0,6144.0,4401.0
current,composition/avx512/local/k31/h0/u32/prefilter75/authored-u64-carrier-unroll4-acc4,1,5,"[1188.8409662997637,1172.2049692552125,1193.3382466510768,1190.3856307372598,1170.5265014422705]",1188.8409662997637,"[1186.2698066822709,1169.634126894059,1190.7038943352507,1187.757798900141,1167.9809102780473]",1186.2698066822709,"[0.14512218826901413,0.14309142691103668,0.14567117268689905,0.14531074593960694,0.1428865358205897]",0.14512218826901413,8192.0,6144.0,4401.0
current,composition/avx512/local/k31/h0/u32/prefilter75/direct,1,5,"[1797.5424223551277,1777.834739338611,1842.4761042017046,1775.3441473065268,1760.3051754833]",1777.834739338611,"[1793.584143281058,1773.9100785722828,1838.408810965396,1771.4846220144645,1756.4318040252044]",1773.9100785722828,"[0.2194265652288974,0.21702084220442028,0.22491163381368467,0.21671681485675373,0.21488100286661377]",0.21702084220442028,8192.0,6144.0,4401.0
current,composition/avx512/local/k31/h0/u32/prefilter75/materialized,1,5,"[1051.8655050209086,1027.1653159863179,1034.4033173922387,1054.5083790743697,1021.8175179291035]",1034.4033173922387,"[1049.5557761155408,1024.9436174426137,1032.1232803868154,1052.180464244438,1019.5958630924486]",1032.1232803868154,"[0.12840155090587266,0.12538639111161107,0.12626993620510726,0.12872416736747674,0.12473358373158001]",0.12626993620510726,8192.0,6144.0,4401.0
