dataset,mask,operation,configuration,policy,repetitions,median_ns,min_ns,max_ns,cycles_per_call,relative_to_plain
msmarco,all,intersection,mixed-point-frame,complete,5,33594.0,33533.4,33747.0,93447.58203125,85.2256727307783
msmarco,all,intersection,plain,complete,5,394.177,394.015,396.434,1095.8080444335938,1.0
msmarco,all,intersection,plain,selected,5,394.803,392.606,395.324,1096.9577026367188,1.0
msmarco,all,union,bec-plain-frame,complete,5,21169.7,21132.6,21561.0,58705.54296875,53.67244386751314
msmarco,all,union,local-frame,complete,5,36055.6,35780.2,36430.1,99906.54296875,91.41330142182018
msmarco,all,union,local-frame,selected,5,35908.5,35797.7,36053.3,99918.23046875,91.13161721599171
msmarco,all,union,local-inline,complete,5,35946.5,35836.3,36250.8,100055.109375,91.13669553576862
msmarco,all,union,local-point,complete,5,37691.9,37654.3,37717.0,104869.6484375,95.56188264405817
msmarco,all,union,mixed-frame,complete,5,35884.5,35762.9,36049.5,99873.484375,90.97950428979982
msmarco,all,union,mixed-frame-point,complete,5,36284.8,36275.5,36349.9,101000.63671875,91.99440196336938
msmarco,all,union,mixed-point-frame,complete,5,37094.6,36982.8,37278.0,103266.77734375,94.04752246313612
msmarco,all,union,plain,complete,5,394.424,393.236,398.911,1097.8927001953125,1.0
msmarco,all,union,plain,selected,5,394.029,392.549,397.726,1095.3604125976562,1.0
msmarco,cluster32,intersection,bec-plain-frame,complete,5,2739.88,2726.93,2743.17,7615.5595703125,26.91064097275424
msmarco,cluster32,intersection,local-frame,complete,5,4181.37,4166.71,4230.51,11636.25,41.06871353644882
msmarco,cluster32,intersection,local-frame,selected,5,4109.81,4094.49,4133.06,11437.26904296875,85.15005542261035
msmarco,cluster32,intersection,local-inline,complete,5,4198.36,4178.6,4225.34,11678.572265625,41.23558646158681
msmarco,cluster32,intersection,local-point,complete,5,4421.34,4396.62,4440.53,12304.04345703125,43.425658553833465
msmarco,cluster32,intersection,mixed-frame,complete,5,4178.69,4164.57,4196.79,11627.62939453125,41.04239102677431
msmarco,cluster32,intersection,mixed-frame-point,complete,5,4225.13,4209.48,4279.09,11756.39892578125,41.498516903372824
msmarco,cluster32,intersection,mixed-point-frame,complete,5,4349.68,4333.27,4350.36,12107.18408203125,42.72182607499951
msmarco,cluster32,intersection,plain,complete,5,101.814,101.297,102.088,282.39491271972656,1.0
msmarco,cluster32,intersection,plain,selected,5,48.2655,47.9684,48.4492,133.98847198486328,1.0
msmarco,cluster32,union,bec-plain-frame,complete,5,2735.85,2724.48,2790.84,7599.57421875,27.033289526990306
msmarco,cluster32,union,local-frame,complete,5,4633.24,4631.25,4704.06,12898.6455078125,45.7816467891268
msmarco,cluster32,union,local-frame,selected,5,4567.83,4567.18,4587.43,12713.64892578125,94.39908242660962
msmarco,cluster32,union,local-inline,complete,5,4633.1,4615.6,4695.0,12895.47509765625,45.78026343092596
msmarco,cluster32,union,local-point,complete,5,4858.92,4842.89,4884.4,13534.5048828125,48.01162020888709
msmarco,cluster32,union,mixed-frame,complete,5,4633.17,4620.62,4635.29,12900.15478515625,45.78095511002638
msmarco,cluster32,union,mixed-frame-point,complete,5,4674.41,4658.38,4700.98,13016.75341796875,46.188452911474954
msmarco,cluster32,union,mixed-point-frame,complete,5,4788.21,4777.27,4812.89,13330.89990234375,47.31292550616088
msmarco,cluster32,union,plain,complete,5,101.203,99.6736,101.75,281.28004455566406,1.0
msmarco,cluster32,union,plain,selected,5,48.3885,48.1608,48.4741,134.44815826416016,1.0
msmarco,dispersed32,intersection,bec-plain-frame,complete,5,3127.08,3111.43,3198.3,8691.32861328125,24.125725219108748
msmarco,dispersed32,intersection,local-frame,complete,5,4702.0,4698.91,4709.49,13086.5205078125,36.27638563140353
msmarco,dispersed32,intersection,local-frame,selected,5,4645.94,4612.08,4665.52,12878.216796875,67.86912163425579
msmarco,dispersed32,intersection,local-inline,complete,5,4647.22,4635.47,4667.32,12938.4248046875,35.85375262313295
msmarco,dispersed32,intersection,local-point,complete,5,4774.98,4758.35,4790.62,13287.74951171875,36.839433403283536
msmarco,dispersed32,intersection,mixed-frame,complete,5,4697.0,4684.19,4718.95,13072.84765625,36.23781014689544
msmarco,dispersed32,intersection,mixed-frame-point,complete,5,4680.04,4678.07,4687.3,13024.76123046875,36.10696210344401
msmarco,dispersed32,intersection,mixed-point-frame,complete,5,4745.98,4731.82,4771.93,13210.18701171875,36.61569559313664
msmarco,dispersed32,intersection,plain,complete,5,129.616,127.98,129.67,360.60601806640625,1.0
msmarco,dispersed32,intersection,plain,selected,5,68.4544,68.3605,68.6784,190.55176544189453,1.0
msmarco,dispersed32,union,bec-plain-frame,complete,5,3129.61,3116.98,3149.5,8699.5791015625,24.468046846903196
msmarco,dispersed32,union,local-frame,complete,5,5183.67,5154.86,5226.25,14398.234375,40.527184025768925
msmarco,dispersed32,union,local-frame,selected,5,5115.4,5087.18,5118.48,14204.181640625,75.03270964978672
msmarco,dispersed32,union,local-inline,complete,5,5159.04,5128.68,5166.09,14329.939453125,40.33462073710381
msmarco,dispersed32,union,local-point,complete,5,5238.84,5211.83,5249.32,14549.5986328125,40.958516410488954
msmarco,dispersed32,union,mixed-frame,complete,5,5175.84,5149.43,5182.91,14375.2841796875,40.465967194658575
msmarco,dispersed32,union,mixed-frame-point,complete,5,5159.64,5129.31,5203.01,14318.70703125,40.33931168201648
msmarco,dispersed32,union,mixed-point-frame,complete,5,5232.53,5225.12,5312.42,14521.720703125,40.909183306490704
msmarco,dispersed32,union,plain,complete,5,127.906,127.036,129.004,355.60960388183594,1.0
msmarco,dispersed32,union,plain,selected,5,68.1756,67.9366,68.4438,189.58161163330078,1.0
msmarco,none,intersection,bec-plain-frame,complete,5,62.0758,61.7338,63.4591,172.7059783935547,1.1130140731935159
msmarco,none,intersection,local-frame,complete,5,61.555,61.3673,61.6912,171.31853485107422,1.103676171316791
