src,dst,edge,passes,p50_us_min,p50_us_max,p99_us_min,p99_us_max,p50_lo_us_min,p50_lo_us_max,p50_hi_us_min,p50_hi_us_max,p99_hi_us_min,p99_hi_us_max,rtt_p50_us_min,rtt_p50_us_max,rtt_p99_us_min,rtt_p99_us_max,passes_point_p50_le_110,passes_point_p99_le_110,passes_bounded_p50_le_110,passes_resolved_faster
10,1,az6a -> az1b,4,255.19652472344518,258.53197395181337,269.15399338657664,275.1690964010624,196.5997128362363,201.39802206931938,313.6787103172673,322.0429792967967,330.73159761262747,339.584027727864,515.9415,521.5352499999999,549.72752,576.0168450000001,0,0,0,0
10,2,az6a -> az2a,4,325.16411958779196,332.60991010278065,338.1878079355619,346.843288863678,268.1917832585584,273.42513329249255,388.46881062327293,395.72030190635655,407.7160590895606,412.23486577532157,653.344,665.85575,669.84616,683.925955,0,0,0,0
10,3,az6a -> az2b,4,301.8323857355195,456.1248644035312,342.3764565421714,504.05754808731285,91.08324858644579,236.86115157998938,492.6404454946853,658.9950563466873,541.9171758939676,729.3694667832899,689.085,906.4065,809.3362450000001,1042.58923,0,0,0,0
10,4,az6a -> az3a,4,191.90630496241954,232.05183793621558,197.5890272802438,238.78475327405877,0.0,0.0,384.78976973823825,464.4811134338338,392.37714916478075,473.13175588019516,384.59425,464.3085,392.16573,472.95324999999997,0,0,0,0
10,5,az6a -> az3b,4,203.79743229895956,240.42442865437658,212.85075869031525,257.46894523994337,0.0,0.0,402.35103337832834,437.1881498816316,415.922765503942,449.44966428589896,402.1,436.976,415.70308000000006,449.23677000000004,0,0,0,0
10,6,az6a -> az4a,4,383.2616520822993,385.707845085548,391.36011548002057,401.749518331358,321.0975979227727,326.2083711091092,442.2476695597097,447.0583712174175,456.7494687744075,465.3406435739511,767.021,774.2772500000001,779.483155,805.9037650000001,0,0,0,0
10,7,az6a -> az4b,4,401.4973331853058,453.70165301158914,412.5734331023038,466.07306295342005,338.1772531803804,392.84024990825833,464.93960335865864,517.4344950378379,482.30011252124825,535.3161930046357,843.9952499999999,873.2125,865.05808,894.111655,0,0,0,0
10,8,az6a -> az5a,4,320.38429286721396,386.6532782555178,328.978831936525,394.44853622343595,259.5187898702703,325.85323318388384,381.38898401986984,449.3866867658659,395.92561814004006,464.26424767121017,637.3362500000001,775.1375,648.831445,787.7729449999999,0,0,0,0
10,9,az6a -> az5b,4,318.9274816836231,386.32414838559794,326.52315207246346,392.6032766758939,257.2333518436936,325.696730316016,378.45284903303303,446.68013794514513,392.9130948800311,459.85501864179076,641.77675,772.07975,653.5312349999999,780.6211450000001,0,0,0,0
11,0,az6b -> az1a,4,235.8902950033908,480.1578824916155,250.1165061078051,492.16097147153334,174.84368362927927,420.97859774124123,294.9593588554053,541.5122272820821,315.61010387835233,556.6171449063464,522.6532500000001,748.14925,546.5992,764.899365,0,0,0,1
11,1,az6b -> az1b,4,237.41898351676,472.15731396549836,255.59541316773507,483.03216706546925,178.73533932157147,410.98092740900904,298.2177625398398,536.0037119911411,322.09886623125215,553.9503241613254,531.25125,748.7227499999999,553.3231350000001,761.477545,0,0,0,0
11,2,az6b -> az2a,4,349.318250366974,494.5047953381111,367.03205243066213,505.5070818174787,293.4102445887888,433.49842913363375,412.25061288488473,556.0273669034533,433.1814365955146,572.3050170550133,835.90425,950.2782500000001,855.240855,972.4187800000001,0,0,0,1
11,3,az6b -> az2b,4,411.2476194292045,416.4701633347063,451.0224129874184,465.4789947714781,143.13375447998942,206.58152454360288,606.5987643307212,621.643701240331,657.1630340377054,711.9380826368053,830.97075,840.4762499999999,948.8824850000001,953.2472650000001,0,0,0,0
11,4,az6b -> az3a,4,170.23538416950697,201.53764335672707,177.2264251341003,211.00707552242966,0.0,0.0,338.7614884501001,411.780656012012,348.5604421860581,422.2623147188729,338.57375,411.5745,348.37243,422.04462,0,0,0,0
11,5,az6b -> az3b,4,167.64839600838155,177.24369414497863,173.9654788942162,192.4213307894216,0.0,0.0,325.9152514033033,372.24978197017015,334.98509031982786,389.7789303697298,325.76225,372.09575,334.506035,389.61896,0,0,0,0
11,6,az6b -> az4a,4,414.10311051104753,443.7030246957552,423.82205155652855,450.8219654123429,354.7801506878879,385.16833730935934,474.0129637815316,503.29765786436445,487.0585823217928,516.7568050676126,802.7139999999999,871.23375,819.9662500000001,887.148825,0,0,0,0
11,7,az6b -> az4b,4,354.0799946648244,360.1434596129402,361.6189453530171,370.22582110843507,291.13223754694695,300.31328287007005,416.05628343578576,420.6158592260761,431.38625752330023,435.8392825257288,710.6125,720.606,721.434065,740.7921699999999,0,0,0,0
11,8,az6b -> az5a,4,315.09256101763594,319.4681366549938,328.1135420842778,341.30463790018746,255.09520235730724,260.62487516291293,374.06245389624627,379.54768504334345,392.927828016952,402.7481947848339,628.5419999999999,645.43975,649.7711,664.8006449999999,0,0,0,0
11,9,az6b -> az5b,4,312.3684509891227,324.0453125502492,319.739068477078,338.5415258389897,251.77657541156162,264.61553941131126,373.9304048757757,386.71823042157155,388.7103508545065,404.60362805910904,630.97325,642.27175,643.311685,666.1557300000001,0,0,0,0
