model,partition,slice,sample_tiles,weighted_tiles,mae_bytes,bias_bytes,rmse_bytes,p50_abs_bytes,p95_abs_bytes,p99_abs_bytes,max_abs_bytes,threshold_8_wrong_fraction,threshold_8_false_compress_fraction,threshold_8_missed_compress_fraction,threshold_16_wrong_fraction,threshold_16_false_compress_fraction,threshold_16_missed_compress_fraction,threshold_24_wrong_fraction,threshold_24_false_compress_fraction,threshold_24_missed_compress_fraction,threshold_32_wrong_fraction,threshold_32_false_compress_fraction,threshold_32_missed_compress_fraction
one_runs_quarters_zero_augmented,real_validation,census1881_srt,12750,649471.9999999999,0.004588170852631061,0.0016045225968171072,0.07057476516834615,0.0,0.0,0.0,3.0,0.0004573153269117069,0.00014735739185061097,0.0003099579350610958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one_runs_quarters_zero_augmented,real_test_comparison,partial,33018,96762.0,0.14590823877141854,0.05918945453793844,0.3944269270908989,0.0,1.0,1.0,3.0,0.010916583989582687,0.0007876852483412909,0.010128898741241395,0.003008613918687088,0.0021770736446125546,0.0008315402740745334,0.0005270664103677064,0.00023769661644033814,0.00028936979392736817,0.0012091523531965027,0.0005787395878547363,0.0006304127653417664
one_runs_quarters_zero_augmented,real_test_comparison,census-income,23134,133376.0,0.0720764267934261,0.03433367697336852,0.27073224604081647,0.0,1.0,1.0,2.0,0.004993372120921305,0.0,0.004993372120921305,0.0015340840930902113,0.0011617344949616123,0.0003723495981285988,0.000164947216890595,2.2492802303262957e-05,0.00014245441458733205,0.000847228886756238,0.00038987523992322455,0.00045735364683301344
one_runs_quarters_zero_augmented,real_test_comparison,census-income_srt,15951,122880.00000000003,0.03666265869140623,0.009342460123697913,0.20724184454136244,0.0,0.0,1.0,3.0,0.0031763875325520833,0.0006202636718749999,0.0025561238606770825,0.0007040161132812498,0.0004533732096354165,0.00025064290364583327,0.00023600260416666661,0.00016276041666666663,7.324218749999998e-05,3.2552083333333326e-05,3.2552083333333326e-05,0.0
one_runs_quarters_zero_augmented,structure_development,partial,8928,8928.0,0.6189516129032258,-0.271505376344086,0.9271154247194295,1.0,2.0,3.0,4.0,0.017025089605734768,0.010192652329749105,0.006832437275985663,0.021729390681003585,0.015232974910394265,0.006496415770609319,0.0062724014336917565,0.005600358422939068,0.0006720430107526882,0.005600358422939068,0.0029121863799283156,0.002688172043010753
one_runs_quarters_zero_augmented,structure_development,byte_permutations,8928,8928.0,0.6189516129032258,-0.271505376344086,0.9271154247194295,1.0,2.0,3.0,4.0,0.017025089605734768,0.010192652329749105,0.006832437275985663,0.021729390681003585,0.015232974910394265,0.006496415770609319,0.0062724014336917565,0.005600358422939068,0.0006720430107526882,0.005600358422939068,0.0029121863799283156,0.002688172043010753
one_runs_quarters_zero_augmented,previous_structure_holdout_comparison,partial,21949,21949.0,0.786596200282473,-0.5032119914346895,1.1471330195990463,1.0,2.0,3.0,6.0,0.01530821449724361,0.010524397466854981,0.004783817030388628,0.028611781857943414,0.023736844503166432,0.004874937354776983,0.02537701034215682,0.02464804774704998,0.0007289625951068386,0.008929791790058773,0.005877260923048886,0.0030525308670098865
one_runs_quarters_zero_augmented,previous_structure_holdout_comparison,byte_permutations,13764,13764.0,0.6073089218250508,-0.2545045045045045,0.924771310200375,0.0,2.0,3.0,4.0,0.017146178436501017,0.00995350188898576,0.007192676547515257,0.02186864283638477,0.014603312990409765,0.007265329845975007,0.005884917175239756,0.004795117698343505,0.001089799476896251,0.0052310374891020054,0.0023249055507120024,0.002906131938390003
one_runs_quarters_zero_augmented,previous_structure_holdout_comparison,independent_quarters,4096,4096.0,1.15234375,-1.06201171875,1.5360257159305635,1.0,3.0,4.0,6.0,0.0244140625,0.02294921875,0.00146484375,0.07470703125,0.072998046875,0.001708984375,0.03173828125,0.03173828125,0.0,0.00146484375,0.00146484375,0.0
one_runs_quarters_zero_augmented,previous_structure_holdout_comparison,mixed_byte_alphabets,4096,4096.0,1.02197265625,-0.779296875,1.3484655631494635,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.005126953125,0.005126953125,0.0,0.08447265625,0.084228515625,0.000244140625,0.02880859375,0.022216796875,0.006591796875
