case,method,phase,rows,operations,seed,hash,truth,candidates,residuals,certain,plane_bytes,summary_bytes,blocks,skipped,text_bytes,g0,g1,g2,g3,stored_bytes,fixture_bytes,digest,correct,ns_per_op,min_ns,max_ns,candidate_fraction,metadata_B_row
absent,marginal64,q2,1048576,1048576,41,13,0,4127,4127,0,1016832,65536,16384,496,0,63552,0,0,0,4456448,67108864,14669432675671876423,1,0.6307144641876221,0.6283705949783326,0.6557611942291259,0.003935813903808594,4.25
absent,marginal64,q3,1048576,1048576,41,13,0,4075,4075,0,1015552,65536,16384,516,0,63472,0,0,0,4456448,67108864,14669432675671876423,1,0.6509014173995618,0.6292557827261992,0.6596446813539016,0.0038862228393554688,4.25
absent,marginal64,build,1048576,1048576,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4456448,67108864,14669432675671876423,1,15.018634796142578,14.938131809234617,15.179084777832033,0.0,4.25
absent,shared8,q0,1048576,1048576,41,13,0,753972,753972,0,1048576,0,0,0,0,65536,0,0,0,1048576,67108864,14669432675671876423,1,2.895531972249349,2.8579210705227323,2.990069283379449,0.7190437316894531,1.0
absent,shared8,q1,1048576,1048576,41,13,0,670057,670057,0,1048576,0,0,0,0,65536,0,0,0,1048576,67108864,14669432675671876423,1,2.654550457000732,2.6416957855224608,2.664382743835449,0.6390161514282227,1.0
absent,shared8,q2,1048576,1048576,41,13,0,754304,754304,0,1048576,0,0,0,0,65536,0,0,0,1048576,67108864,14669432675671876423,1,2.8828579584757485,2.8710255093044705,2.921371883816189,0.7193603515625,1.0
absent,shared8,q3,1048576,1048576,41,13,0,670162,670162,0,1048576,0,0,0,0,65536,0,0,0,1048576,67108864,14669432675671876423,1,2.662772655487061,2.6224397659301757,2.686086082458496,0.6391162872314453,1.0
absent,shared16,q0,1048576,1048576,41,13,0,170550,170550,0,2097152,0,0,0,0,65536,0,0,0,2097152,67108864,14669432675671876423,1,1.679549038410187,1.6733649373054502,1.6917780041694641,0.16264915466308594,2.0
absent,shared16,q1,1048576,1048576,41,13,0,170562,170562,0,2097152,0,0,0,0,65536,0,0,0,2097152,67108864,14669432675671876423,1,1.6873323917388916,1.6495302319526672,1.7247644662857058,0.1626605987548828,2.0
absent,shared16,q2,1048576,1048576,41,13,0,171199,171199,0,2097152,0,0,0,0,65536,0,0,0,2097152,67108864,14669432675671876423,1,1.6737276315689085,1.6361018419265747,1.6962955594062807,0.1632680892944336,2.0
absent,shared16,q3,1048576,1048576,41,13,0,171016,171016,0,2097152,0,0,0,0,65536,0,0,0,2097152,67108864,14669432675671876423,1,1.6667213439941408,1.6366727352142334,1.6852363348007204,0.16309356689453125,2.0
absent,shared32,q0,1048576,1048576,41,13,0,21594,21594,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,14669432675671876423,1,1.4080418239940298,1.3953495025634766,1.5400459549643777,0.020593643188476562,4.0
