name,repetition_index,threads,iterations,real_time,cpu_time,time_unit,drain_ns_per_update,flush_ns_per_update,read_ns_per_update,reset_ns_per_update,updates,write_ns_per_update
hot/t4/read_flush_span/manual_time,3,1,80,687585.0125,2448289.0375000066,ns,6.776408386230469,11.46240081787109,0.9999588012695314,4.685992431640625,8192.0,71.47135772705079
hot/t4/read_flush_span/manual_time,4,1,80,703374.8624999998,2460781.075000007,ns,6.969834899902345,11.722702026367188,1.105961608886719,4.752867126464844,8192.0,73.03252563476563
hot/t4/append_scan/manual_time,0,1,85,629614.5529411766,2465888.752941163,ns,6.63781307444853,6.732921645220587,5.881419462316177,0.09510857077205885,8192.0,64.24290412454043
hot/t4/append_scan/manual_time,1,1,85,617186.9764705882,2436658.764705889,ns,6.525728113511029,6.631812959558821,5.699579216452206,0.10608484604779407,8192.0,63.00881491268381
hot/t4/append_scan/manual_time,2,1,85,618492.7294117647,2437195.1529411757,ns,6.703146541819854,6.7991814108455895,5.762116555606617,0.09603486902573527,8192.0,62.93830279181982
hot/t4/append_scan/manual_time,3,1,85,627415.8235294115,2453491.2588235363,ns,6.525620404411767,6.637863338694855,5.609817325367649,0.11224293428308817,8192.0,64.34116498161764
hot/t4/append_scan/manual_time,4,1,85,618479.9529411766,2416103.4117647223,ns,6.6988467945772046,6.787913602941175,5.612053366268381,0.0890668083639706,8192.0,63.09807416130517
hot/t4/append_flush/manual_time,0,1,95,595441.6,2398189.9368421123,ns,7.101245117187501,7.248361687911186,1.0514442845394734,0.1471165707236842,8192.0,64.38593621504934
hot/t4/append_flush/manual_time,1,1,95,606183.4315789476,2396230.442105257,ns,7.036541426809208,7.168854081003288,1.0523964329769737,0.13231265419407898,8192.0,65.77575041118425
hot/t4/append_flush/manual_time,2,1,95,616201.6000000002,2391806.610526322,ns,7.128690378289476,7.268639494243419,1.096830026726974,0.13994911595394732,8192.0,66.85445235402962
hot/t4/append_flush/manual_time,3,1,95,604782.6315789472,2418400.010526324,ns,7.016257195723683,7.1669202302631545,1.0364219263980265,0.1506630345394737,8192.0,65.62266267475329
hot/t4/append_flush/manual_time,4,1,95,609484.8947368423,2411875.4421052705,ns,7.054012900904605,7.191880396792761,0.9902523643092105,0.1378674958881579,8192.0,66.21787880345393
points/t4/eager_atomic/manual_time,0,1,45,1211920.6666666665,2443757.2222222313,ns,0.0,0.0,2.3342854817708334,0.0,8192.0,145.60524902343747
points/t4/eager_atomic/manual_time,1,1,45,1241176.4222222222,2505913.688888918,ns,0.0,0.0,2.3503228081597225,0.0,8192.0,149.1604709201389
points/t4/eager_atomic/manual_time,2,1,45,1230258.0666666664,2427611.20000002,ns,0.0,0.0,2.3674424913194443,0.0,8192.0,147.81054416232638
points/t4/eager_atomic/manual_time,3,1,45,1217929.3555555558,2480732.3333333167,ns,0.0,0.0,2.430639648437501,0.0,8192.0,146.24237738715277
points/t4/eager_atomic/manual_time,4,1,45,1250602.6888888893,2436677.488888882,ns,0.0,0.0,2.5588867187499993,0.0,8192.0,150.10257432725692
points/t4/eager_striped/manual_time,0,1,56,1002130.1964285716,2492886.0892857253,ns,0.0,0.0,2.414215087890626,0.0,8192.0,119.9161311558315
points/t4/eager_striped/manual_time,1,1,56,988931.1071428572,2381228.4642857104,ns,0.0,0.0,2.45353044782366,0.0,8192.0,118.2655988420759
points/t4/eager_striped/manual_time,2,1,56,1011630.1071428569,2443378.69642857,ns,0.0,0.0,2.477852957589285,0.0,8192.0,121.01215035574776
points/t4/eager_striped/manual_time,3,1,56,1013998.5178571434,2450374.250000006,ns,0.0,0.0,2.3532736642020096,0.0,8192.0,121.42584228515624
points/t4/eager_striped/manual_time,4,1,56,1019342.2142857139,2435437.482142858,ns,0.0,0.0,2.370509556361608,0.0,8192.0,122.06091308593749
points/t4/word_check_span/manual_time,0,1,28,1933753.7142857143,2957036.9642856675,ns,56.87551007952009,58.481741768973215,9.120766775948656,1.6062316894531246,8192.0,168.45141165597096
points/t4/word_check_span/manual_time,1,1,28,2320249.2857142854,3480687.3571428456,ns,70.3294416155134,71.89278302873883,11.297310965401788,1.5633414132254464,8192.0,200.043461390904
points/t4/word_check_span/manual_time,2,1,28,2064659.8214285716,3045516.535714261,ns,60.01905604771207,61.6399928501674,9.825526646205356,1.620936802455357,8192.0,180.56815011160714
