case,threads,method,updates,base_bytes,filter_bytes,digest,ors,reservations,positive_reads,false_positives,clean_reads,scanned,checksum,correct
hot,4,scatter_record,8192,55653632,8192,13296192339615243068,262144,8192,11,0,21,11264,12571949920618476691,1
hot,4,word_or_record,8192,55653632,8192,13296192339615243068,65536,8192,11,0,21,11264,12571949920618476691,1
hot,4,word_check_record,8192,55653632,8192,13296192339615243068,4114,8192,11,0,21,11264,12571949920618476691,1
hot,4,word_check_span,8192,55653632,8192,13296192339615243068,4111,128,11,0,21,11264,12571949920618476691,1
hot,4,exact_top_span,8192,55653632,8192,13296192339615243068,4067,128,11,0,21,11264,12571949920618476691,1
hot,4,read_flush_span,8192,55653632,8192,13296192339615243068,4068,128,8,0,0,0,12571949920618476691,1
hot,4,append_scan,8192,55653632,0,13296192339615243068,0,128,32,21,21,32768,12571949920618476691,1
hot,4,append_flush,8192,55653632,0,13296192339615243068,0,128,8,0,0,0,12571949920618476691,1
roots,1,eager_plain,8192,55653632,8192,3026247559750320707,0,0,0,0,0,0,3296020463575379636,1
roots,1,eager_atomic,8192,55653632,8192,3026247559750320707,0,0,0,0,0,0,3296020463575379636,1
roots,1,eager_striped,8192,55653632,8192,3026247559750320707,0,0,0,0,0,0,3296020463575379636,1
roots,1,scatter_record,8192,55653632,8192,3026247559750320707,262144,8192,512,0,0,524288,3296020463575379636,1
roots,1,word_or_record,8192,55653632,8192,3026247559750320707,65536,8192,512,0,0,524288,3296020463575379636,1
roots,1,word_check_record,8192,55653632,8192,3026247559750320707,58413,8192,512,0,0,524288,3296020463575379636,1
roots,1,word_check_span,8192,55653632,8192,3026247559750320707,58413,128,512,0,0,524288,3296020463575379636,1
roots,1,exact_top_span,8192,55653632,8192,3026247559750320707,58464,128,512,0,0,524288,3296020463575379636,1
roots,1,read_flush_span,8192,55653632,8192,3026247559750320707,58413,128,8,0,0,0,3296020463575379636,1
roots,1,append_scan,8192,55653632,0,3026247559750320707,0,128,512,0,0,524288,3296020463575379636,1
roots,1,append_flush,8192,55653632,0,3026247559750320707,0,128,8,0,0,0,3296020463575379636,1
roots,4,eager_atomic,8192,55653632,8192,3026247559750320707,0,0,0,0,0,0,3296020463575379636,1
roots,4,eager_striped,8192,55653632,8192,3026247559750320707,0,0,0,0,0,0,3296020463575379636,1
roots,4,scatter_record,8192,55653632,8192,3026247559750320707,262144,8192,512,0,0,524288,3296020463575379636,1
roots,4,word_or_record,8192,55653632,8192,3026247559750320707,65536,8192,512,0,0,524288,3296020463575379636,1
roots,4,word_check_record,8192,55653632,8192,3026247559750320707,58451,8192,512,0,0,524288,3296020463575379636,1
roots,4,word_check_span,8192,55653632,8192,3026247559750320707,58441,128,512,0,0,524288,3296020463575379636,1
roots,4,exact_top_span,8192,55653632,8192,3026247559750320707,58509,128,512,0,0,524288,3296020463575379636,1
roots,4,read_flush_span,8192,55653632,8192,3026247559750320707,58431,128,8,0,0,0,3296020463575379636,1
roots,4,append_scan,8192,55653632,0,3026247559750320707,0,128,512,0,0,524288,3296020463575379636,1
roots,4,append_flush,8192,55653632,0,3026247559750320707,0,128,8,0,0,0,3296020463575379636,1
points,1,eager_plain,8192,55653632,8192,3026247559750320707,0,0,0,0,0,0,10296516241658468303,1
points,1,eager_atomic,8192,55653632,8192,3026247559750320707,0,0,0,0,0,0,10296516241658468303,1
points,1,eager_striped,8192,55653632,8192,3026247559750320707,0,0,0,0,0,0,10296516241658468303,1
points,1,scatter_record,8192,55653632,8192,3026247559750320707,262144,8192,14,9,507,14336,10296516241658468303,1
points,1,word_or_record,8192,55653632,8192,3026247559750320707,65536,8192,22,17,507,22528,10296516241658468303,1
points,1,word_check_record,8192,55653632,8192,3026247559750320707,58413,8192,22,17,507,22528,10296516241658468303,1
points,1,word_check_span,8192,55653632,8192,3026247559750320707,58413,128,22,17,507,22528,10296516241658468303,1
points,1,exact_top_span,8192,55653632,8192,3026247559750320707,58464,128,22,17,507,22528,10296516241658468303,1
points,1,read_flush_span,8192,55653632,8192,3026247559750320707,58413,128,8,7,150,0,10296516241658468303,1
points,1,append_scan,8192,55653632,0,3026247559750320707,0,128,512,507,507,524288,10296516241658468303,1
points,1,append_flush,8192,55653632,0,3026247559750320707,0,128,8,8,8,0,10296516241658468303,1
points,4,eager_atomic,8192,55653632,8192,3026247559750320707,0,0,0,0,0,0,10296516241658468303,1
points,4,eager_striped,8192,55653632,8192,3026247559750320707,0,0,0,0,0,0,10296516241658468303,1
points,4,scatter_record,8192,55653632,8192,3026247559750320707,262144,8192,14,9,507,14336,10296516241658468303,1
points,4,word_or_record,8192,55653632,8192,3026247559750320707,65536,8192,22,17,507,22528,10296516241658468303,1
points,4,word_check_record,8192,55653632,8192,3026247559750320707,58442,8192,22,17,507,22528,10296516241658468303,1
points,4,word_check_span,8192,55653632,8192,3026247559750320707,58437,128,22,17,507,22528,10296516241658468303,1
points,4,exact_top_span,8192,55653632,8192,3026247559750320707,58494,128,22,17,507,22528,10296516241658468303,1
points,4,read_flush_span,8192,55653632,8192,3026247559750320707,58445,128,8,7,150,0,10296516241658468303,1
points,4,append_scan,8192,55653632,0,3026247559750320707,0,128,512,507,507,524288,10296516241658468303,1
points,4,append_flush,8192,55653632,0,3026247559750320707,0,128,8,8,8,0,10296516241658468303,1
batch256,1,eager_plain,2048,55653632,8192,12014852780205081442,0,0,0,0,0,0,2192050223754408051,1
batch256,1,eager_atomic,2048,55653632,8192,12014852780205081442,0,0,0,0,0,0,2192050223754408051,1
batch256,1,eager_striped,2048,55653632,8192,12014852780205081442,0,0,0,0,0,0,2192050223754408051,1
batch256,1,scatter_record,2048,55653632,8192,12014852780205081442,65536,2048,13,0,19,3328,2192050223754408051,1
batch256,1,word_or_record,2048,55653632,8192,12014852780205081442,16384,2048,13,0,19,3328,2192050223754408051,1
batch256,1,word_check_record,2048,55653632,8192,12014852780205081442,15571,2048,13,0,19,3328,2192050223754408051,1
batch256,1,word_check_span,2048,55653632,8192,12014852780205081442,15571,32,13,0,19,3328,2192050223754408051,1
batch256,1,exact_top_span,2048,55653632,8192,12014852780205081442,15573,32,13,0,19,3328,2192050223754408051,1
batch256,1,read_flush_span,2048,55653632,8192,12014852780205081442,15571,32,8,0,0,0,2192050223754408051,1
batch256,1,append_scan,2048,55653632,0,12014852780205081442,0,32,32,19,19,8192,2192050223754408051,1
batch256,1,append_flush,2048,55653632,0,12014852780205081442,0,32,8,0,0,0,2192050223754408051,1
batch256,4,eager_atomic,2048,55653632,8192,12014852780205081442,0,0,0,0,0,0,2192050223754408051,1
batch256,4,eager_striped,2048,55653632,8192,12014852780205081442,0,0,0,0,0,0,2192050223754408051,1
batch256,4,scatter_record,2048,55653632,8192,12014852780205081442,65536,2048,13,0,19,3328,2192050223754408051,1
batch256,4,word_or_record,2048,55653632,8192,12014852780205081442,16384,2048,13,0,19,3328,2192050223754408051,1
batch256,4,word_check_record,2048,55653632,8192,12014852780205081442,15573,2048,13,0,19,3328,2192050223754408051,1
batch256,4,word_check_span,2048,55653632,8192,12014852780205081442,15576,32,13,0,19,3328,2192050223754408051,1
batch256,4,exact_top_span,2048,55653632,8192,12014852780205081442,15573,32,13,0,19,3328,2192050223754408051,1
batch256,4,read_flush_span,2048,55653632,8192,12014852780205081442,15573,32,8,0,0,0,2192050223754408051,1
batch256,4,append_scan,2048,55653632,0,12014852780205081442,0,32,32,19,19,8192,2192050223754408051,1
batch256,4,append_flush,2048,55653632,0,12014852780205081442,0,32,8,0,0,0,2192050223754408051,1
batch4096,1,eager_plain,32768,55653632,8192,17260720505915708769,0,0,0,0,0,0,13415603422299201302,1
batch4096,1,eager_atomic,32768,55653632,8192,17260720505915708769,0,0,0,0,0,0,13415603422299201302,1
batch4096,1,eager_striped,32768,55653632,8192,17260720505915708769,0,0,0,0,0,0,13415603422299201302,1
batch4096,1,scatter_record,32768,55653632,8192,17260720505915708769,1048576,32768,24,7,15,98304,13415603422299201302,1
batch4096,1,word_or_record,32768,55653632,8192,17260720505915708769,262144,32768,26,9,15,106496,13415603422299201302,1
batch4096,1,word_check_record,32768,55653632,8192,17260720505915708769,187624,32768,26,9,15,106496,13415603422299201302,1
batch4096,1,word_check_span,32768,55653632,8192,17260720505915708769,187624,512,26,9,15,106496,13415603422299201302,1
batch4096,1,exact_top_span,32768,55653632,8192,17260720505915708769,188494,512,26,9,15,106496,13415603422299201302,1
batch4096,1,read_flush_span,32768,55653632,8192,17260720505915708769,187624,512,8,0,0,0,13415603422299201302,1
batch4096,1,append_scan,32768,55653632,0,17260720505915708769,0,512,32,15,15,131072,13415603422299201302,1
batch4096,1,append_flush,32768,55653632,0,17260720505915708769,0,512,8,0,0,0,13415603422299201302,1
batch4096,4,eager_atomic,32768,55653632,8192,17260720505915708769,0,0,0,0,0,0,13415603422299201302,1
batch4096,4,eager_striped,32768,55653632,8192,17260720505915708769,0,0,0,0,0,0,13415603422299201302,1
batch4096,4,scatter_record,32768,55653632,8192,17260720505915708769,1048576,32768,24,7,15,98304,13415603422299201302,1
batch4096,4,word_or_record,32768,55653632,8192,17260720505915708769,262144,32768,26,9,15,106496,13415603422299201302,1
batch4096,4,word_check_record,32768,55653632,8192,17260720505915708769,187588,32768,26,9,15,106496,13415603422299201302,1
batch4096,4,word_check_span,32768,55653632,8192,17260720505915708769,187404,512,26,9,15,106496,13415603422299201302,1
batch4096,4,exact_top_span,32768,55653632,8192,17260720505915708769,188396,512,26,9,15,106496,13415603422299201302,1
batch4096,4,read_flush_span,32768,55653632,8192,17260720505915708769,187460,512,8,0,0,0,13415603422299201302,1
batch4096,4,append_scan,32768,55653632,0,17260720505915708769,0,512,32,15,15,131072,13415603422299201302,1
batch4096,4,append_flush,32768,55653632,0,17260720505915708769,0,512,8,0,0,0,13415603422299201302,1
hot4096,1,eager_plain,32768,55653632,8192,16039925066027512191,0,0,0,0,0,0,4531844573321199073,1
hot4096,1,eager_atomic,32768,55653632,8192,16039925066027512191,0,0,0,0,0,0,4531844573321199073,1
hot4096,1,eager_striped,32768,55653632,8192,16039925066027512191,0,0,0,0,0,0,4531844573321199073,1
hot4096,1,scatter_record,32768,55653632,8192,16039925066027512191,1048576,32768,11,0,21,45056,4531844573321199073,1
hot4096,1,word_or_record,32768,55653632,8192,16039925066027512191,262144,32768,11,0,21,45056,4531844573321199073,1
hot4096,1,word_check_record,32768,55653632,8192,16039925066027512191,4064,32768,11,0,21,45056,4531844573321199073,1
hot4096,1,word_check_span,32768,55653632,8192,16039925066027512191,4064,512,11,0,21,45056,4531844573321199073,1
hot4096,1,exact_top_span,32768,55653632,8192,16039925066027512191,4064,512,11,0,21,45056,4531844573321199073,1
hot4096,1,read_flush_span,32768,55653632,8192,16039925066027512191,4064,512,8,0,0,0,4531844573321199073,1
hot4096,1,append_scan,32768,55653632,0,16039925066027512191,0,512,32,21,21,131072,4531844573321199073,1
hot4096,1,append_flush,32768,55653632,0,16039925066027512191,0,512,8,0,0,0,4531844573321199073,1
hot4096,4,eager_atomic,32768,55653632,8192,16039925066027512191,0,0,0,0,0,0,4531844573321199073,1
hot4096,4,eager_striped,32768,55653632,8192,16039925066027512191,0,0,0,0,0,0,4531844573321199073,1
hot4096,4,scatter_record,32768,55653632,8192,16039925066027512191,1048576,32768,11,0,21,45056,4531844573321199073,1
hot4096,4,word_or_record,32768,55653632,8192,16039925066027512191,262144,32768,11,0,21,45056,4531844573321199073,1
hot4096,4,word_check_record,32768,55653632,8192,16039925066027512191,4081,32768,11,0,21,45056,4531844573321199073,1
hot4096,4,word_check_span,32768,55653632,8192,16039925066027512191,4090,512,11,0,21,45056,4531844573321199073,1
hot4096,4,exact_top_span,32768,55653632,8192,16039925066027512191,4064,512,11,0,21,45056,4531844573321199073,1
hot4096,4,read_flush_span,32768,55653632,8192,16039925066027512191,4068,512,8,0,0,0,4531844573321199073,1
hot4096,4,append_scan,32768,55653632,0,16039925066027512191,0,512,32,21,21,131072,4531844573321199073,1
hot4096,4,append_flush,32768,55653632,0,16039925066027512191,0,512,8,0,0,0,4531844573321199073,1
hot_roots,1,eager_plain,8192,55653632,8192,13296192339615243068,0,0,0,0,0,0,1013056908084022474,1
hot_roots,1,eager_atomic,8192,55653632,8192,13296192339615243068,0,0,0,0,0,0,1013056908084022474,1
hot_roots,1,eager_striped,8192,55653632,8192,13296192339615243068,0,0,0,0,0,0,1013056908084022474,1
hot_roots,1,scatter_record,8192,55653632,8192,13296192339615243068,262144,8192,512,0,0,524288,1013056908084022474,1
hot_roots,1,word_or_record,8192,55653632,8192,13296192339615243068,65536,8192,512,0,0,524288,1013056908084022474,1
hot_roots,1,word_check_record,8192,55653632,8192,13296192339615243068,4064,8192,512,0,0,524288,1013056908084022474,1
hot_roots,1,word_check_span,8192,55653632,8192,13296192339615243068,4064,128,512,0,0,524288,1013056908084022474,1
hot_roots,1,exact_top_span,8192,55653632,8192,13296192339615243068,4064,128,512,0,0,524288,1013056908084022474,1
hot_roots,1,read_flush_span,8192,55653632,8192,13296192339615243068,4064,128,8,0,0,0,1013056908084022474,1
hot_roots,1,append_scan,8192,55653632,0,13296192339615243068,0,128,512,0,0,524288,1013056908084022474,1
hot_roots,1,append_flush,8192,55653632,0,13296192339615243068,0,128,8,0,0,0,1013056908084022474,1
hot_roots,4,eager_atomic,8192,55653632,8192,13296192339615243068,0,0,0,0,0,0,1013056908084022474,1
hot_roots,4,eager_striped,8192,55653632,8192,13296192339615243068,0,0,0,0,0,0,1013056908084022474,1
hot_roots,4,scatter_record,8192,55653632,8192,13296192339615243068,262144,8192,512,0,0,524288,1013056908084022474,1
hot_roots,4,word_or_record,8192,55653632,8192,13296192339615243068,65536,8192,512,0,0,524288,1013056908084022474,1
hot_roots,4,word_check_record,8192,55653632,8192,13296192339615243068,4080,8192,512,0,0,524288,1013056908084022474,1
hot_roots,4,word_check_span,8192,55653632,8192,13296192339615243068,4115,128,512,0,0,524288,1013056908084022474,1
hot_roots,4,exact_top_span,8192,55653632,8192,13296192339615243068,4074,128,512,0,0,524288,1013056908084022474,1
hot_roots,4,read_flush_span,8192,55653632,8192,13296192339615243068,4139,128,8,0,0,0,1013056908084022474,1
hot_roots,4,append_scan,8192,55653632,0,13296192339615243068,0,128,512,0,0,524288,1013056908084022474,1
hot_roots,4,append_flush,8192,55653632,0,13296192339615243068,0,128,8,0,0,0,1013056908084022474,1
