input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:items_per_iteration,counter:physical_bytes,counter:drawn_bytes,counter:hull_bytes,counter:window_bytes,counter:stride
crossover-avx512,cross/2/unit12/draw1/stride13/compact/update/packet,1,3,"[2475.611376927308,2486.74375332255,2480.5980861244566]",2480.5980861244566,"[2475.6266170452946,2486.7607655461447,2480.882686511111]",2480.882686511111,"[2.4175892352805737,2.428460696604053,2.4224590684809146]",2.4224590684809146,1024.0,12.0,1.0,1.0,14.0,13.0
crossover-avx512,cross/2/unit12/draw1/stride13/compact/update/point,1,3,"[3770.3598382750847,3768.055256064724,3769.9153638811667]",3769.9153638811667,"[3770.3857142908805,3768.081132075731,3770.461185987577]",3770.3857142908805,"[3.6819920295655124,3.6797414610007064,3.681557972540202]",3.681557972540202,1024.0,12.0,1.0,1.0,14.0,13.0
crossover-avx512,cross/2/unit12/draw1/stride13/compact/update/window,1,3,"[2477.9675161521545,2453.787688442002,2450.20746590098]",2453.787688442002,"[2477.9845656891785,2453.8043790328434,2450.532842784269]",2453.8043790328434,"[2.419890152492339,2.3962770394941426,2.3927807284189253]",2.3962770394941426,1024.0,12.0,1.0,1.0,14.0,13.0
crossover-avx512,cross/2/unit12/draw1/stride64/compact/sum/packet,1,3,"[1219.162220495485,1212.3098506431156,1210.622895622958]",1212.3098506431156,"[1219.1696451714174,1212.3164119818662,1210.6303202979702]",1212.3164119818662,"[1.190588105952622,1.1838963385186676,1.1822489215067948]",1.1838963385186676,1024.0,12.0,1.0,1.0,65.0,64.0
crossover-avx512,cross/2/unit12/draw1/stride64/compact/sum/point,1,3,"[2534.20865785199,2532.1037855461545,2534.170621264164]",2534.170621264164,"[2534.2222423425637,2532.1211736967657,2534.1842057557024]",2534.1842057557024,"[2.474813142433584,2.4727576030724165,2.474775997328285]",2.474775997328285,1024.0,12.0,1.0,1.0,65.0,64.0
crossover-avx512,cross/2/unit12/draw1/stride64/compact/update/packet,1,3,"[2480.4322078843725,2481.8817394375546,2479.801308114101]",2480.4322078843725,"[2481.115608987919,2486.55488775169,2479.8163337378846]",2481.115608987919,"[2.4222970780120825,2.4237126361694865,2.421680964955177]",2.4222970780120825,1024.0,12.0,1.0,1.0,65.0,64.0
crossover-avx512,cross/2/unit12/draw1/stride64/compact/update/point,1,3,"[3772.7325424636097,3769.6292801296486,3770.0528444323004]",3770.0528444323004,"[3774.2440010850332,3769.6497708219827,3770.075492044255]",3770.075492044255,"[3.6843091234996193,3.6812785938766095,3.681692230890918]",3.681692230890918,1024.0,12.0,1.0,1.0,65.0,64.0
crossover-avx512,cross/2/unit16/draw1/stride16/compact/sum/packet,1,3,"[1188.2951732674037,1180.126856435741,1179.5124646391482]",1180.126856435741,"[1188.3024222046706,1180.5089285729885,1180.039427158973]",1180.5089285729885,"[1.1604445051439491,1.1524676332380284,1.151867641249168]",1.1524676332380284,1024.0,16.0,1.0,1.0,17.0,16.0
crossover-avx512,cross/2/unit16/draw1/stride16/compact/sum/point,1,3,"[2520.0441520993377,2524.3710578482346,2521.909533249778]",2521.909533249778,"[2520.0596503777156,2531.773472689199,2521.9282753644643]",2521.9282753644643,"[2.4609806172845095,2.4652061111799166,2.462802278564237]",2.462802278564237,1024.0,16.0,1.0,1.0,17.0,16.0
crossover-avx512,cross/2/unit16/draw1/stride16/compact/sum/window,1,3,"[1331.4868018362163,1332.726185921843,1334.9124904361315]",1332.726185921843,"[1331.4948355021022,1332.7343152259248,1338.2020849310907]",1332.7343152259248,"[1.30028007991818,1.3014904159392997,1.3036254789415345]",1.3014904159392997,1024.0,16.0,1.0,1.0,17.0,16.0
