input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item
04-inline,scan_grain/k4/predecessor256/decode/65536,1,5,"[1158.2509862922016,1161.6357572718102,1154.7658976930818,1158.9922433968454,1160.8968405215635]",1158.9922433968454,"[1158.2234536946244,1161.6309595448113,1154.8362253439134,1159.013507187826,1160.8698595786404]",1159.013507187826,"[0.01767350748126528,0.017725154987668003,0.01762032924946719,0.017684818167066123,0.01771388001284124]",0.017684818167066123
04-inline,scan_grain/k4/predecessor256/decode/8192,1,5,"[135.7019126886897,133.40892346629724,134.0995374701498,132.66836267651814,133.31793444911762]",133.40892346629724,"[135.6987439870272,133.4057527527873,134.09641906535063,132.6652865210049,133.31818995707732]",133.4057527527873,"[0.016565174888756064,0.016285268977819487,0.016369572445086647,0.016194868490785906,0.0162741619200583]",0.016285268977819487
04-inline,scan_grain/k4/predecessor256/encode/256,1,5,"[2.9721987415493487,2.987081922632235,2.982643214206041,2.964739521895922,2.9780739355174153]",2.9780739355174153,"[2.9721287780048873,2.987122114451684,2.9825729529439284,2.964749899466351,2.978006481306242]",2.978006481306242,"[0.011610151334177143,0.011668288760282168,0.011650950055492347,0.011581013757405945,0.011633101310614903]",0.011633101310614903
04-inline,scan_grain/k4/predecessor256/encode/65536,1,5,"[887.5288183888218,888.1782529607127,889.2138323178157,888.1454339613066,887.1799702339281]",888.1454339613066,"[887.5066464840968,888.2464859504689,889.2308524032318,888.1240125676512,887.159210309007]",888.1240125676512,"[0.013542615026684902,0.01355252461182728,0.013568326298794795,0.013552023833638101,0.013537292026274537]",0.013552023833638101
04-inline,scan_grain/k4/predecessor256/encode/8192,1,5,"[87.0352881761736,87.06824076614157,87.05245529590769,87.04329500960161,87.08507619023894]",87.05245529590769,"[87.03322193690778,87.0682195675453,87.05603661118987,87.04123500510927,87.08300745689226]",87.05603661118987,"[0.010624424826193064,0.01062844735914814,0.01062652042186373,0.010625402222851759,0.010630502464628775]",0.01062652042186373
04-inline,scan_grain/k6/bound/decode/256,1,5,"[6.91697177534375,6.917607368333767,6.918714543065121,6.917927486674873,6.9164525710590965]",6.917607368333767,"[6.917174615767508,6.917790645970155,6.918554977903385,6.917762289805065,6.916290041832347]",6.917762289805065,"[0.027019420997436528,0.02702190378255378,0.027026228683848127,0.02702315424482372,0.0270173928556996]",0.02702190378255378
04-inline,scan_grain/k6/bound/decode/65536,1,5,"[1562.8999019302041,1561.8136896536485,1561.6929077698005,1561.3432666161555,1561.418200864791]",1561.6929077698005,"[1562.9293897369432,1561.7740159572238,1561.655819550897,1561.3064904373778,1561.3815807051853]",1561.655819550897,"[0.02384795992935492,0.02383138564534986,0.023829542660061657,0.023824207559450618,0.023825350965344102]",0.023829542660061657
04-inline,scan_grain/k6/bound/decode/8192,1,5,"[158.3279543893266,158.50700068696227,158.2037724166597,158.42303989803992,158.32097404006103]",158.3279543893266,"[158.32429360409077,158.50723796018187,158.20007773509425,158.42245236448687,158.31729743661577]",158.32429360409077,"[0.019327142869790842,0.0193489991072952,0.019311983937580532,0.0193387499875537,0.019326290776374638]",0.019327142869790842
04-inline,scan_grain/k6/bound/encode/256,1,5,"[9.24242900826127,9.247024937226328,9.240410896534476,9.235586195375728,9.244753074712808]",9.24242900826127,"[9.242536984506863,9.24680634149592,9.240197719447918,9.235363106146597,9.244774749257692]",9.242536984506863,"[0.036103238313520594,0.036121191161040345,0.036095355064587796,0.036076508575686436,0.036112316698096905]",0.036103238313520594
04-inline,scan_grain/k6/bound/encode/65536,1,5,"[1406.7743571169663,1406.8570365004564,1407.417461467267,1407.1646142701857,1406.4897380176471]",1406.8570365004564,"[1406.7406937902265,1406.8236347549325,1407.384180449992,1407.172079358369,1406.4571612531936]",1406.8236347549325,"[0.021465673173781834,0.021466934761054327,0.02147548616740825,0.02147162802536294,0.02146133023098216]",0.021466934761054327
04-inline,scan_grain/k6/bound/encode/8192,1,5,"[174.45945021440883,174.5785613365377,174.61109486156215,174.53222368192715,175.29111370002408]",174.5785613365377,"[174.45534293454165,174.57453833366478,174.60706690127415,174.54308306274135,175.29388245793842]",174.57453833366478,"[0.02129631960625108,0.021310859538151573,0.021314830915718033,0.021305203086172744,0.021397841027834975]",0.021310859538151573
04-inline,scan_grain/k6/native/decode/256,1,5,"[5.745690079928411,5.744131354664898,5.745299434511817,5.742483357774886,5.744822881565073]",5.744822881565073,"[5.745552562238184,5.743997775435078,5.7451646245069705,5.742346906752024,5.744852912278366]",5.744852912278366,"[0.022444101874720353,0.022438013104159757,0.022442575916061785,0.02243157561630815,0.022440714381113565]",0.022440714381113565
04-inline,scan_grain/k6/native/decode/65536,1,5,"[1558.010540594641,1558.4848228780088,1557.8863661633627,1557.964419933757,1557.7911894861213]",1557.964419933757,"[1557.9734261378676,1558.4988102920465,1557.8495185578984,1557.9650870595412,1557.7545864913418]",1557.9650870595412,"[0.02377335419608522,0.023780591169403214,0.023771459444631386,0.02377265045064937,0.023770007163789693]",0.02377265045064937
04-inline,scan_grain/k6/native/decode/8192,1,5,"[156.73419182749433,156.89777643287968,157.68281666778978,156.95553762356116,156.97978616098254]",156.95553762356116,"[156.7305762892826,156.89887700893647,157.7068186401528,156.95183242560836,156.9760697553182]",156.95183242560836,"[0.019132591775817182,0.019152560599716758,0.019248390706517307,0.019159611526313618,0.019162571552854314]",0.019159611526313618
04-inline,scan_grain/k6/native/encode/256,1,5,"[5.581195071331586,5.5812937710879105,5.581783838916279,5.580648352874911,5.5813604752078145]",5.5812937710879105,"[5.581060386457089,5.5811631554856405,5.5817781738542696,5.580516700004698,5.581225471170712]",5.5811631554856405,"[0.021801543247389008,0.02180192879331215,0.021803843120766712,0.02179940762841762,0.021802189356280526]",0.02180192879331215
04-inline,scan_grain/k6/native/encode/65536,1,5,"[1225.9540316503433,1225.9768493366992,1225.9267976376082,1225.4374266135956,1225.7297103100168]",1225.9267976376082,"[1225.9997371228258,1225.9862603183658,1225.8980915165469,1225.4083174145321,1225.7008289380183]",1225.8980915165469,"[0.018706573969274037,0.018706922139537036,0.018706158411218383,0.01869869120198968,0.018703151097259778]",0.018706158411218383
04-inline,scan_grain/k6/native/encode/8192,1,5,"[150.46566924172018,152.02809739561232,151.7531362386873,151.31825678802943,151.41704966480958]",151.41704966480958,"[150.46209893847438,152.04548605434647,151.7495333399179,151.31476906012202,151.41347936152906]",151.41347936152906,"[0.01836739126485842,0.018558117357862832,0.018524552763511636,0.01847146689307,0.018483526570411326]",0.018483526570411326
04-inline,scan_grain/k6/predecessor256/decode/256,1,5,"[6.203545392917769,6.20708647829234,6.205468390597726,6.2037622830618995,6.206162670456041]",6.205468390597726,"[6.203397565871896,6.206939630221486,6.205442936942151,6.20362219890618,6.206131075878919]",6.205442936942151,"[0.024232599191085037,0.024246431555829454,0.02424011090077237,0.024233446418210545,0.024242822931468913]",0.02424011090077237
04-inline,scan_grain/k6/predecessor256/decode/65536,1,5,"[1491.427631299606,1491.0354519594139,1491.1090519254662,1490.5799261240454,1490.8592535982857]",1491.0354519594139,"[1491.4354010106235,1491.0004670315489,1491.0745127995515,1490.544665223537,1490.8587016518306]",1491.0004670315489,"[0.02275737962798471,0.022751395446158045,0.022752518492515045,0.022744444673523642,0.022748706872532436]",0.022751395446158045
04-inline,scan_grain/k6/predecessor256/decode/8192,1,5,"[183.57761862647845,183.45170043747495,183.59837973593963,183.58094103382805,183.47092106264455]",183.57761862647845,"[183.57973121575918,183.4474437671823,183.59410207083482,183.57659251159058,183.4666538950367]",183.57659251159058,"[0.022409377273740042,0.022394006401058954,0.022411911588859818,0.022409782841043464,0.022396352668779852]",0.022409377273740042
04-inline,scan_grain/k6/predecessor256/encode/256,1,5,"[5.23531906888488,5.235357398045484,5.236774751899265,5.237565337717347,5.236020695046359]",5.236020695046359,"[5.235194930409237,5.235231384364533,5.236650388399177,5.238365299554771,5.235895581465587]",5.235895581465587,"[0.02045046511283156,0.02045061483611517,0.020456151374606504,0.020459239600458385,0.02045320584002484]",0.02045320584002484
04-inline,scan_grain/k6/predecessor256/encode/65536,1,5,"[1311.9610428584806,1311.3427740786085,1311.9928350370405,1312.338441339182,1312.446947388185]",1311.9928350370405,"[1311.930244772655,1311.3119384787522,1311.9619431685364,1312.3072306101442,1312.4415080181184]",1311.9619431685364,"[0.02001893681119508,0.02000950277829908,0.02001942192134156,0.020024695455004612,0.02002635112591835]",0.02001942192134156
04-inline,scan_grain/k6/predecessor256/encode/8192,1,5,"[160.66392303358788,160.65710512463065,160.36932379642062,160.77410626056164,160.69084603947135]",160.66392303358788,"[160.6601042655348,160.6533394595596,160.3655234990106,160.7743348324671,160.69076292237716]",160.6601042655348,"[0.01961229529218602,0.01961146302790901,0.019576333471242748,0.019625745393134966,0.019615581791927655]",0.01961229529218602
05-candidate,bulk/series/neon/local/k4/h0/u8/decode,1,5,"[1419.0286444079866,1418.95021184292,1418.9312777473754,1419.0727969348777,1418.98465405748]",1418.98465405748,"[1418.9923574377563,1418.9163169745727,1418.8974842379228,1419.0837235706895,1418.978673802899]",1418.978673802899,"[0.17322127006933427,0.17321169578160645,0.1732093844906464,0.17322665978208956,0.17321590015350097]",0.17321590015350097
05-candidate,bulk/series/neon/local/k4/h0/u8/encode,1,5,"[1382.4252943965666,1382.564352327521,1382.8438907769003,1381.684857346081,1381.4251165731305]",1382.4252943965666,"[1382.3927527082978,1382.529676756484,1382.8663953206124,1381.6526910611308,1381.3916660075959]",1382.3927527082978,"[0.1687530876948934,0.1687700625399806,0.1688041858858521,0.16866270231275404,0.168630995675431]",0.1687530876948934
05-candidate,bulk/series/neon/striped/k4/h0/u8/decode,1,5,"[139.5604173707341,131.22601174383274,130.80815520445887,129.98712402839126,129.89400980060648]",130.80815520445887,"[139.56271966886317,131.22290469760642,130.8093823927021,129.9840592262336,129.8909217642086]",130.8093823927021,"[0.017036183761075938,0.016018800261698333,0.015967792383356796,0.015867568851121984,0.015856202368238093]",0.015967792383356796
05-candidate,bulk/series/neon/striped/k4/h0/u8/encode,1,5,"[93.66897758126724,93.80502865391072,93.66024457775741,93.68440320451568,93.67643752481803]",93.67643752481803,"[93.66675341536738,93.82275356552834,93.65802041194571,93.682220624417,93.6741959197273]",93.6741959197273,"[0.011434201364900788,0.011450809161854337,0.011433135324433276,0.011436084375551232,0.011435112002541265]",0.011435112002541265
05-candidate,bulk/series/neon/striped/k6/h0/u8/decode,1,5,"[160.7839274795373,159.36722576949558,158.99170097129246,158.90660126246718,159.12860425839216]",159.12860425839216,"[160.80616278452487,159.370198963043,158.98797538703963,158.90278930106567,159.1368032712739]",159.1368032712739,"[0.019626944272404457,0.019454007051940374,0.019408166622472224,0.019397778474422263,0.01942487844951076]",0.01942487844951076
05-candidate,bulk/series/neon/striped/k6/h0/u8/encode,1,5,"[174.50926315367852,174.2788134150518,174.1965966672671,174.3341269602865,174.2011631516748]",174.2788134150518,"[174.509591119248,174.2793016083266,174.19250335454475,174.32997606581108,174.19696969676443]",174.2793016083266,"[0.021302400287314276,0.021274269215704567,0.021264232991609754,0.02128102135745685,0.021264790423788423]",0.021274269215704567
05-candidate,scan_grain/k4/bound/decode/256,1,5,"[4.881211096730779,4.88067711182799,4.880793380484333,4.879016778676092,4.872868698580587]",4.88067711182799,"[4.881094688575549,4.88056091292162,4.880678227782951,4.878902044457415,4.872754592086194]",4.88056091292162,"[0.019067230846604607,0.019065144968078082,0.01906559914251692,0.019058659291703483,0.019034643353830417]",0.019065144968078082
05-candidate,scan_grain/k4/bound/decode/65536,1,5,"[1196.0633539516532,1183.5145161012433,1187.2138734299365,1190.7166560416263,1191.029152811043]",1190.7166560416263,"[1196.0351487808014,1183.4866555248166,1187.1861162321202,1190.8778579911814,1191.0007236517695]",1190.8778579911814,"[0.018250478423334552,0.018058998353595628,0.018115446066740978,0.01816889428774454,0.01817366261003179]",0.01816889428774454
05-candidate,scan_grain/k4/bound/decode/8192,1,5,"[135.19055984915394,137.8159346862461,136.6998530361308,136.6412754562415,136.8975471690639]",136.6998530361308,"[135.18732545558595,137.81266067989415,136.69664241030617,136.64185182397793,136.8942751434782]",136.69664241030617,"[0.016502753887836175,0.01682323421462965,0.01668699377882456,0.01667984319534198,0.01671112636341112]",0.01668699377882456
05-candidate,scan_grain/k4/bound/encode/256,1,5,"[6.985684910431831,6.985300616080936,6.998127727522405,6.98474782420698,6.9850217201807]",6.985300616080936,"[6.9855163129097875,6.985134118534082,6.997939230301521,6.984933621475812,6.984854422636323]",6.985134118534082,"[0.02728783168137434,0.027286330531566157,0.027336436435634392,0.02728417118830851,0.027285241094455858]",0.027286330531566157
05-candidate,scan_grain/k4/bound/encode/65536,1,5,"[926.7366274280532,925.256131586636,925.67366407143,925.9804692689922,924.8709377408114]",925.67366407143,"[926.7145856041031,925.2641564580318,925.8316238402746,925.9588791747389,924.8491882126253]",925.8316238402746,"[0.014140878714417316,0.014118288140665224,0.014124659180777436,0.014129340656570318,0.01411241054902361]",0.014124659180777436
05-candidate,scan_grain/k4/bound/encode/8192,1,5,"[92.61291855074892,92.6285655303287,92.68477105838109,92.60532267263737,92.62602871877124]",92.62602871877124,"[92.61074829981499,92.62637013637556,92.68256243104015,92.60311933865194,92.62710590425148]",92.62637013637556,"[0.011305287909026967,0.011307197940713953,0.011314058967087535,0.011304360677812177,0.011306888271334378]",0.011306888271334378
05-candidate,scan_grain/k4/native/decode/256,1,5,"[4.838298335718439,4.841126943126309,4.846560897872622,4.858296771581802,4.847516766845044]",4.846560897872622,"[4.838430366031473,4.841012576896816,4.846602529676258,4.8581810891961466,4.847401015190894]",4.846602529676258,"[0.01889960287390015,0.018910652121587143,0.01893187850731493,0.018977721763991418,0.018935612370488453]",0.01893187850731493
05-candidate,scan_grain/k4/native/decode/65536,1,5,"[1177.0133952702745,1183.8085135135104,1179.3376520270251,1186.0644932432483,1186.6873986486426]",1183.8085135135104,"[1177.163716215853,1183.7805574332592,1179.3099999988654,1186.0369594606445,1186.6588175677548]",1183.7805574332592,"[0.017959799122166054,0.018063484398094336,0.017995264465744402,0.018097907916919682,0.018107412699106488]",0.018063484398094336
05-candidate,scan_grain/k4/native/decode/8192,1,5,"[135.11990827535965,131.57619187803095,130.95648696177676,134.85563827644452,129.70574131172387]",131.57619187803095,"[135.1167687980326,131.57721061040687,130.95342882811227,134.85249105215925,129.70270835608937]",131.57721061040687,"[0.01649412942814449,0.0160615468601112,0.015985899287326265,0.016461869906792544,0.015833220374966293]",0.0160615468601112
05-candidate,scan_grain/k4/native/encode/256,1,5,"[3.0706061743271964,3.074705822391254,3.070079897754984,3.0667664229589398,3.0656203893579406]",3.070079897754984,"[3.070707890176184,3.0746338941305504,3.070006742946268,3.0666945385061597,3.0655476725970296]",3.070006742946268,"[0.011994555368465614,0.012010569618715838,0.011992499600605406,0.011979556339683357,0.011975079645929454]",0.011992499600605406
05-candidate,scan_grain/k4/native/encode/65536,1,5,"[888.0840686647309,887.8758430954939,887.7341523403833,887.8568639383308,887.8726228510634]",887.8726228510634,"[888.0632131448515,887.8547340125555,887.7136264503647,887.8361732338773,887.851830721749]",887.851830721749,"[0.013551087473521895,0.01354791020348349,0.013545748174139149,0.013547620604527752,0.013547861066452995]",0.013547861066452995
05-candidate,scan_grain/k4/native/encode/8192,1,5,"[86.9625553746759,86.95054001544845,86.9342149473503,86.92222686476133,87.27781876161521]",86.95054001544845,"[86.9631653795158,86.95012962604706,86.93365577628235,86.9201811168945,87.30282028053871]",86.95012962604706,"[0.010615546310385244,0.01061407959172955,0.010612086785565222,0.010610623396577312,0.01065403061054873]",0.01061407959172955
05-candidate,scan_grain/k4/predecessor256/decode/256,1,5,"[4.036669677221403,4.0330415313303165,4.0840529899221485,4.049756463912863,4.0263994805118255]",4.036669677221403,"[4.036576102801816,4.032948245723609,4.083956758453171,4.049767207644149,4.026308158809074]",4.036576102801816,"[0.01576824092664611,0.01575406848175905,0.015953331991883393,0.015819361187159618,0.01572812297074932]",0.01576824092664611
05-candidate,scan_grain/k4/predecessor256/decode/65536,1,5,"[1154.4647629417075,1157.815170411433,1160.6728529479637,1163.4212445148428,1160.4741495925239]",1160.4741495925239,"[1154.4379887157434,1157.788066251435,1160.6993302322544,1163.4149757481428,1160.4466330134453]",1160.4466330134453,"[0.017615734297816578,0.017666857458670544,0.017710462233703064,0.017752399360883225,0.017707430261116392]",0.017707430261116392
05-candidate,scan_grain/k4/predecessor256/decode/8192,1,5,"[134.49003523544093,130.11906435844085,134.52843442155174,135.33555553717497,138.0650366829069]",134.52843442155174,"[134.48688389671665,130.11598125737672,134.54326680517906,135.33233596070056,138.0617447334159]",134.54326680517906,"[0.016417240629326285,0.015883674848442487,0.016421928029974577,0.016520453556784054,0.01685364217320641]",0.016421928029974577
05-candidate,scan_grain/k4/predecessor256/encode/256,1,5,"[2.9744069163166476,2.9690058863836737,2.9783333583903753,2.9792589206858477,2.972834925504621]",2.9744069163166476,"[2.9743362171909555,2.968934931714978,2.978263340700134,2.9792553857292834,2.9728206153219596]",2.9743362171909555,"[0.011618777016861905,0.011597679243686224,0.011634114681212405,0.011637730158929094,0.011612636427752426]",0.011618777016861905
05-candidate,scan_grain/k4/predecessor256/encode/65536,1,5,"[887.70610056661,887.8704931778292,887.6195848260763,887.9466930914377,887.2538811393158]",887.70610056661,"[887.7165180264597,887.8495566231398,887.6179459819227,887.9260360296078,887.2328683599975]",887.7165180264597,"[0.013545320138040313,0.01354782857021834,0.013544000012604925,0.013548991288626674,0.013538419817189265]",0.013545320138040313
05-candidate,scan_grain/k4/predecessor256/encode/8192,1,5,"[87.03462648964562,87.28966119346171,87.0387522839661,87.06578821005644,87.04103344412792]",87.04103344412792,"[87.03258230064607,87.29949051183749,87.03668190344088,87.06373653795279,87.03899549131101]",87.03899549131101,"[0.010624344053911817,0.010655476219904996,0.010624847690913831,0.010628147974860405,0.010625126152847648]",0.010625126152847648
05-candidate,scan_grain/k6/bound/decode/256,1,5,"[6.91644293089697,6.918452376775121,6.9194804262872385,6.917618352952249,6.921278153863845]",6.918452376775121,"[6.916621537332429,6.91828731161799,6.91931664607136,6.917452991273057,6.921114867862348]",6.91828731161799,"[0.02701735519881629,0.02702520459677782,0.027029220415184522,0.027021946691219722,0.027036242788530642]",0.02702520459677782
05-candidate,scan_grain/k6/bound/decode/65536,1,5,"[1559.5655580784542,1558.618382974946,1559.2126574952047,1558.6921107697615,1558.564890254233]",1558.6921107697615,"[1559.5885312328323,1558.582031074238,1559.176594986206,1558.6565602595783,1558.5278037509252]",1558.6565602595783,"[0.02379708187985922,0.02378262913474954,0.023791697044299384,0.023783754131618675,0.0237818129006078]",0.023783754131618675
05-candidate,scan_grain/k6/bound/decode/8192,1,5,"[159.02780496424967,158.3508776699384,158.17142883034805,158.3951802916199,158.4108963379824]",158.3951802916199,"[159.03198941547066,158.34688805498553,158.1677427978299,158.39139910664508,158.4164740958503]",158.39139910664508,"[0.019412573848175005,0.019329941121818656,0.019308035745892096,0.019335349156691887,0.019337267619382616]",0.019335349156691887
05-candidate,scan_grain/k6/bound/encode/256,1,5,"[9.280908712305235,9.274390808575724,9.27296625739929,9.259716661427722,9.273872609563913]",9.273872609563913,"[9.280960439599577,9.27416947925547,9.272747177093096,9.260658997794382,9.27399868657773]",9.27399868657773,"[0.03625354965744233,0.03622808909599892,0.03622252444296598,0.03617076820870204,0.036226064881109035]",0.036226064881109035
05-candidate,scan_grain/k6/bound/encode/65536,1,5,"[1407.3714687845631,1407.7368854931015,1406.9551824670677,1407.0931537147023,1407.2398713179598]",1407.2398713179598,"[1407.3384135915937,1407.7025032681388,1406.9634663728766,1407.0601789485343,1407.2074394306937]",1407.2074394306937,"[0.021474784374764456,0.02148036019123995,0.021468432349656185,0.021470537623820528,0.021472776356780396]",0.021472776356780396
05-candidate,scan_grain/k6/bound/encode/8192,1,5,"[174.23532187679484,174.37113875759485,174.2901746795395,174.41114640743234,174.26490538295232]",174.2901746795395,"[174.23118152724518,174.3670257289616,174.2861759014381,174.40710292247908,174.26077248446742]",174.2861759014381,"[0.021268960190038433,0.021285539399120465,0.021275656088810973,0.021290423145438515,0.021272571457879922]",0.021275656088810973
05-candidate,scan_grain/k6/native/decode/256,1,5,"[5.74604939698906,5.748061202533017,5.744660906386309,5.751069900553607,5.743459204551341]",5.74604939698906,"[5.745913954563178,5.747925924674074,5.745123681726512,5.751180657244659,5.743325407844243]",5.745913954563178,"[0.022445505456988514,0.0224533640723946,0.022440081665571515,0.022465116799037524,0.02243538751777868]",0.022445505456988514
05-candidate,scan_grain/k6/native/decode/65536,1,5,"[1558.722332345929,1557.1917860085987,1557.3761108265423,1557.999510011369,1558.001625871388]",1557.999510011369,"[1558.6858504650338,1557.1554377582502,1557.339807123033,1558.00654803113,1557.9652330786712]",1557.9652330786712,"[0.023784215276274553,0.023760860992562843,0.023763673566078836,0.02377318588274184,0.02377321816820355]",0.02377318588274184
05-candidate,scan_grain/k6/native/decode/8192,1,5,"[156.87574686999224,157.05659602357696,157.02416918429066,157.02039836058913,157.0866795652794]",157.02416918429066,"[156.87208378406385,157.05291722602934,157.02500415244893,157.016739763713,157.0829738331071]",157.02500415244893,"[0.01914987144409085,0.019171947756784297,0.01916798940237923,0.019167529096751602,0.01917562006412102]",0.01916798940237923
05-candidate,scan_grain/k6/native/encode/256,1,5,"[5.58200112065215,5.583767953413159,5.583443826811133,5.581240068839847,5.58126278799423]",5.58200112065215,"[5.581976010004947,5.584357296247666,5.583308627910308,5.5811087760486275,5.581133567828212]",5.581976010004947,"[0.02180469187754746,0.02181159356802015,0.02181032744848099,0.021801719018905652,0.02180180776560246]",0.02180469187754746
05-candidate,scan_grain/k6/native/encode/65536,1,5,"[1225.8660324801672,1225.7156847287342,1225.0759972670328,1225.9155585922042,1225.7819589705762]",1225.7819589705762,"[1225.8698691320744,1225.686936107748,1225.0470909742967,1225.886617262066,1225.7528950078024]",1225.7528950078024,"[0.01870523120849864,0.018702937083873508,0.01869317622782948,0.018705986916995303,0.018703948348550055]",0.018703948348550055
05-candidate,scan_grain/k6/native/encode/8192,1,5,"[151.46792871070892,151.37347278283798,151.69862336270748,151.58752502434632,151.61630708966752]",151.58752502434632,"[151.46937540536115,151.36993738216077,151.69756491161294,151.58405686131317,151.61275650628693]",151.58405686131317,"[0.01848973739144396,0.01847820712681128,0.0185178983597055,0.018504336550823525,0.01850784998653168]",0.018504336550823525
05-candidate,scan_grain/k6/predecessor256/decode/256,1,5,"[6.210820362442111,6.211697104332613,6.210221228704416,6.195628501734425,6.198517590314814]",6.210221228704416,"[6.210911589293767,6.211549641741575,6.210074123162049,6.195484966710468,6.198619350218212]",6.210074123162049,"[0.024261017040789496,0.024264441813799265,0.024258676674626625,0.0242016738349001,0.02421295933716724]",0.024258676674626625
05-candidate,scan_grain/k6/predecessor256/decode/65536,1,5,"[1487.3248526878053,1492.4363419770984,1485.7276266246993,1491.505860579866,1489.9583058563196]",1489.9583058563196,"[1487.334552955595,1492.4019017637713,1485.7266693614574,1491.6897828078543,1489.9664106878668]",1489.9664106878668,"[0.02269477619457711,0.02277277133143766,0.02267040445899505,0.022758573312070714,0.02273495950098144]",0.02273495950098144
05-candidate,scan_grain/k6/predecessor256/decode/8192,1,5,"[183.54739871050245,183.51146015308484,183.5282083969428,183.58501602690586,183.57472838204416]",183.54739871050245,"[183.55184742206288,183.50716882525217,183.52395903825578,183.58073519134564,183.57041606974113]",183.55184742206288,"[0.02240568831915313,0.022401301288218368,0.022403345751579932,0.02241028027672191,0.02240902446069875]",0.02240568831915313
05-candidate,scan_grain/k6/predecessor256/encode/256,1,5,"[5.236193354993628,5.235173276410695,5.235291740528978,5.236242671389154,5.236245066115421]",5.236193354993628,"[5.236068305379376,5.235049798335862,5.235170806847363,5.23611911847739,5.236228003687419]",5.236068305379376,"[0.02045388029294386,0.020449895610979277,0.020450358361441323,0.020454072935113882,0.02045408228951336]",0.02045388029294386
05-candidate,scan_grain/k6/predecessor256/encode/65536,1,5,"[1311.2967814581964,1311.8427324763074,1311.9559350661532,1311.9570423196265,1311.9887960964807]",1311.9559350661532,"[1311.2658534292786,1311.8116918463013,1312.1916674482939,1311.924875666971,1311.957943134566]",1311.924875666971,"[0.020008800986605783,0.020017131538029594,0.02001885887246938,0.02001887576781657,0.020019360291999518]",0.02001885887246938
05-candidate,scan_grain/k6/predecessor256/encode/8192,1,5,"[160.07852347773309,160.0793597767429,159.2787557325126,159.74159951276408,160.51260357153998]",160.07852347773309,"[160.07476013226574,160.0756168842261,159.27496511641493,159.74126999279767,160.50890840263634]",160.07476013226574,"[0.019540835385465468,0.019540937472746937,0.01944320748687898,0.01949970697177296,0.019593823678166502]",0.019540835385465468
06-before,bulk/series/neon/local/k4/h0/u8/decode,1,5,"[1419.1623189581667,1418.9739746034088,1419.6535356403833,1419.0032252829917,1418.9668749239338]",1419.0032252829917,"[1419.1291938817362,1418.941214653455,1419.9459004435462,1418.9696336578127,1418.9339729808466]",1418.9696336578127,"[0.1732375877634481,0.17321459650920518,0.17329755073735148,0.17321816714880267,0.173213729849113]",0.17321816714880267
06-before,bulk/series/neon/local/k4/h0/u8/encode,1,5,"[1381.4404465520663,1381.052479747102,1382.386208259221,1382.1147599288552,1382.2372653625562]",1382.1147599288552,"[1381.408199960378,1381.0199170122976,1382.3943884610528,1382.082770203911,1382.2062043075966]",1382.082770203911,"[0.16863286701075028,0.16858550778162867,0.1687483164378932,0.16871518065537783,0.16873013493195266]",0.16871518065537783
06-before,bulk/series/neon/striped/k4/h0/u8/decode,1,5,"[143.7778151767206,143.7685785556748,143.55641297793784,144.10363682919558,143.8078935630704]",143.7778151767206,"[143.7744121022697,143.76523330056276,143.55642949773951,144.10022962495745,143.80728852606651]",143.7744121022697,"[0.017551002829189526,0.01754987531197202,0.017523976193595928,0.017590775980126414,0.017554674507210738]",0.017551002829189526
06-before,bulk/series/neon/striped/k4/h0/u8/encode,1,5,"[115.65088346523564,115.56180700099387,115.80163398305633,115.74113359267926,115.6161918101022]",115.65088346523564,"[115.64816862810225,115.55909385755457,115.80139518572882,115.73841536837428,115.61355149133664]",115.64816862810225,"[0.014117539485502397,0.014106665893676009,0.014135941648322306,0.014128556346762607,0.014113304664319115]",0.014117539485502397
06-before,bulk/series/neon/striped/k6/h0/u8/decode,1,5,"[158.8610749151119,158.65301481902117,158.7604992612902,159.01195842474112,159.06079592447347]",158.8610749151119,"[158.8574013813708,158.65393850437746,158.75683279661527,159.00826839666155,159.05713888507918]",158.8574013813708,"[0.01939222105897362,0.019366823098025048,0.019379943757481713,0.019410639456145157,0.019416601064999206]",0.01939222105897362
06-before,bulk/series/neon/striped/k6/h0/u8/encode,1,5,"[175.19412402617783,175.3555400436282,174.82324462449301,175.16533748831628,174.72725708943793]",175.16533748831628,"[175.2061477094516,175.35728513559084,174.81916360246407,175.16126145229566,174.7289124337595]",175.16126145229566,"[0.021386001468039286,0.02140570557173196,0.021340728103575804,0.02138248748636673,0.021329010875175528]",0.02138248748636673
06-before,scan_grain/k4/bound/decode/256,1,5,"[5.084637561340759,5.088155942734064,5.0867405576442515,5.082095272149762,5.093318717159039]",5.0867405576442515,"[5.085179059761178,5.088033398886984,5.086617206140283,5.081977794525241,5.0931984494430775]",5.086617206140283,"[0.01986186547398734,0.01987560915130494,0.01987008030329786,0.019851934656835008,0.019895776238902492]",0.01987008030329786
06-before,scan_grain/k4/bound/decode/65536,1,5,"[1191.6208962256203,1193.7645178117696,1201.6958958049374,1193.3617547579372,1186.066653204771]",1193.3617547579372,"[1191.5934003063269,1193.736870445839,1201.667676308994,1193.3339896006955,1186.03875342914]",1193.3339896006955,"[0.018182691897973943,0.018215400967586816,0.01833642419135952,0.018209255291106223,0.01809794087531694]",0.018209255291106223
