input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:metadata_bytes,counter:selected_blocks,counter:original_blocks,counter:body_bytes,counter:issued_bytes,counter:blocks_per_call,counter:output_body_bytes
zen5,codec/terminal/spike_pair_materialized,1,5,"[59.60787592349216,59.561458137828836,59.56427340511044,59.531949018067316,59.53953317749726]",59.561458137828836,"[59.60836219667991,59.56195294313802,59.56469142956685,59.53235851195182,59.53995120172826]",59.56195294313802,,,,,,,,2.0,
zen5,count/census-income/direct4/cp16/point/cps/crossing15,1,5,"[66.10247999322175,66.04855357301098,66.22906239094456,66.07193959791147,66.15723590571996]",66.10247999322175,"[66.10295129585872,66.04911913526446,66.4798989530594,66.0724957344846,66.15780146850925]",66.10295129585872,,,1024.0,2.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/cps/last,1,5,"[56.13991937426121,56.079298043515664,56.086728735675074,56.11472380858524,56.0972148902691]",56.0972148902691,"[56.21919342173954,56.07976996069625,56.08728863700824,56.11529170785773,56.09768680699502]",56.09768680699502,,,1024.0,1.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/cps/masked25,1,5,"[1625.6597125624328,1623.6566991192803,1628.8653222079822,1628.7702827984765,1626.464070469247]",1626.464070469247,"[1626.5611960941544,1623.6682893033033,1630.3280018531339,1628.779786747333,1626.47542883582]",1626.5611960941544,,,1024.0,62.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/cps/range37,1,5,"[1023.0324656334925,1022.8890026306165,1021.7775665397509,1022.2544603667693,1022.1914302425407]",1022.2544603667693,"[1023.0410938875623,1023.5178414870054,1021.7863410213959,1022.2616262203936,1022.2002047366549]",1022.2616262203936,,,1024.0,37.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/cps/scan,1,5,"[6441.451465200683,6438.0448717985255,6438.293040287947,6447.449633694118,6447.815934064699]",6441.451465200683,"[6441.497252756765,6438.090659354609,6438.337912089785,6454.6575091855375,6447.861721568727]",6441.497252756765,,,1024.0,256.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/cps/sparse17,1,5,"[422.85226379730506,422.4037961675383,422.7585685783329,423.2403433478939,423.85637429675467]",422.85226379730506,"[422.85468173948726,422.4073626273392,422.7609865222332,423.2434262220072,424.3356706702314]",422.85468173948726,,,1024.0,16.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/inline/crossing15,1,5,"[63.32873492837937,63.435620829783964,63.28721421309684,63.39617119752939,63.37024663904765]",63.37024663904765,"[63.32926620688948,63.436161111628664,63.28775449609322,63.44552600973323,63.37078692127625]",63.37078692127625,,,1024.0,2.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/inline/last,1,5,"[56.60065913061599,56.626732849688906,56.57653689182813,56.46778033303209,56.59636749368755]",56.59636749368755,"[56.601144975776236,56.627299669541166,56.57701464068139,56.46826617853754,56.62608505525969]",56.601144975776236,,,1024.0,1.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/inline/masked25,1,5,"[1115.2616020346627,1115.5141449474295,1112.578671327792,1112.2816274622685,1112.7884615391304]",1112.7884615391304,"[1116.4518436019027,1119.1568658480794,1112.5866179239174,1112.2894151258388,1112.7964081375144]",1112.7964081375144,,,1024.0,62.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/inline/range37,1,5,"[718.5659144290934,719.1887062180743,719.8687838256551,719.8351884001112,719.6554681914401]",719.6554681914401,"[718.5720412534326,719.193811912763,719.8738895130881,719.841315221548,719.6615950215838]",719.6615950215838,,,1024.0,37.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/inline/scan,1,5,"[4339.538699696981,4328.715170278402,4332.660061917897,4329.489783281795,4332.882352946962]",4332.660061917897,"[4374.437151668912,4328.746130081681,4339.043343636442,4329.520123870178,4332.9133126710485]",4332.9133126710485,,,1024.0,256.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/inline/sparse17,1,5,"[311.793720971754,312.9892372277906,313.7944801715294,312.5770364416432,312.0692658094649]",312.5770364416432,"[311.79595391005336,313.44431046876014,313.79671311236734,312.5792693818465,312.0714987477643]",312.5792693818465,,,1024.0,16.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/materialized/crossing15,1,5,"[64.83894009210425,64.847695852477,64.8239262673852,64.78014746539046,64.84078341009814]",64.83894009210425,"[64.83950230390312,64.84824884739056,64.82447926308461,64.78069124459748,64.89009216607455]",64.83950230390312,,,1024.0,2.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/materialized/last,1,5,"[56.64400454588723,56.67238391540302,56.5585682160209,56.55590840582031,56.47426835066399]",56.5585682160209,"[56.64448814790849,56.99800917245651,56.559051818156696,56.55640006847468,56.47474389182305]",56.559051818156696,,,1024.0,1.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/materialized/masked25,1,5,"[1135.467783924311,1134.5616661248682,1134.5452326702782,1133.7707451994127,1133.5089489077134]",1134.5452326702782,"[1135.4759192964282,1136.4358932663615,1134.5533680516444,1134.3011715044538,1133.5169215740991]",1134.5533680516444,,,1024.0,62.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/materialized/range37,1,5,"[738.0939080940948,736.4001897128845,735.5033726811552,736.3127107931423,738.3025927476883]",736.4001897128845,"[739.67284991156,736.4054595330653,735.5085371001694,736.3190345665752,738.3089165316056]",736.4054595330653,,,1024.0,37.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/materialized/scan,1,5,"[4397.459170849789,4405.1105527608715,4408.163316582614,4406.893844220654,4406.472989954644]",4406.472989954644,"[4397.490577865247,4416.052135668028,4408.194095446159,4406.9258793523195,4406.504396970103]",4406.9258793523195,,,1024.0,256.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/materialized/sparse17,1,5,"[316.53975084937224,316.51714609243845,316.33272933174885,316.5157417896162,315.945458663556]",316.5157417896162,"[316.5420158549002,316.5198187972491,316.73725934339154,316.51800679643173,315.9481313677229]",316.5198187972491,,,1024.0,16.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/shared/crossing15,1,5,"[63.275564588903976,63.360668473417654,63.4234507679028,63.36833785000784,63.39046973796318]",63.36833785000784,"[63.276106593983755,63.36120144568279,63.42390243970123,63.4169376697661,63.391020777141335]",63.391020777141335,,,1024.0,2.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/shared/last,1,5,"[56.15069976403248,56.18584149460004,56.190932156775425,56.194414816231834,56.12887455960069]",56.18584149460004,"[56.151176508145774,56.186326319388684,56.191416982023384,56.19489156011547,56.129359384274494]",56.186326319388684,,,1024.0,1.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/shared/masked25,1,5,"[1197.1515306997892,1195.9594663931086,1200.0916709422643,1196.6127928859134,1199.6023601848349]",1197.1515306997892,"[1197.161792385443,1200.5549854650167,1201.2495296803274,1196.6230545715673,1207.252437135065]",1200.5549854650167,,,1024.0,62.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/shared/range37,1,5,"[778.1849132173327,779.0916777922457,778.294948820372,791.2100578548179,779.9527147316646]",779.0916777922457,"[778.1914775238656,782.2624610614808,778.3017356434659,868.7184023241389,779.961615498452]",779.961615498452,,,1024.0,37.0,256.0,377.0,,,
zen5,count/census-income/direct4/cp16/point/shared/scan,1,5,"[4746.960000001293,4748.091525424708,4742.952542372577,4741.705762716789,4751.067796611728]",4746.960000001293,"[4747.000678018933,4755.040678007344,4742.993220303506,4741.732203433072,4751.101694914801]",4747.000678018933,,,1024.0,256.0,256.0,377.0,,,
