name,repetition_index,threads,iterations,real_time,cpu_time,time_unit,operations
collision/ids/natural/points/manual_time,3,1,495,101819.89696969702,101868.93939393997,ns,2048.0
collision/ids/natural/points/manual_time,4,1,495,103935.93131313151,103698.98787878998,ns,2048.0
collision/ids/natural/points/manual_time,5,1,495,102686.5494949496,102382.65858585393,ns,2048.0
collision/ids/natural/points/manual_time,6,1,495,104866.09696969691,104913.13131313284,ns,2048.0
collision/ids/natural/scan256_after/manual_time,0,1,93,468954.4086021504,469094.5268817225,ns,256.0
collision/ids/natural/scan256_after/manual_time,1,1,93,467549.0215053763,467643.36559139675,ns,256.0
collision/ids/natural/scan256_after/manual_time,2,1,93,465903.8924731182,463443.54838711774,ns,256.0
collision/ids/natural/scan256_after/manual_time,3,1,93,463909.2365591397,463828.41935484426,ns,256.0
collision/ids/natural/scan256_after/manual_time,4,1,93,459794.1397849464,459925.62365591567,ns,256.0
collision/ids/natural/scan256_after/manual_time,5,1,93,479123.3548387097,479235.2150537582,ns,256.0
collision/ids/natural/scan256_after/manual_time,6,1,93,464452.3225806451,462685.92473116773,ns,256.0
collision/ids/natural/churn/manual_time,0,1,121,425124.42975206627,2070827.4628099406,ns,512.0
collision/ids/natural/churn/manual_time,1,1,121,422759.4132231406,2077200.4049586721,ns,512.0
collision/ids/natural/churn/manual_time,2,1,121,420264.256198347,2069771.3471074277,ns,512.0
collision/ids/natural/churn/manual_time,3,1,121,414887.4793388429,2038059.2231404826,ns,512.0
