case,unit,before_median,after_median,after_over_before,before_min,before_max,after_min,after_max,block0_before,block1_after,block2_after,block3_before,improvement_ranges_separated,loss_ranges_separated,both_edges_agree
resident/series/avx512/local/k1/h0/u64/admitted-region/get16,ns/query,1.607200066700246,1.609354100932849,1.001340240258343,1.6045756505261184,1.6148611221410443,1.606949672768426,1.6098443574082284,1.6092223924225402,1.6091621051071496,1.6097322175474824,1.604971099667925,False,False,False
resident/series/avx512/local/k1/h0/u64/get16,ns/query,8.386086918093564,2.516088620429149,0.30003130721201005,8.330212237451391,8.580133488858479,2.5059921007155217,2.5290059316907323,8.348080173262886,2.5203634510869546,2.5080251338283084,8.393592260994753,True,False,True
resident/series/avx512/local/k1/h0/u64/raw-dense/get16,ns/query,1.6120083467408755,1.6179948978636647,1.0037137221621046,1.6050716467516253,1.6153315105353865,1.4088429812704684,1.83859039046157,1.6130729254420306,1.411396819263743,1.8346558238525088,1.61094376803972,False,False,False
resident/series/avx512/local/k5/h0/u64/admitted-region/get16,ns/query,1.8362165241428168,1.8285520269849724,0.995825929536593,1.8293942155521075,1.8415555672563817,1.8250973277056755,1.8376840835923336,1.8347926276202637,1.8344053992051796,1.8253992828521615,1.8378716915894455,False,False,True
resident/series/avx512/local/k5/h0/u64/get16,ns/query,9.939016921055682,2.7218344334533593,0.27385348622228295,9.891274820347917,9.958111762481042,2.712408174604164,2.7353282222050943,9.938059757942495,2.73208292766065,2.7147476627207916,9.939974084168867,True,False,True
resident/series/avx512/local/k5/h0/u64/raw-dense/get16,ns/query,1.3845595426993025,1.6028777261499585,1.1576806029049702,1.3784105079139526,1.3913269719360766,1.5979293316559056,1.6133244108543372,1.3824337925738772,1.6067308196246322,1.601363762978748,1.385267844024946,False,True,True
resident/series/avx512/local/k56/h0/u64/admitted-region/get16,ns/query,1.9550738158824992,1.962756723302115,1.0039297275413348,1.951849753024746,1.958294483475317,1.9553773315888123,1.9684298969674572,1.9554407896502621,1.9638697168479269,1.9608181248881458,1.9529239834157814,False,False,True
resident/series/avx512/local/k56/h0/u64/get16,ns/query,10.456670666134787,2.862603362947741,0.2737585847681551,10.39667486897623,10.465118932560197,2.8577891053583935,2.869872580655706,10.46397569444441,2.868911672856986,2.8594319851977494,10.433029258676234,True,False,True
resident/series/avx512/local/k56/h0/u64/raw-dense/get16,ns/query,1.6796053069037442,1.6811760944854983,1.0009352123235724,1.6727701448524888,1.7005942839104526,1.6759504902461717,1.6880011378434583,1.695938602570567,1.6809241108756785,1.6819674158666196,1.6739656015181565,False,False,False
resident/series/avx512/local/k6/h0/u64/admitted-region/get16,ns/query,1.6147332386893838,1.6052324559383535,0.9941161905116032,1.613729258455621,1.616648504758704,1.6034902378924956,1.6094685734463277,1.6145961500206314,1.6054041927659086,1.6040761295121653,1.6162051526340717,True,False,True
resident/series/avx512/local/k6/h0/u64/get16,ns/query,9.581154345457293,2.7257201283279158,0.2844876546238147,9.564319302510299,9.626690631596878,2.7186128988679394,2.7355801183042106,9.573798034870697,2.7232355840111357,2.728204672644696,9.61825442344901,True,False,True
resident/series/avx512/local/k6/h0/u64/raw-dense/get16,ns/query,1.3866396430714945,1.6040561805621212,1.1567938278535261,1.3812536936974913,1.3952874672414195,1.6006281965125755,1.6071780899068462,1.3917396799835564,1.6034760125500125,1.6066623062394354,1.3817160984528676,False,True,True
resident/series/avx512/local/k7/h0/u64/admitted-region/get16,ns/query,1.6073217552946084,1.6070846701914887,0.9998524967995122,1.6037156898747607,1.6115478096324836,1.599656650468963,1.6120903845823746,1.6113157232935722,1.6015564761902383,1.6087241626137618,1.6045800006344257,False,False,False
resident/series/avx512/local/k7/h0/u64/get16,ns/query,9.892027346829025,2.723481949922766,0.27532090788202296,9.881601001142508,9.933851671921436,2.712128915326473,2.7361656548442346,9.889107925335155,2.7172886247551498,2.7329038166260817,9.892212557979178,True,False,True
resident/series/avx512/local/k7/h0/u64/raw-dense/get16,ns/query,1.6092700060313394,1.6176776731577365,1.0052245223578928,1.6002801498646104,1.6161293796845966,1.3978780008804885,1.8400841903264695,1.6111251384785705,1.3985644373780122,1.8353167442451173,1.607414873584108,False,False,False
resident/series/avx512/striped/k1/h0/u64/admitted-region/get16,ns/query,1.6089122367098811,1.6050468791591745,0.9975975336239526,1.605915943750489,1.6235037864395383,1.6003388282145659,1.6163140341141646,1.6076548949136678,1.6026545842968283,1.6115816025691005,1.6128669310259487,False,False,True
resident/series/avx512/striped/k1/h0/u64/get16,ns/query,7.73043412023682,2.828361091481817,0.3658735133745853,7.67977836863812,7.820679708281885,2.8131998579857016,2.8429522896294843,7.688210243961152,2.8279705329830356,2.8287516499805982,7.770614319601467,True,False,True
resident/series/avx512/striped/k1/h0/u64/raw-dense/get16,ns/query,1.6103352224619325,1.8289878571001748,1.1357808185453206,1.59911271865117,1.6184482618033669,1.8234741944292703,1.8368001550472899,1.6029473112863646,1.827256968632618,1.8314169264712417,1.6130461288277897,False,True,True
resident/series/avx512/striped/k5/h0/u64/admitted-region/get16,ns/query,3.054319138160116,3.240664609559712,1.0610104782671297,2.998479583429826,3.1334319747096675,3.16514777455311,3.3056207691797033,3.05053276023874,3.2298112607869416,3.251517958332482,3.058105516081492,False,True,True
resident/series/avx512/striped/k5/h0/u64/get16,ns/query,8.175239123804866,5.935670450488483,0.7260546585365129,8.135227039099881,8.199348984135007,5.924157748093327,5.957597017936803,8.180342734444604,5.9304122877701175,5.940928613206848,8.158772397079307,True,False,True
