input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:logical_values,counter:values_per_batch,counter:encoded_bytes
candidate2,local2_grain/coalesced64/256,1,5,"[42.34255185037764,42.3401672713812,42.340374152663934,42.340624587901054,42.34025195962565]",42.340374152663934,"[42.34130148888548,42.34156886169471,42.339141334024234,42.34077097763445,42.33984908544864]",42.34077097763445,"[0.16540059316553768,0.1653912784038328,0.1653920865338435,0.1653930647964885,0.16539160921728768]",0.1653920865338435,,256.0,64.0
candidate2,local2_grain/coalesced64/65536,1,5,"[10591.589510383492,10582.618917689848,10573.198120357709,10595.982567833886,10588.653478854027]",10588.653478854027,"[10591.287100184272,10582.319690738645,10575.030771549713,10595.6868273335,10588.35273609185]",10588.35273609185,"[0.16161483017552936,0.16147794979385144,0.16133419983455977,0.1616818629125044,0.1615700298897404]",0.1615700298897404,,65536.0,16384.0
candidate2,local2_grain/coalesced64/8192,1,5,"[1322.829417985416,1317.5427540884505,1320.0748196547963,1314.4129999622319,1318.0582203421855]",1318.0582203421855,"[1322.7919326247616,1317.5056086452284,1320.0715149047944,1314.3758356281273,1318.0205650125374]",1318.0205650125374,"[0.16147820043767286,0.1608328557236878,0.16114194575864213,0.16045080565945213,0.16089577885036443]",0.16089577885036443,,8192.0,2048.0
candidate2,local2_grain/native/256,1,5,"[42.30328379025117,42.289164736992234,42.28542543882963,42.311380567251824,42.28637234901407]",42.289164736992234,"[42.31061252443889,42.28798155230257,42.284217478806475,42.311701440962445,42.28515109480202]",42.28798155230257,"[0.16524720230566867,0.1651920497538759,0.1651774431204282,0.16527883034082744,0.16518114198833622]",0.1651920497538759,,256.0,64.0
candidate2,local2_grain/native/65536,1,5,"[10906.189311311937,10924.089747584869,10908.049859769388,10888.64661888439,10940.245403552524]",10908.049859769388,"[10905.87535057883,10923.782330968452,10908.130414420733,10888.739482749668,10941.484574648648]",10908.130414420733,"[0.16641524217700102,0.16668838115821638,0.16644363189345376,0.16614756193366076,0.16693489690479316]",0.16644363189345376,,65536.0,16384.0
candidate2,local2_grain/native/8192,1,5,"[1344.4623410060324,1344.426161472544,1344.4803058832579,1344.3925181570178,1344.5165238442942]",1344.4623410060324,"[1344.4237405402982,1344.3881950614978,1344.4420512552686,1344.3546093842347,1344.4781539363141]",1344.4237405402982,"[0.16411893811108794,0.16411452166412893,0.16412113108926488,0.16411041481408908,0.1641255522270867]",0.16411893811108794,,8192.0,2048.0
candidate2,local2_grain/predecessor256/256,1,5,"[43.93185889589782,43.93930891629804,43.93919279414997,43.92098170291574,43.922519536766494]",43.93185889589782,"[43.93183378837586,43.938046009401596,43.93793114270123,43.91970812545274,43.922364498214186]",43.93183378837586,"[0.17160882381210088,0.17163792545428921,0.17163747185214828,0.1715663347770146,0.17157234194049412]",0.17160882381210088,,256.0,64.0
candidate2,local2_grain/predecessor256/65536,1,5,"[10724.188425713844,10847.445411513281,10799.537944724356,10844.001374255662,10766.242327072909]",10799.537944724356,"[10723.881203261484,10847.558405879963,10799.230111513643,10843.688654798301,10765.935868099205]",10799.230111513643,"[0.1636381290544715,0.16551888140126464,0.16478787147101373,0.16546632956322727,0.16427982066456465]",0.16478787147101373,,65536.0,16384.0
candidate2,local2_grain/predecessor256/8192,1,5,"[1363.465061884795,1354.1978169769045,1357.0748854887415,1357.7830815710083,1355.5984212065136]",1357.0748854887415,"[1363.4262742381381,1354.159185267597,1357.035922416105,1357.8293148852367,1355.7542344822325]",1357.035922416105,"[0.16643860618710876,0.16530735070518854,0.1656585553575124,0.16574500507458598,0.16547832290118575]",0.1656585553575124,,8192.0,2048.0
candidate2,local2_grain/predecessor64/256,1,5,"[43.94570492766428,43.920204151832024,43.93358725726999,43.93836339578482,43.93469262984495]",43.93469262984495,"[43.944442003474876,43.91895064320508,43.93232307740174,43.9370898008762,43.93343033334374]",43.93343033334374,"[0.17166290987368862,0.17156329746809382,0.1716155752237109,0.17163423201478448,0.17161989308533188]",0.17161989308533188,,256.0,64.0
candidate2,local2_grain/predecessor64/65536,1,5,"[11072.808373843547,11078.332444723223,11132.466206680248,11104.52626626938,11107.065077622712]",11104.52626626938,"[11072.493335423093,11079.432962267374,11132.163870144499,11104.538654514286,11106.747687003148]",11104.538654514286,"[0.1689576473059623,0.16904193793828157,0.16986795359314344,0.16944162393599516,0.16948036312290513]",0.16944162393599516,,65536.0,16384.0
candidate2,local2_grain/predecessor64/8192,1,5,"[1397.8684733765397,1396.094086769788,1389.039527577838,1393.4872748240364,1396.7952439654969]",1396.094086769788,"[1397.8287867327185,1396.0540024715758,1388.9998011724656,1393.4477273631899,1396.8452698062063]",1396.0540024715758,"[0.17063824137897213,0.17042164145139013,0.16956048920627909,0.17010342710254353,0.17050723192938194]",0.17042164145139013,,8192.0,2048.0
