input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:body_bytes_per_block,counter:population_per_block,counter:blocks_per_call,counter:output_body_bytes
neoverse-v2,codec/population240/spike_decode_padded,1,5,"[84.01283417309419,84.03968841613455,84.04075391737423,83.99407051571407,84.106929369901]",84.03968841613455,"[84.00992060126562,84.18722722819774,84.05590570655036,83.99110276229115,84.42650148514772]",84.05590570655036,,,12.390625,240.0,1.0,
neoverse-v2,codec/population240/spike_encode_wide,1,5,"[25.89690996764157,25.9054476784885,25.8953421570558,25.91260289915227,25.89981579152059]",25.89981579152059,"[25.896070465786124,25.904632268757855,25.894456326156423,25.92265653075004,25.898946639165644]",25.898946639165644,,,12.390625,240.0,1.0,
neoverse-v2,codec/population240/spike_pair_materialized,1,5,"[166.8538777852285,166.86097829205895,166.8912211915488,166.87091182939614,166.900102801945]",166.87091182939614,"[166.84810413864582,166.85558716677303,166.9650234300822,166.8658912690365,166.8943650219681]",166.8658912690365,,,12.390625,240.0,2.0,
neoverse-v2,codec/population248/decode_exact,1,5,"[88.06327224636541,88.07821651237188,88.06020530259556,88.10261351469579,88.05203098430842]",88.06327224636541,"[88.0602997652899,88.1159707785238,88.05763587197589,88.09977958200334,88.04893255066185]",88.0602997652899,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/decode_padded,1,5,"[85.05396032989492,85.00179766546249,84.97337511690742,85.04788713575296,85.00245964362412]",85.00245964362412,"[85.08947636726299,84.9991861920917,84.97042354504686,85.0450631014976,85.03348759161095]",85.03348759161095,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/encode_bound_exact,1,5,"[29.967486291979554,29.8026923406441,29.780024845784826,29.772592529130996,29.781363519534395]",29.781363519534395,"[30.04244773872027,29.822401901712087,29.779150959869554,29.771652244429173,29.780361120803015]",29.780361120803015,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/encode_checked_exact,1,5,"[32.045343224619025,32.08014974900274,32.05370911624653,32.147750660555424,32.113567323809434]",32.08014974900274,"[32.0442877152159,32.07912413389756,32.06981081328274,32.14666295663154,32.19272135148143]",32.07912413389756,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/encode_staged_exact,1,5,"[44.267646348746304,44.338873429143405,44.333498519673654,44.27161082097667,44.25985717734522]",44.27161082097667,"[44.28366942417671,44.35315887172214,44.35024587456826,44.291477655305,44.25850074387386]",44.291477655305,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/native_encode_admitted_exact,1,5,"[26.62754542876617,26.625365001264402,26.601506755876265,26.60404739459893,26.627501360371777]",26.625365001264402,"[26.626687053140362,26.63804520285058,26.600702028200374,26.60315453033847,26.68264816633189]",26.626687053140362,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/native_encode_checked_exact,1,5,"[29.30599449313966,29.296157807342414,29.293307690692544,29.29319208861381,29.29005822141113]",29.293307690692544,"[29.30514744446165,29.29521407416063,29.292281985547998,29.30471656472768,29.289171238202506]",29.29521407416063,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/native_encode_wide,1,5,"[25.112189065008042,25.122595043728044,25.12677109182886,25.109815330264468,25.110701213101404]",25.112189065008042,"[25.111292400414424,25.16651542571535,25.14442226240709,25.108999527739936,25.10978837658617]",25.111292400414424,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/native_pair_exact_materialized,1,5,"[169.46326142054406,169.50086707656064,169.30105140613375,169.39030572026897,169.5999078352311]",169.46326142054406,"[169.45776791393925,169.57214926145187,169.29610361213582,169.38471519861426,169.5939777574551]",169.45776791393925,,,7.10546875,248.0,2.0,
neoverse-v2,codec/population248/native_pair_materialized,1,5,"[166.36597321715013,165.83610594736388,165.93116023538542,166.00060385760858,166.06139218774658]",166.00060385760858,"[166.43857821118928,165.83099091479403,165.92561895650937,166.06254069867825,166.056620529663]",166.056620529663,,,7.10546875,248.0,2.0,
neoverse-v2,codec/population248/prepare_checked,1,5,"[33.11664820180547,33.05783052099485,33.07032034164792,33.06422220328042,33.08496913054345]",33.07032034164792,"[33.13441707891705,33.05687176875693,33.06924085816167,33.063137984091526,33.11007423761893]",33.06924085816167,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/spike_decode_padded,1,5,"[84.00649377955607,83.96643178528018,84.04349210353624,84.00901079493534,84.03240281857302]",84.00901079493534,"[84.00390467834492,83.96349426514222,84.08924892240925,84.00664395835291,84.02971759968963]",84.00664395835291,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/spike_encode_wide,1,5,"[25.914856271189098,25.90223401041364,25.898608585732596,25.8917265807024,25.919925563877126]",25.90223401041364,"[25.92666484990552,25.905848313971493,25.8978264128493,25.890881389306298,25.93091675360868]",25.905848313971493,,,7.10546875,248.0,1.0,
neoverse-v2,codec/population248/spike_pair_materialized,1,5,"[166.97527848929818,166.85224280690335,166.94772145116175,166.95352355990855,166.8465479239526]",166.94772145116175,"[167.04840650540342,166.84738190515054,166.96662893740407,167.01566688495154,166.84099600840545]",166.96662893740407,,,7.10546875,248.0,2.0,
neoverse-v2,codec/population252/decode_exact,1,5,"[88.08015012403449,88.05064797672627,87.97739952897592,88.08702661176818,88.08601906776634]",88.08015012403449,"[88.07733529781422,88.0476316408197,87.9743265207737,88.12289517668557,88.08290197960059]",88.07733529781422,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/decode_padded,1,5,"[85.00825964434388,85.21465358080323,85.10665265766319,84.99913759595249,84.99786828296342]",85.00825964434388,"[85.00544772135217,85.47444368907928,85.16717884481983,84.99628923354453,84.994965261334]",85.00544772135217,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/encode_bound_exact,1,5,"[29.501895938723607,29.49967063871265,29.50175659356489,29.499554517734552,29.470068236904712]",29.49967063871265,"[29.50084240538874,29.49871633546173,29.500726283728067,29.512089248162564,29.46913082386537]",29.500726283728067,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/encode_checked_exact,1,5,"[31.782709913858408,31.808961508118664,31.76861676128505,31.811896539572462,31.6748162479315]",31.782709913858408,"[31.796809887033994,31.821952034669287,31.767727839754787,31.825118959240868,31.673800013713308]",31.796809887033994,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/encode_staged_exact,1,5,"[44.38707431760437,44.286103499126725,44.2661776711707,44.29543196359686,44.319319541041885]",44.29543196359686,"[44.454208884467434,44.305412282484696,44.27211396740486,44.29390675375135,44.33852706510122]",44.305412282484696,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/native_encode_admitted_exact,1,5,"[26.710222184889282,26.6976112785977,26.688740685021784,26.70982505112012,26.71233004870863]",26.70982505112012,"[26.714048415499516,26.69664135531941,26.687896775779276,26.721229281754574,26.711405948696346]",26.711405948696346,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/native_encode_checked_exact,1,5,"[28.988800043186718,29.0141380248289,28.983700470710485,28.976088486719753,29.026145690803627]",28.988800043186718,"[28.987884362895215,29.026245357313577,28.982732880805433,28.975143736913942,29.085027481057452]",28.987884362895215,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/native_encode_wide,1,5,"[25.13262646542108,25.101959272932746,25.104838131430274,25.108858853470377,25.100876564015305]",25.104838131430274,"[25.14829706421594,25.101206396243946,25.104002796547388,25.125027785087802,25.100127272449317]",25.104002796547388,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/native_pair_exact_materialized,1,5,"[169.39540132257724,169.47061821267934,169.59383607352734,169.55051871624397,169.6327124916818]",169.55051871624397,"[169.38954073859003,169.4645634904667,169.58809682914253,169.6182005685471,169.62759206281507]",169.58809682914253,,,4.0,252.0,2.0,
neoverse-v2,codec/population252/native_pair_materialized,1,5,"[165.91799261256978,165.68022209593522,165.40759814365634,165.8930364161364,165.46468485110324]",165.68022209593522,"[165.9500047361337,165.74715868502233,165.40250745623874,165.8873182757324,165.45926267991197]",165.74715868502233,,,4.0,252.0,2.0,
neoverse-v2,codec/population252/prepare_checked,1,5,"[33.1074030719018,33.103472739528684,33.048786255657916,33.05697326569346,33.177846357590234]",33.103472739528684,"[33.10623484998307,33.11922717639081,33.04776465370719,33.05587362385604,33.26135291428639]",33.10623484998307,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/spike_decode_padded,1,5,"[84.04910877774924,83.99502908703363,84.12332426802448,84.02399606168869,84.05473407416915]",84.04910877774924,"[84.08469763273426,83.99241155441389,84.7767591813283,84.02155863213024,84.11422893700338]",84.08469763273426,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/spike_encode_wide,1,5,"[25.896697285006475,25.924566137466673,25.90610826695353,25.905729388066884,25.89151126471762]",25.905729388066884,"[25.895830483900642,25.975537361063097,25.908947086151173,25.90477757058247,25.890618588599306]",25.90477757058247,,,4.0,252.0,1.0,
neoverse-v2,codec/population252/spike_pair_materialized,1,5,"[167.45998973639718,167.13141029464003,166.92970605434422,166.9097993817964,166.8532300605347]",166.92970605434422,"[169.31786230135845,167.38053013017202,166.96420856952915,166.90407084148268,166.84741798114229]",166.96420856952915,,,4.0,252.0,2.0,
neoverse-v2,codec/population254/decode_exact,1,5,"[88.10633770995047,88.13309944015866,88.00006903823862,88.06616373359752,88.06159465768438]",88.06616373359752,"[88.10330630409193,88.17052443961742,87.99731378458334,88.06326412906398,88.09642758398051]",88.09642758398051,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/decode_padded,1,5,"[85.01340777370316,85.00402779972713,85.02206480931682,85.03080082133724,85.02348638567517]",85.02206480931682,"[85.01033376711666,85.0011664223183,85.0193613830381,85.06229420624598,85.02084978648337]",85.0193613830381,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/encode_bound_exact,1,5,"[29.39691868986547,29.41021909765143,29.469642564661278,29.389275260059566,29.41316517787888]",29.41021909765143,"[29.39556219118677,29.427547004901392,29.632315329386447,29.48384380565535,29.435604103620705]",29.435604103620705,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/encode_checked_exact,1,5,"[31.327448078214584,31.332396004826897,31.32862048751695,31.351320757264006,31.391510588736953]",31.332396004826897,"[31.326549679905142,31.348951233408304,31.327652463960483,31.350292092440572,31.403084200278105]",31.348951233408304,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/encode_staged_exact,1,5,"[44.291716451410515,44.34506988829724,44.38910804710932,44.29891074148476,44.30938292208976]",44.30938292208976,"[44.290158110943466,44.832935055904684,44.432406547075324,44.29762424017915,44.30788779971687]",44.30788779971687,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/native_encode_admitted_exact,1,5,"[26.688237616809204,26.674669377897597,26.66647273476295,26.680634214545353,26.683228451141332]",26.680634214545353,"[26.699974630006352,26.673952148112992,26.665599087629985,26.679728139235362,26.69274510313598]",26.679728139235362,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/native_encode_checked_exact,1,5,"[29.116943974106206,29.111724804387933,29.127076161140494,29.10956924147284,29.12458528843318]",29.116943974106206,"[29.123577276068712,29.110789686193893,29.140721810831682,29.108700768064022,29.123625177907318]",29.123577276068712,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/native_encode_wide,1,5,"[25.110571588862182,25.117904431077083,25.10537711888517,25.107601527868304,25.136280451193837]",25.110571588862182,"[25.109711221314228,25.145398556507743,25.104575901303065,25.1067662537308,25.20374044793701]",25.109711221314228,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/native_pair_exact_materialized,1,5,"[169.78356793814896,169.64440959814655,169.57678749421558,169.3912795079523,169.565154498798]",169.57678749421558,"[170.0271679673968,169.7224126616589,169.59835169063098,169.38534753066,169.65528894335125]",169.65528894335125,,,2.0,254.0,2.0,
neoverse-v2,codec/population254/native_pair_materialized,1,5,"[165.81964437918435,165.46147835969091,165.635133535397,165.73627947724688,165.90973340277586]",165.73627947724688,"[165.86439293416316,165.45565394342935,165.70747703439463,165.7310588112222,165.90562553195196]",165.7310588112222,,,2.0,254.0,2.0,
neoverse-v2,codec/population254/prepare_checked,1,5,"[33.0803929241635,32.98116943734828,32.973201572824244,33.003566680178174,32.968425568833005]",32.98116943734828,"[33.10554120143046,32.98030428762427,32.972065327422314,33.01705547385257,32.967430764506496]",32.98030428762427,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/spike_decode_padded,1,5,"[83.9862822990082,84.01203149190671,84.04379943113746,84.02276082233605,83.9965135676793]",84.01203149190671,"[83.98358196217379,84.00896511140054,84.07698954472514,84.02006648790909,83.99372322159475]",84.00896511140054,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/spike_encode_wide,1,5,"[25.896737415986603,25.906230863720637,25.89510074263029,25.916993568358304,25.87688579285842]",25.896737415986603,"[25.895943202142558,25.905258509625007,25.894263849975342,25.92696948183931,25.876019209691272]",25.895943202142558,,,2.0,254.0,1.0,
neoverse-v2,codec/population254/spike_pair_materialized,1,5,"[166.93869315536244,166.86477871033975,166.79758593105325,166.96920927898285,166.84921023410064]",166.86477871033975,"[166.93312957596547,166.85892859204435,166.79198653422506,167.0454040740356,166.84361083426091]",166.85892859204435,,,2.0,254.0,2.0,
neoverse-v2,codec/population255/decode_exact,1,5,"[88.08912895842218,88.0730060115038,88.0795268757575,88.0587380838691,88.15646301281109]",88.0795268757575,"[88.08637472811172,88.06996881123942,88.11788490089486,88.05602158062202,88.153727643977]",88.08637472811172,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/decode_padded,1,5,"[85.01473312159692,85.07986007783832,85.0833702774681,84.97561079296143,85.05742637994288]",85.05742637994288,"[85.01167232563,85.11603699593196,85.09120445942901,84.97259858004068,85.08708088524867]",85.08708088524867,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/encode_bound_exact,1,5,"[4.42900026426818,4.3881351357212415,4.444676940557519,4.39254285562532,4.442106215774542]",4.42900026426818,"[4.42953382870417,4.387988704110437,4.446634286112214,4.392407736329033,4.441959783980652]",4.42953382870417,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/encode_checked_exact,1,5,"[6.750364839343759,6.756677284859866,6.761299388616653,6.769252886337534,6.749175124818394]",6.756677284859866,"[6.750128539462408,6.756438085670006,6.764373703649633,6.76901900258695,6.74893882499198]",6.756438085670006,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/encode_staged_exact,1,5,"[21.758134142430592,21.746759293520604,21.718405424405187,21.66563062729504,21.720941562446807]",21.720941562446807,"[21.767393744475534,21.750289844525298,21.71766539583948,21.69788660282088,21.73038308756074]",21.73038308756074,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/native_encode_admitted_exact,1,5,"[3.151734232935503,3.1488120871515206,3.152259020948385,3.1447854090015874,3.149200160003911]",3.149200160003911,"[3.1516182390153435,3.148703300617772,3.1536182895173255,3.1446847307723496,3.1490970042785045]",3.1490970042785045,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/native_encode_checked_exact,1,5,"[6.229286698278819,6.2258758408780475,6.228202051849381,6.230477142187154,6.226646206560049]",6.228202051849381,"[6.231854732053871,6.225711365677373,6.227991345961902,6.232685553546167,6.226455504468851]",6.227991345961902,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/native_encode_wide,1,5,"[2.6787541887028343,2.676246800024948,2.677388330267658,2.6765267799667543,2.675847293125792]",2.6765267799667543,"[2.6799295689918794,2.676162461823428,2.678388531883985,2.6764367044416417,2.6757530102637]",2.6764367044416417,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/native_pair_exact_materialized,1,5,"[170.84990305378827,169.5062045564384,169.57656325736878,169.88154386817814,169.4509815802277]",169.57656325736878,"[178.68093795265196,169.5018662129122,169.75540474597912,169.8793625750399,169.44381968091045]",169.75540474597912,,,1.0,255.0,2.0,
neoverse-v2,codec/population255/native_pair_materialized,1,5,"[166.08115544967166,165.832555092314,165.99612864799386,165.91630732581794,165.4582370458644]",165.91630732581794,"[166.15465157657164,165.82713520000326,166.01581894374866,165.91044669684027,165.51923764252618]",165.91044669684027,,,1.0,255.0,2.0,
neoverse-v2,codec/population255/prepare_checked,1,5,"[11.06080628195242,11.087498476656384,11.072700391898303,11.056295580056704,11.079618779144726]",11.072700391898303,"[11.060415824711711,11.093082735286897,11.07236525624907,11.055912338887525,11.083638803942305]",11.07236525624907,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/spike_decode_padded,1,5,"[84.00460688329768,84.01461349029684,84.00132740705892,84.0665805754177,83.99896089855616]",84.00460688329768,"[84.00221034248924,84.01195867642235,83.9986906132891,84.09738723133526,83.99638416553536]",84.00221034248924,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/spike_encode_wide,1,5,"[25.898827312802315,25.924959108422932,25.953890937319702,25.929694214184384,25.934316579336215]",25.929694214184384,"[25.897945718359207,25.935985509708377,25.960699730757913,25.984709785748382,25.949335108122956]",25.949335108122956,,,1.0,255.0,1.0,
neoverse-v2,codec/population255/spike_pair_materialized,1,5,"[167.00442615125453,166.82956335004124,166.85022667623065,167.52035313770259,166.95564304463002]",166.95564304463002,"[167.137306135065,166.8249940365408,166.84512049674655,168.08217609549763,167.01239560972607]",167.01239560972607,,,1.0,255.0,2.0,
neoverse-v2,codec/population32/decode_exact,1,5,"[88.2755889648563,88.2290824613739,88.38039386041467,88.25909417142972,88.20923204774645]",88.25909417142972,"[88.27270552532741,88.22611087919266,88.4297397332405,88.25617925054488,88.2064178578961]",88.25617925054488,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/decode_padded,1,5,"[84.99736373741968,85.05315652960863,85.76952140293008,85.05982615245455,84.98888396191614]",85.05315652960863,"[84.99463636180151,85.08993057004895,89.83793059523309,85.08264743877024,84.9863995557708]",85.08264743877024,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/encode_bound_exact,1,5,"[30.296438264847687,30.288800100429828,30.299808234237407,30.301470492747548,30.288336919023006]",30.296438264847687,"[30.295431819668337,30.287789325583013,30.31267991576093,30.30052681539714,30.287276363500325]",30.295431819668337,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/encode_checked_exact,1,5,"[33.189437591591584,33.17457709106846,33.18113117171766,33.19747369119741,33.170825804677314]",33.18113117171766,"[33.18840373492766,33.17345312725256,33.18011628520128,33.21160622425025,33.16986545595351]",33.18011628520128,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/encode_staged_exact,1,5,"[44.018087237661874,44.04775143965202,44.08982919181044,44.05584996807272,43.987187027259424]",44.04775143965202,"[44.024327035000034,44.067549589421894,44.088618343871296,44.05438437050415,44.0040036603704]",44.05438437050415,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/native_encode_admitted_exact,1,5,"[27.17147732727896,27.17854803631443,27.190158925747998,27.177203085612295,27.182775301883446]",27.17854803631443,"[27.170604664600894,27.177694809483302,27.20107790400081,27.17642954440679,27.181855992963513]",27.177694809483302,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/native_encode_checked_exact,1,5,"[31.980175198051917,31.96645280021763,32.01078793344403,31.96295982622234,31.959922358007173]",31.96645280021763,"[31.993968554258295,31.965532632834687,32.00975789498912,31.961829072863797,31.97174490860611]",31.97174490860611,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/native_encode_wide,1,5,"[25.118502054747193,25.10087198812149,25.1033351705457,25.118685177638014,25.10712689159687]",25.10712689159687,"[25.117704931582498,25.10006409343888,25.102466234804872,25.132695874846963,25.10639619576121]",25.10639619576121,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/native_pair_exact_materialized,1,5,"[169.32916298278292,169.873206002398,169.49542795548106,169.33587268520222,169.29408843726463]",169.33587268520222,"[169.32332530117992,170.4162074426903,169.57678007306882,169.3311492500881,169.28820230707623]",169.3311492500881,,,20.21875,32.0,2.0,
neoverse-v2,codec/population32/native_pair_materialized,1,5,"[165.80131006968313,165.92989936283908,166.0426606323947,165.5031263026333,165.97155957840366]",165.92989936283908,"[165.9378907876949,165.98731614073284,166.09449175353478,165.49850532928994,166.02078246951805]",165.98731614073284,,,20.21875,32.0,2.0,
neoverse-v2,codec/population32/prepare_checked,1,5,"[32.83445331405239,32.831545197851,32.78851258893001,32.77274679672878,32.78371032439634]",32.78851258893001,"[32.83328912830735,32.895415785579374,32.78754556384278,32.771582611396504,32.782668190929826]",32.78754556384278,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/spike_decode_padded,1,5,"[84.10147598153847,83.98678279242168,83.9956542877892,84.07903313905685,83.9954622121168]",83.9956542877892,"[84.19312608977555,83.98423779137794,83.99316930874706,84.22558687996528,83.9929712300695]",83.99316930874706,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/spike_encode_wide,1,5,"[25.896261798334116,25.90936580536517,25.904502787475433,25.89694592094285,25.898855531474926]",25.898855531474926,"[25.895305139063947,25.92095139416776,25.90354612789239,25.89608196142823,25.898008257740635]",25.898008257740635,,,20.21875,32.0,1.0,
neoverse-v2,codec/population32/spike_pair_materialized,1,5,"[166.98535951452433,166.8516399012721,166.85032845713104,166.87966903918715,166.90364462247473]",166.87966903918715,"[167.05998068497524,166.84589338831557,166.84470116813657,166.8741490531838,166.96420950061227]",166.8741490531838,,,20.21875,32.0,2.0,
neoverse-v2,codec/population4/decode_exact,1,5,"[88.19063786978774,88.06483070828706,88.14883837907583,88.12002892263354,87.92949165330701]",88.12002892263354,"[88.18775818098088,88.07943663861278,88.18496023171231,88.11743846040477,87.94189066031143]",88.11743846040477,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/decode_padded,1,5,"[85.00106851876554,85.05080928153811,85.008335660602,85.01771555544425,85.02240246730315]",85.01771555544425,"[84.9980147429942,85.08359338009569,85.00530009571284,85.0149592625122,85.05215707346568]",85.0149592625122,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/encode_bound_exact,1,5,"[29.49801835073242,29.529078017202842,29.528963138982444,29.57827780531531,29.52521470526348]",29.528963138982444,"[29.497231222021977,29.587189377162886,29.555738272648995,29.577018400259863,29.52423611362391]",29.555738272648995,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/encode_checked_exact,1,5,"[31.810862079959758,31.80465882074417,31.848124903215624,31.846132299758615,31.62291972199197]",31.810862079959758,"[31.809746222658205,31.803697815919293,31.863904044859588,31.845068818722204,31.621947331948856]",31.809746222658205,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/encode_staged_exact,1,5,"[44.30215706740207,44.28362273460389,44.302232975930146,44.276379795680505,44.24796153967893]",44.28362273460389,"[44.32224752429117,44.28227852010234,44.308274030088334,44.27480785692348,44.26412689348004]",44.28227852010234,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/native_encode_admitted_exact,1,5,"[26.733858225544136,26.7237295657387,26.750685764784176,26.732230371059703,26.736543898511453]",26.733858225544136,"[26.732966826690618,26.722891727740514,26.761631220443366,26.73148052483099,26.735637197144012]",26.732966826690618,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/native_encode_checked_exact,1,5,"[29.0507518290114,29.017776726800545,29.026198373336562,29.02979520463934,29.0470471342539]",29.02979520463934,"[29.068269268793347,29.016882704949438,29.02524627138448,29.040525544101445,29.04610125442929]",29.040525544101445,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/native_encode_wide,1,5,"[25.104492068389337,25.190152390245437,25.125146184145187,25.110651532870914,25.110741216395148]",25.110741216395148,"[25.10357729605026,25.34911285063339,25.13843010836406,25.117454924732932,25.109916128246223]",25.117454924732932,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/native_pair_exact_materialized,1,5,"[169.48996659566455,169.47034759876283,169.57766508519697,169.46536115414216,169.39947230828463]",169.47034759876283,"[169.484253967837,169.4645139403399,169.65166295493162,169.45979376256685,169.39365075377583]",169.4645139403399,,,3.99609375,4.0,2.0,
neoverse-v2,codec/population4/native_pair_materialized,1,5,"[165.92319391634496,165.58020437261789,165.413165399238,165.77259980988453,166.0585907794684]",165.77259980988453,"[165.99037547394755,165.57516635194128,165.4079253786955,166.00451520954877,166.13096482669684]",165.99037547394755,,,3.99609375,4.0,2.0,
neoverse-v2,codec/population4/prepare_checked,1,5,"[33.1130480006636,33.045107147501646,33.06560996654842,33.04544756096093,33.0606361476531]",33.0606361476531,"[33.12621065408954,33.04409772749221,33.11719915401427,33.04448069181032,33.07391227275424]",33.07391227275424,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/spike_decode_padded,1,5,"[84.03766785980224,83.99076320656938,84.00720085521608,84.05014774065191,83.982715545202]",84.00720085521608,"[84.03521152375721,83.98800057569292,84.0042760699019,84.08126336149539,83.97995291476293]",84.0042760699019,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/spike_encode_wide,1,5,"[25.914376305691075,25.894915028225434,25.89187582416004,25.889318151511432,25.912837257196475]",25.894915028225434,"[25.92580156426744,25.894216806992958,25.89109981804225,25.88845139461577,25.92248640534463]",25.894216806992958,,,3.99609375,4.0,1.0,
neoverse-v2,codec/population4/spike_pair_materialized,1,5,"[166.96178587655712,166.9610923786931,166.8449673577713,166.837721500829,166.96087715522285]",166.96087715522285,"[167.03603797743392,166.9565846425187,166.83944329306215,166.83208981514542,167.02617356923278]",166.9565846425187,,,3.99609375,4.0,2.0,
neoverse-v2,codec/population64/decode_exact,1,5,"[88.3183395369365,88.23570752633682,88.283351208132,88.2385653901951,88.32293861586967]",88.283351208132,"[88.35101255492982,88.23300738174058,88.31431455273102,88.23613652032377,88.32015014810163]",88.31431455273102,,,31.1484375,64.0,1.0,
neoverse-v2,codec/population64/decode_padded,1,5,"[85.01600684707488,85.01907831639804,84.99626689004606,85.15900013354981,85.14227094486425]",85.01907831639804,"[85.01338456384912,85.05796943040092,84.99395418301455,85.18244284977983,85.34736132607924]",85.05796943040092,,,31.1484375,64.0,1.0,
neoverse-v2,codec/population64/encode_bound_exact,1,5,"[30.217733000968508,30.223030051242493,30.197098739785176,30.22847856945052,30.226565745745063]",30.223030051242493,"[30.216765769891698,30.22208662208428,30.196118525648693,30.240539745586275,30.2256093337578]",30.22208662208428,,,31.1484375,64.0,1.0,
neoverse-v2,codec/population64/encode_checked_exact,1,5,"[33.341662036517185,33.30638149721388,33.31294160289684,33.33535947042086,33.33162753098549]",33.33162753098549,"[33.35616533104422,33.3052941081135,33.31187090603047,33.34836521999538,33.33057829527056]",33.33057829527056,,,31.1484375,64.0,1.0,
neoverse-v2,codec/population64/encode_staged_exact,1,5,"[46.14873294732367,46.1523559209242,46.09515904854503,46.15699332713615,46.13251520002073]",46.14873294732367,"[46.14719812346453,46.17242060684367,46.093831721978006,46.155524375845744,46.13106271786419]",46.14719812346453,,,31.1484375,64.0,1.0,
neoverse-v2,codec/population64/native_encode_admitted_exact,1,5,"[27.55690070735234,27.510706604440283,27.56424355854105,27.559134035049624,27.54461740501552]",27.55690070735234,"[27.561870647194578,27.509729523603497,27.612786980605925,27.572587082522737,27.543777941416288]",27.561870647194578,,,31.1484375,64.0,1.0,
neoverse-v2,codec/population64/native_encode_checked_exact,1,5,"[34.476952875685,34.47009233635538,34.44430370700737,34.43707845509883,34.41739383290872]",34.44430370700737,"[34.47575031054927,34.485617264256895,34.45221402793581,34.43600403231887,34.42974477484578]",34.45221402793581,,,31.1484375,64.0,1.0,
neoverse-v2,codec/population64/native_encode_wide,1,5,"[25.167673743127185,25.107732049445787,25.107351478661815,25.100797403502487,25.11895350214962]",25.107732049445787,"[25.267263013421935,25.10705886983137,25.10651494087086,25.100025490995435,25.129578966693504]",25.10705886983137,,,31.1484375,64.0,1.0,
