src,dst,host_src,host_dst,az_src,az_dst,flow,rank_mode,training_rank_blocks,holdout_request_blocks,train_worst_p50_us,holdout_worst_p50_us,holdout_request_p50_us,train_worst_p90_us,holdout_worst_p90_us,holdout_request_p90_us,train_worst_p99_us,holdout_worst_p99_us,holdout_request_p99_us,train_worst_p50_lo_us,holdout_worst_p50_lo_us,holdout_request_p50_lo_us,train_worst_p50_hi_us,holdout_worst_p50_hi_us,holdout_request_p50_hi_us,holdout_rtt_max_p50_us,same_role_0_2_abs_change_us
4,2,az4a,az2c,4,2,5,all-legs,3,1,199.83339908055984,199.5476628621948,199.5476628621948,204.1537067590682,202.90723605608264,202.90723605608264,215.98887495765598,206.76057876993772,206.76057876993772,151.99696709904896,146.62528189209206,146.62528189209206,253.1237908363364,253.58911396011013,253.58911396011013,352.2015,1.134418588945664
4,2,az4a,az2c,4,2,6,all-legs,3,1,332.5493386200226,332.66858566802944,332.66858566802944,336.55316540216097,335.6381039519489,335.6381039519489,360.86250245269304,337.9943598627322,337.9943598627322,291.2035082411411,279.8211926354354,279.8211926354354,386.5035431731733,386.4007103974975,386.4007103974975,485.2895,0.20198420918416105
4,2,az4a,az2c,4,2,7,all-legs,3,1,185.99206128685012,187.18519321512417,187.18519321512417,189.52451895884056,189.87020614533134,189.87020614533134,209.28480838517964,192.80624780684707,192.80624780684707,146.04410521631644,140.1531745260259,140.1531745260259,238.87327220950948,235.2721733663663,235.2721733663663,405.87475,0.17201481794333517
4,2,az4a,az2c,4,2,8,all-legs,3,1,193.6575860629732,192.91554240289565,192.91554240289565,196.75644469282375,195.76656313224802,195.76656313224802,201.97506331294565,198.01312739159468,198.01312739159468,154.95838513698698,139.27440303738754,139.27440303738754,245.0159645346847,246.2917807108609,246.2917807108609,347.0895,1.4225065361380302
4,2,az4a,az2c,4,2,9,all-legs,3,1,182.61046164129675,181.65056406084943,181.65056406084943,184.930667406429,184.5177200660533,184.5177200660533,188.429453149893,186.8681750216801,186.8681750216801,132.06565395475468,140.57815296336327,140.57815296336327,239.0794441458459,224.7661652664162,224.7661652664162,390.42650000000003,0.11009941575721882
4,2,az4a,az2c,4,2,10,all-legs,3,1,149.65021822444774,151.12596630783224,151.12596630783224,152.8301006444651,154.90455092303202,154.90455092303202,162.44877790492248,160.75551484987642,160.75551484987642,102.36454834974964,96.00420240760755,96.00420240760755,201.16645895510516,206.02419654644655,206.02419654644655,457.251,0.27800284725805113
4,2,az4a,az2c,4,2,11,all-legs,3,1,142.8458456736297,142.6639887321242,142.6639887321242,145.76955677239872,145.6472324837603,145.6472324837603,149.9237434486228,148.41454116153855,148.41454116153855,101.94219706096071,102.22452611991997,102.22452611991997,190.79547372317325,183.08711576331336,183.08711576331336,289.54224999999997,0.8352689204544106
4,2,az4a,az2c,4,2,12,all-legs,3,1,181.17556787909032,182.5965116173544,182.5965116173544,185.39491109279132,185.91939709214196,185.91939709214196,195.350485964516,192.86043758872873,192.86043758872873,140.80869897362362,130.6321848984483,130.6321848984483,232.88109995380378,233.88780393958962,233.88780393958962,402.31525,0.9550998211035449
4,2,az4a,az2c,4,2,13,all-legs,3,1,190.09447667994556,191.35273125847357,191.35273125847357,195.2198094836566,194.45880515796864,194.45880515796864,220.5419709676,198.0217191206303,198.0217191206303,151.9247380701202,149.59421275630626,149.59421275630626,243.19760327497488,234.75382999834835,234.75382999834835,341.435,1.3711052458586437
4,2,az4a,az2c,4,2,14,all-legs,3,1,217.62622369438867,216.841566279171,216.841566279171,221.48782974243474,219.99781157930443,219.99781157930443,225.8875480970085,224.35623401399022,224.35623401399022,178.13263562027032,161.9475618459458,161.9475618459458,259.4196881521022,273.2803064745246,273.2803064745246,368.17575,0.5291713558217737
