dataset,first,count,layout,execution,repetitions,median_ns,min_ns,max_ns,cycles_per_call,ratio_to_direct_inline,split_over_inline
weather_sept_85,15,18,local16,inline,5,511.42,510.546,515.209,1970.1499633789062,0.91181220914317,1.0
weather_sept_85,15,18,local16,split,5,510.934,509.856,511.62,1967.8697814941406,0.9126795241655478,0.999049704743655
weather_sept_85,15,18,scan128,inline,5,501.874,500.844,506.037,1933.7562255859375,0.9291555250919553,1.0
weather_sept_85,15,18,scan128,split,5,510.011,508.391,512.046,1962.7296447753906,0.9143312595218535,1.0162132328034525
weather_sept_85,255,1,direct32,inline,5,52.0078,51.9684,52.0841,200.6795425415039,1.0,1.0
weather_sept_85,255,1,direct32,split,5,52.7924,52.7301,53.0503,203.64273834228516,0.9851380122896478,1.01508619860867
weather_sept_85,255,1,local16,inline,5,64.1426,63.8574,64.2523,246.5368423461914,0.8108152772104654,1.0
weather_sept_85,255,1,local16,split,5,65.19,65.0262,65.3391,251.47198486328125,0.7977880042951374,1.0163292414089855
weather_sept_85,255,1,scan128,inline,5,62.5071,62.2745,62.7068,240.59210968017578,0.8320302813600375,1.0
weather_sept_85,255,1,scan128,split,5,63.963,63.9273,64.0517,246.6257667541504,0.8130919437799978,1.0232917540567392
weather_sept_85_srt,0,256,direct32,inline,5,6509.79,6491.92,6537.47,25073.15673828125,1.0,1.0
weather_sept_85_srt,0,256,direct32,split,5,6746.08,6737.83,6780.87,26014.39501953125,0.9649737328937694,1.0362976378654303
weather_sept_85_srt,0,256,local16,inline,5,7053.41,7042.86,7071.15,27186.0703125,0.9229280589105128,1.0
weather_sept_85_srt,0,256,local16,split,5,7095.67,7069.31,7111.92,27310.9697265625,0.9174313348845141,1.0059914282595228
weather_sept_85_srt,0,256,scan128,inline,5,6915.68,6911.79,6941.02,26672.24462890625,0.9413087360895819,1.0
weather_sept_85_srt,0,256,scan128,split,5,7087.21,7062.25,7125.06,27239.5341796875,0.918526472335376,1.0248030562432038
weather_sept_85_srt,3,37,direct32,inline,5,966.089,965.573,972.125,3726.8861083984375,1.0,1.0
weather_sept_85_srt,3,37,direct32,split,5,1000.98,1000.44,1003.08,3860.2052612304688,0.9651431597034906,1.0361157201872704
weather_sept_85_srt,3,37,local16,inline,5,1051.71,1049.1,1055.44,4050.3433837890625,0.9185887744720503,1.0
weather_sept_85_srt,3,37,local16,split,5,1060.86,1059.08,1064.11,4064.8413696289062,0.9106658748562488,1.0087001169523917
weather_sept_85_srt,3,37,scan128,inline,5,1035.76,1032.16,1040.86,3983.8441162109375,0.932734417239515,1.0
weather_sept_85_srt,3,37,scan128,split,5,1051.7,1049.01,1059.57,4049.8104248046875,0.9185975087952838,1.015389665559589
weather_sept_85_srt,15,18,direct32,inline,5,466.139,464.471,467.214,1795.292236328125,1.0,1.0
weather_sept_85_srt,15,18,direct32,split,5,475.464,474.384,477.34,1831.0042419433594,0.9803875792909663,1.0200047625279154
weather_sept_85_srt,15,18,local16,inline,5,510.115,508.993,512.994,1966.3316040039062,0.9137919880811189,1.0
weather_sept_85_srt,15,18,local16,split,5,509.605,509.217,510.288,1963.4585876464844,0.9147064883586307,0.9990002254393617
weather_sept_85_srt,15,18,scan128,inline,5,501.481,500.146,504.526,1931.1741027832031,0.9295247476973205,1.0
weather_sept_85_srt,15,18,scan128,split,5,508.569,506.814,510.068,1959.017578125,0.9165698263165863,1.0141341346930393
weather_sept_85_srt,255,1,direct32,inline,5,52.1636,52.0591,52.3901,200.89434051513672,1.0,1.0
weather_sept_85_srt,255,1,direct32,split,5,53.1427,52.8403,53.1602,204.33049774169922,0.9815760207893088,1.0187697934958475
weather_sept_85_srt,255,1,local16,inline,5,64.247,64.1424,64.2637,247.1473846435547,0.811922735691939,1.0
weather_sept_85_srt,255,1,local16,split,5,65.4756,65.4655,65.6608,252.52228546142578,0.7966876210374552,1.0191230718944075
weather_sept_85_srt,255,1,scan128,inline,5,62.5876,62.5342,62.7536,241.2702522277832,0.8334494372687242,1.0
weather_sept_85_srt,255,1,scan128,split,5,64.2046,64.0544,64.6695,247.3721046447754,0.8124589203888818,1.025835788558756
wikileaks-noquotes,0,256,direct32,inline,5,6491.71,6476.01,6501.72,25051.3134765625,1.0,1.0
wikileaks-noquotes,0,256,direct32,split,5,6761.0,6750.26,6887.09,26040.10693359375,0.960170093181482,1.0414821364478697
wikileaks-noquotes,0,256,local16,inline,5,7052.4,7030.91,7063.32,27176.0322265625,0.9204965685440418,1.0
wikileaks-noquotes,0,256,local16,split,5,7116.29,7072.17,7120.47,27309.9140625,0.9122323570287327,1.0090593273211956
wikileaks-noquotes,0,256,scan128,inline,5,6916.66,6900.44,6935.12,26665.3681640625,0.938561386565192,1.0
wikileaks-noquotes,0,256,scan128,split,5,7087.81,7056.55,7129.0,27238.9033203125,0.9158978584358215,1.024744602163472
wikileaks-noquotes,3,37,direct32,inline,5,966.483,965.892,969.059,3728.1746215820312,1.0,1.0
wikileaks-noquotes,3,37,direct32,split,5,1003.8,1001.32,1008.69,3864.9307250976562,0.9628242677824268,1.0386111292179998
wikileaks-noquotes,3,37,local16,inline,5,1049.54,1047.7,1052.09,4045.7567749023438,0.9208634258818149,1.0
wikileaks-noquotes,3,37,local16,split,5,1055.89,1050.85,1059.33,4062.0506591796875,0.9153254600384508,1.0060502696419384
wikileaks-noquotes,3,37,scan128,inline,5,1034.16,1032.2,1039.19,3984.8431396484375,0.9345584822464608,1.0
wikileaks-noquotes,3,37,scan128,split,5,1050.07,1048.44,1050.95,4045.201171875,0.9203986400906606,1.015384466620252
wikileaks-noquotes,15,18,direct32,inline,5,465.943,464.087,466.208,1794.2676391601562,1.0,1.0
wikileaks-noquotes,15,18,direct32,split,5,475.792,474.406,479.208,1831.3587036132812,0.9792997780542758,1.021137778655329
wikileaks-noquotes,15,18,local16,inline,5,509.675,508.666,510.657,1962.6888122558594,0.9141963015647225,1.0
wikileaks-noquotes,15,18,local16,split,5,507.817,507.271,511.051,1960.6596374511719,0.9175411614813997,0.996354539657625
wikileaks-noquotes,15,18,scan128,inline,5,502.231,499.366,503.751,1929.2338256835938,0.9277463955829091,1.0
wikileaks-noquotes,15,18,scan128,split,5,507.767,506.452,508.215,1954.9130859375,0.9176315120911757,1.0110228161941417
wikileaks-noquotes,255,1,direct32,inline,5,52.2173,52.0506,52.3417,200.90570831298828,1.0,1.0
wikileaks-noquotes,255,1,direct32,split,5,52.96,52.9442,53.128,204.31023788452148,0.9859762084592145,1.0142232555111046
wikileaks-noquotes,255,1,local16,inline,5,64.1455,63.9787,64.377,247.00011825561523,0.8140446329048804,1.0
wikileaks-noquotes,255,1,local16,split,5,65.5452,65.4242,65.567,252.50207901000977,0.796660930167274,1.021820704492131
wikileaks-noquotes,255,1,scan128,inline,5,62.5508,62.4587,62.77,241.13208770751953,0.8347982759612986,1.0
wikileaks-noquotes,255,1,scan128,split,5,64.1499,64.0321,64.2307,247.25225448608398,0.8139887981119223,1.0255648209135615
wikileaks-noquotes_srt,0,256,direct32,inline,5,6497.48,6483.72,6509.07,25048.005859375,1.0,1.0
wikileaks-noquotes_srt,0,256,direct32,split,5,6745.54,6738.74,6793.49,26029.4541015625,0.963226072338167,1.0381778781927764
wikileaks-noquotes_srt,0,256,local16,inline,5,7048.1,7026.6,7071.92,27124.41259765625,0.9218768178658077,1.0
wikileaks-noquotes_srt,0,256,local16,split,5,7084.24,7057.63,7118.97,27249.458984375,0.9171738958589771,1.005127623047346
wikileaks-noquotes_srt,0,256,scan128,inline,5,6924.84,6901.6,6976.92,26652.91943359375,0.9382859387364906,1.0
wikileaks-noquotes_srt,0,256,scan128,split,5,7065.43,7039.68,7103.93,27222.88134765625,0.9196156497198329,1.0203022741319656
wikileaks-noquotes_srt,3,37,direct32,inline,5,967.605,963.388,969.717,3725.5481567382812,1.0,1.0
wikileaks-noquotes_srt,3,37,direct32,split,5,1002.46,999.056,1005.86,3862.5599975585938,0.9652305328890928,1.0360219304364902
wikileaks-noquotes_srt,3,37,local16,inline,5,1046.69,1045.08,1047.8,4033.7997436523438,0.9244427671994573,1.0
wikileaks-noquotes_srt,3,37,local16,split,5,1049.56,1048.07,1052.53,4046.1369018554688,0.9219148976714052,1.0027419770896826
wikileaks-noquotes_srt,3,37,scan128,inline,5,1032.17,1030.1,1033.9,3978.3275146484375,0.9374473197244639,1.0
wikileaks-noquotes_srt,3,37,scan128,split,5,1047.1,1044.99,1048.39,4033.5195922851562,0.9240807945754943,1.0144646715172887
wikileaks-noquotes_srt,15,18,direct32,inline,5,465.375,464.32,467.321,1793.6651000976562,1.0,1.0
wikileaks-noquotes_srt,15,18,direct32,split,5,474.732,474.63,476.084,1832.0193481445312,0.980289932003741,1.0201063658340048
wikileaks-noquotes_srt,15,18,local16,inline,5,507.625,506.173,509.057,1954.1966247558594,0.9167692686530411,1.0
wikileaks-noquotes_srt,15,18,local16,split,5,507.431,505.784,507.488,1953.1008605957031,0.9171197660371558,0.9996178281211524
wikileaks-noquotes_srt,15,18,scan128,inline,5,499.693,498.284,503.269,1923.9490966796875,0.9313218316046052,1.0
wikileaks-noquotes_srt,15,18,scan128,split,5,505.539,504.109,505.718,1947.8673706054688,0.9205521235750358,1.0116991832985454
wikileaks-noquotes_srt,255,1,direct32,inline,5,52.0812,51.9292,52.3013,200.89623641967773,1.0,1.0
wikileaks-noquotes_srt,255,1,direct32,split,5,53.0842,52.9223,58.0449,204.30534744262695,0.9811054890155639,1.0192583888236062
wikileaks-noquotes_srt,255,1,local16,inline,5,64.223,64.1207,70.9154,247.39212799072266,0.81094312006602,1.0
wikileaks-noquotes_srt,255,1,local16,split,5,65.4962,65.4774,65.9859,252.45260620117188,0.7951789569471206,1.0198246734036094
wikileaks-noquotes_srt,255,1,scan128,inline,5,62.8273,62.5807,62.9387,241.25300216674805,0.8289581121582497,1.0
wikileaks-noquotes_srt,255,1,scan128,split,5,64.2724,64.2168,64.3305,247.2444953918457,0.8103198262395678,1.0230011475902991
