src,dst,edge,passes,p50_us_min,p50_us_max,p99_us_min,p99_us_max,p50_lo_us_min,p50_lo_us_max,p50_hi_us_min,p50_hi_us_max,p99_hi_us_min,p99_hi_us_max,rtt_p50_us_min,rtt_p50_us_max,rtt_p99_us_min,rtt_p99_us_max,passes_point_p50_le_110,passes_point_p99_le_110,passes_bounded_p50_le_110,passes_resolved_faster
9,7,az5b -> az4b,4,131.92206238123538,148.0100826617192,140.73019232919657,159.7580711208805,85.25672561531532,101.46102609859858,180.26357858083088,197.36632819784785,195.69510360548045,213.18791240944034,281.7795,295.15925000000004,296.010645,305.512665,0,0,0,0
9,10,az5b -> az6a,4,286.842362464037,293.70052429008535,294.68807912593866,304.77057749013034,238.15976685835838,247.76246835215213,336.97133732212205,343.1992136365866,352.63352738304,361.8851829094163,578.3595,585.5577499999999,589.4270599999999,598.51187,0,0,0,0
9,11,az5b -> az6b,4,342.46204903033936,349.10440030897087,353.6358770337318,363.8179158729286,296.01288765090084,303.3873730281781,391.1340062723724,396.8905948216716,406.1675381543513,413.7420222090251,686.097,701.78125,698.826685,718.0436149999999,0,0,0,0
10,0,az6a -> az1a,4,235.1353516163521,240.05538025183284,245.55671000220184,248.1681695587328,189.8870332497998,192.54505904629636,286.0126869057059,290.33093282442456,301.6526831063114,303.5966770519279,476.526,480.13149999999996,513.202455,532.3101800000001,0,0,0,0
10,1,az6a -> az1b,4,250.11175414260202,264.1149469257397,256.2055125122999,270.6809724459816,203.25826115090086,218.3418992793794,294.75522900605597,311.7006103182683,311.2942844815727,325.5755802066506,507.84475,556.05,547.0564699999998,565.044935,0,0,0,0
10,2,az6a -> az2a,4,304.6916869877291,312.27574398531266,312.5103146661228,324.3932607700734,260.4574125571071,264.4369132496497,352.14745565225235,360.0914906889391,368.71937679279483,375.6819336923112,614.3634999999999,620.6205,626.78736,634.7083,0,0,0,0
10,3,az6a -> az2b,4,330.1659698803262,592.1119394043067,342.8125816608722,597.1323591598563,280.8676975581581,544.962197483083,379.0590085446447,638.7114583272273,396.6088722033784,654.3521348699941,659.30975,931.02375,677.128905,945.037385,0,0,0,0
10,4,az6a -> az3a,4,187.77454837819351,210.9913864995141,193.64606086699393,215.08455452626458,0.0,0.0,372.4976169066066,405.9698345443944,378.71312500976677,412.835170136021,372.341,405.80375000000004,378.55127500000003,412.66606,0,0,0,0
10,5,az6a -> az3b,4,182.90922191558678,216.30874377890774,189.76853028149995,224.94179777134522,0.0,0.0,361.91014063218216,402.17992606386383,370.5435648777497,412.1976402779259,361.69275,401.98524999999995,370.33196,411.96733,0,0,0,0
10,6,az6a -> az4a,4,392.19531840085256,431.4471930212482,406.3532019135448,441.56016745555377,346.28275392562557,383.9373997350852,439.0888448936937,480.84024064995,458.8102986726085,497.0127001412193,771.2405,868.5595000000001,801.6252299999999,888.5824799999999,0,0,0,0
10,7,az6a -> az4b,4,462.47602386814174,464.93643430691844,467.68117204137667,475.09723733005455,416.43761317662666,417.4259671768769,509.6906848461962,514.6066147358858,524.4061889850971,527.6298647375495,914.39775,927.6305,927.3388649999999,941.88024,0,0,0,0
10,8,az6a -> az5a,4,298.26847189915236,329.238619703944,307.20173482486933,340.18340445253887,250.8158518167167,284.5178248458458,343.94373392897893,377.1761662855355,360.75547927657556,393.52206335509214,592.24525,646.5805,602.89044,660.730865,0,0,0,0
10,9,az6a -> az5b,4,290.3764883805869,292.69162601695336,297.6862341545591,301.2929342614276,241.69336404679677,245.7289214665165,337.0278501184184,343.00756510190195,352.44029527231424,359.1276394555056,578.3595,585.5577499999999,589.4270599999999,598.51187,0,0,0,0
11,0,az6b -> az1a,4,274.56965579644014,285.2818435778074,286.71262658134935,296.5189151405003,231.74326889679668,241.7830208472472,321.29261794609613,332.5927892879881,338.96098692372857,350.3139214662873,554.0260000000001,563.10725,588.80928,613.5986800000001,0,0,0,0
11,1,az6b -> az1b,4,249.72188541200808,253.65759762337245,257.2103033444069,259.71480757904294,203.22911692627622,206.86812953813808,295.2819462387888,301.48125108443446,311.86812540097696,316.14657929137337,500.5365,504.0815,508.93318999999997,512.471615,0,0,0,0
11,2,az6b -> az2a,4,358.35608277403367,370.9680800013812,369.13793378509104,380.0201889063279,310.5455858297297,323.38208503948954,405.92819034404397,420.5707169395895,420.12908357801393,435.160175115998,719.9327499999999,729.64775,732.497025,745.369785,0,0,0,0
11,3,az6b -> az2b,4,391.4468963635222,631.6122670769471,398.45480309811967,638.3555077195538,345.00490015830826,582.0035863267267,438.8526899039039,681.8494617807307,453.8705517086356,693.9704426813013,886.8515,1025.50725,894.11921,1033.758355,0,0,0,2
11,4,az6b -> az3a,4,200.62251856003394,269.5116900869725,205.66862634857824,276.4319198752513,0.0,0.0,411.8055550507007,507.7360848161161,418.076365002036,518.0014769866006,411.57675,507.50175,417.85677499999997,517.8074349999999,0,0,0,0
11,5,az6b -> az3b,4,252.27677057538176,266.3919721739567,259.739523023737,272.76353926979004,0.0,0.0,486.54485887697695,506.8551362750751,495.0976932574965,513.435032827036,486.321,506.65375,494.87278,513.24052,0,0,0,0
11,6,az6b -> az4a,4,371.7411432289798,438.78690913193935,379.993345632701,447.6643883533523,325.62925129859855,391.81047778473476,420.3716616208709,488.2492512737738,436.4115413691231,505.06584549764267,749.4555,865.883,791.019595,884.9081,0,0,0,0
11,7,az6b -> az4b,4,437.3558338044795,553.1207768142983,443.28450143680067,565.163915399243,392.66947826061073,507.6835309187187,483.3900185005505,599.0375267856357,499.1204927577528,615.9068101749579,926.51275,1034.1399999999999,938.1946,1048.451325,0,0,0,0
11,8,az6b -> az5a,4,347.0360452570921,370.82314928550295,354.82535788827516,379.4639119591854,297.5982497487988,323.46932173628625,394.5070476785285,419.8337773822823,410.1865652604685,435.30077707220613,703.213,726.6089999999999,711.6212499999999,737.801815,0,0,0,0
11,9,az6b -> az5b,4,342.85236545003045,352.316595825268,352.6751289593303,362.0056438927299,295.648050747047,305.8729433447948,390.14984012812806,399.02083794069074,408.5501958394434,415.30272611368963,686.097,701.78125,698.826685,718.0436149999999,0,0,0,0
