scope,case,best_ordinary,ordinary_ns,best_retained_prior,prior_ns,ratio,same_wire
large,local/k45/h16/u64/encode,bulk/series/avx512/local/k45/h16/u64/encode,0.16722799917686842,bulk/calico/striped/k45/h0/u64/encode,0.14249312038161854,1.1735864772208375,False
large,local/k46/h16/u64/encode,bulk/series/avx512/local/k46/h16/u64/encode,0.16680049498876992,bulk/calico/striped/k46/h0/u64/encode,0.14417442265101574,1.156935411439255,False
large,local/k47/h16/u64/encode,bulk/series/avx512/local/k47/h16/u64/encode,0.16731514225044702,bulk/calico/striped/k47/h0/u64/encode,0.1421621655895211,1.1769315806116276,False
large,local/k48/h16/u64/encode,bulk/series/avx512/local/k48/h16/u64/encode,0.16348154410168902,bulk/calico/striped/k48/h0/u64/encode,0.11976867649581094,1.364977462261654,False
large,local/k49/h16/u64/encode,bulk/series/avx512/local/k49/h16/u64/encode,0.16473507887652758,bulk/calico/striped/k49/h0/u64/encode,0.12444283785643695,1.3237811168094193,False
large,local/k50/h16/u64/encode,bulk/series/avx512/local/k50/h16/u64/encode,0.1671465286097466,bulk/calico/striped/k50/h0/u64/encode,0.12517290450513494,1.3353251589914956,False
large,local/k51/h16/u64/encode,bulk/series/avx512/local/k51/h16/u64/encode,0.16733848651250052,bulk/calico/striped/k51/h0/u64/encode,0.12445101768347608,1.3446132432448465,False
large,local/k52/h16/u64/encode,bulk/series/avx512/local/k52/h16/u64/encode,0.167593320684629,bulk/calico/striped/k52/h0/u64/encode,0.1271171856199006,1.318415915734306,False
large,local/k53/h16/u64/encode,bulk/series/avx512/local/k53/h16/u64/encode,0.17261441522191334,bulk/calico/striped/k53/h0/u64/encode,0.12412951450722726,1.3905992938678828,False
large,local/k54/h16/u64/encode,bulk/series/avx512/local/k54/h16/u64/encode,0.17093768854988822,bulk/calico/striped/k54/h0/u64/encode,0.126379191839045,1.3525777943539343,False
large,local/k55/h16/u64/encode,bulk/series/avx512/local/k55/h16/u64/encode,0.171267733002458,bulk/calico/striped/k55/h0/u64/encode,0.12623576071759174,1.356729123577031,False
large,local/k56/h16/u64/encode,bulk/series/avx512/local/k56/h16/u64/encode,0.17543677279823305,bulk/calico/local/k56/h0/u64/encode,0.13338432247791168,1.3152728112202634,False
large,local/k57/h16/u64/encode,bulk/series/avx512/local/k57/h16/u64/encode,0.1753122308581726,bulk/calico/striped/k57/h0/u64/encode,0.1526489177966927,1.148466909484837,False
large,local/k58/h16/u64/encode,bulk/series/avx512/local/k58/h16/u64/encode,0.1748642616500505,bulk/calico/striped/k58/h0/u64/encode,0.1549206523387548,1.1287343489084098,False
large,local/k59/h16/u64/encode,bulk/series/avx512/local/k59/h16/u64/encode,0.17631220819448973,bulk/calico/striped/k59/h0/u64/encode,0.15140729904174882,1.1644894883559984,False
large,local/k60/h16/u64/encode,bulk/series/avx512/local/k60/h16/u64/encode,0.1756321285670036,bulk/calico/striped/k60/h0/u64/encode,0.14836958594216776,1.1837475143690324,False
large,local/k61/h16/u64/encode,bulk/series/avx512/local/k61/h16/u64/encode,0.178876106717939,bulk/calico/striped/k61/h0/u64/encode,0.15276286685373316,1.1709397080719142,False
large,local/k62/h16/u64/encode,bulk/series/avx512/local/k62/h16/u64/encode,0.1816290435193955,bulk/calico/striped/k62/h0/u64/encode,0.15800244701608873,1.1495331050214745,False
large,local/k63/h16/u64/encode,bulk/series/avx512/local/k63/h16/u64/encode,0.18367487300527613,bulk/calico/striped/k63/h0/u64/encode,0.1553473891192675,1.1823492756885685,False
large,local/k64/h16/u64/encode,bulk/series/avx512/local/k64/h16/u64/encode,0.18841045370727438,bulk/calico/local/k64/h0/u64/encode,0.14429841992465875,1.3057000472052809,False
large,striped/k17/h16/u64/encode,bulk/series/avx2/striped/k17/h16/u64/encode,0.1564206379215889,bulk/calico/striped/k17/h0/u64/encode,0.09428594584564814,1.6590026914261329,False
large,striped/k18/h16/u64/encode,bulk/series/avx2/striped/k18/h16/u64/encode,0.1411440619393357,bulk/calico/striped/k18/h0/u64/encode,0.09883693296221412,1.4280497958520812,False
large,striped/k19/h16/u64/encode,bulk/series/avx512/striped/k19/h16/u64/encode,0.1619554719774226,bulk/calico/local/k19/h0/u64/encode,0.11693037729196543,1.3850590045821307,False
large,striped/k20/h16/u64/encode,bulk/series/avx512/striped/k20/h16/u64/encode,0.13839815326613786,bulk/calico/striped/k20/h0/u64/encode,0.09584253096773926,1.4440160528807704,False
large,striped/k21/h16/u64/encode,bulk/series/avx512/striped/k21/h16/u64/encode,0.14143624150495776,bulk/calico/local/k21/h0/u64/encode,0.09744751021567497,1.451409494115602,False
large,striped/k22/h16/u64/encode,bulk/series/avx512/striped/k22/h16/u64/encode,0.14606884900798384,bulk/calico/striped/k22/h0/u64/encode,0.09613925090682914,1.519346652175839,False
large,striped/k23/h16/u64/encode,bulk/series/avx2/striped/k23/h16/u64/encode,0.14456775988912934,bulk/calico/striped/k23/h0/u64/encode,0.11597611252012413,1.2465304858709072,False
large,striped/k26/h16/u64/encode,bulk/series/avx512/striped/k26/h16/u64/encode,0.1419192374631318,bulk/calico/local/k26/h0/u64/encode,0.11579145295279392,1.225645190936413,False
large,striped/k28/h16/u64/encode,bulk/series/avx512/striped/k28/h16/u64/encode,0.14418444112945356,bulk/calico/striped/k28/h0/u64/encode,0.11122925086947616,1.2962816885159931,False
large,striped/k30/h16/u64/encode,bulk/series/avx512/striped/k30/h16/u64/encode,0.1454212370722528,bulk/calico/striped/k30/h0/u64/encode,0.11702664703554741,1.2426335433508608,False
large,striped/k31/h16/u64/encode,bulk/series/avx512/striped/k31/h16/u64/encode,0.17741242184423067,bulk/calico/striped/k31/h0/u64/encode,0.11217630043458407,1.5815499455492315,False
large,striped/k36/h16/u64/encode,bulk/series/avx2/striped/k36/h16/u64/encode,0.15111066434185372,bulk/calico/local/k36/h0/u64/encode,0.12095914527983889,1.2492702721423776,False
