dataset,mask,operation,configuration,policy,repetitions,median_ns,min_ns,max_ns,cycles_per_call,relative_to_plain
terminal_mix,cluster32,union,local-frame,complete,5,505.857,505.211,506.61,2268.5090942382812,8.215992255943661
terminal_mix,cluster32,union,local-frame,selected,5,449.923,449.386,453.338,2016.3142700195312,21.479729213611886
terminal_mix,cluster32,union,local-inline,complete,5,491.128,490.475,492.464,2202.722900390625,7.976767830982072
terminal_mix,cluster32,union,local-point,complete,5,687.062,684.418,688.34,3073.9962158203125,11.15907474118805
terminal_mix,cluster32,union,mixed-frame,complete,5,509.285,508.098,510.472,2284.1642456054688,8.271668902611346
terminal_mix,cluster32,union,mixed-frame-point,complete,5,615.793,614.327,615.962,2759.175048828125,10.001542964245457
terminal_mix,cluster32,union,mixed-point-frame,complete,5,649.492,648.223,650.203,2911.114990234375,10.54887298643166
terminal_mix,cluster32,union,plain,complete,5,61.5698,61.4278,61.8325,275.4848937988281,1.0
terminal_mix,cluster32,union,plain,selected,5,20.9464,20.8738,20.9839,93.57987594604492,1.0
terminal_mix,dispersed32,intersection,bec-plain-frame,complete,5,489.906,489.271,493.041,2195.529296875,6.141689639739592
terminal_mix,dispersed32,intersection,local-frame,complete,5,398.435,397.377,400.666,1778.9337158203125,4.99496660912429
terminal_mix,dispersed32,intersection,local-frame,selected,5,352.594,351.56,353.559,1578.4712524414062,9.469195051012598
terminal_mix,dispersed32,intersection,local-inline,complete,5,335.087,333.881,337.419,1498.6339721679688,4.200806596186657
terminal_mix,dispersed32,intersection,local-point,complete,5,431.889,428.889,432.72,1930.7218017578125,5.414361524083176
terminal_mix,dispersed32,intersection,mixed-frame,complete,5,400.887,399.99,406.647,1795.4437866210938,5.025706022392634
terminal_mix,dispersed32,intersection,mixed-frame-point,complete,5,420.219,419.762,420.43,1880.7775268554688,5.268060972353332
terminal_mix,dispersed32,intersection,mixed-point-frame,complete,5,434.342,432.805,434.875,1945.8976440429688,5.445113473816964
terminal_mix,dispersed32,intersection,plain,complete,5,79.7673,79.5918,79.955,357.2020568847656,1.0
terminal_mix,dispersed32,intersection,plain,selected,5,37.2359,37.0319,37.9223,166.8883514404297,1.0
terminal_mix,dispersed32,union,bec-plain-frame,complete,5,490.936,489.526,492.548,2201.3984985351562,6.108410424222817
terminal_mix,dispersed32,union,local-frame,complete,5,637.047,634.574,642.121,2852.095703125,7.9263784597582445
terminal_mix,dispersed32,union,local-frame,selected,5,588.762,588.561,590.374,2640.0706787109375,15.730942902182914
terminal_mix,dispersed32,union,local-inline,complete,5,604.933,602.499,606.2,2710.8983154296875,7.526803989025823
terminal_mix,dispersed32,union,local-point,complete,5,700.369,698.41,711.177,3137.8421630859375,8.714254608345101
terminal_mix,dispersed32,union,mixed-frame,complete,5,646.81,646.346,650.82,2897.692626953125,8.047853379038328
terminal_mix,dispersed32,union,mixed-frame-point,complete,5,679.73,676.996,685.519,3045.3785400390625,8.457456405024232
terminal_mix,dispersed32,union,mixed-point-frame,complete,5,692.2,690.547,715.336,3097.369384765625,8.612612836799572
terminal_mix,dispersed32,union,plain,complete,5,80.3705,79.739,81.6336,359.5461730957031,1.0
terminal_mix,dispersed32,union,plain,selected,5,37.427,37.0179,37.7815,167.47907638549805,1.0
terminal_mix,none,intersection,bec-plain-frame,complete,5,49.8411,49.6832,50.0368,222.95304107666016,1.0107952333052113
terminal_mix,none,intersection,local-frame,complete,5,52.0849,51.9498,52.221,233.06002044677734,1.056300295281978
terminal_mix,none,intersection,local-frame,selected,5,3.14547,3.1364,3.15359,14.083597183227539,2.252088867250428
terminal_mix,none,intersection,local-inline,complete,5,48.6451,48.4061,48.7163,217.34300231933594,0.9865399279641768
terminal_mix,none,intersection,local-point,complete,5,52.1053,51.8642,52.2676,233.06118774414062,1.056714014536959
terminal_mix,none,intersection,mixed-frame,complete,5,52.07,51.8846,52.239,233.05873107910156,1.055998117982997
terminal_mix,none,intersection,mixed-frame-point,complete,5,52.0641,51.9203,52.3228,233.057861328125,1.0558784638847427
terminal_mix,none,intersection,mixed-point-frame,complete,5,52.2394,51.9217,52.4107,233.05815887451172,1.059433610227789
terminal_mix,none,intersection,plain,complete,5,49.3088,49.2447,49.407,220.77979278564453,1.0
terminal_mix,none,intersection,plain,selected,5,1.39669,1.39621,1.39972,6.251598834991455,1.0
terminal_mix,none,union,bec-plain-frame,complete,5,49.8693,49.6874,50.4226,222.98062133789062,1.0098884186225472
terminal_mix,none,union,local-frame,complete,5,52.3717,51.8938,52.5246,233.06867218017578,1.0605637795913407
terminal_mix,none,union,local-frame,selected,5,3.14805,3.14544,3.16236,14.084941387176514,1.7113803901102485
terminal_mix,none,union,local-inline,complete,5,49.4226,49.2823,49.5046,220.99971771240234,1.0008424292744174
terminal_mix,none,union,local-point,complete,5,52.0734,51.9719,52.1886,233.05847930908203,1.0545229946740649
terminal_mix,none,union,mixed-frame,complete,5,52.1748,51.9453,52.5405,233.05890655517578,1.056576416030457
terminal_mix,none,union,mixed-frame-point,complete,5,52.1564,51.955,52.375,233.06082153320312,1.056203803082157
terminal_mix,none,union,mixed-point-frame,complete,5,52.0653,51.9034,52.1076,233.0533218383789,1.054358963973998
terminal_mix,none,union,plain,complete,5,49.381,49.1738,49.6457,220.81656646728516,1.0
terminal_mix,none,union,plain,selected,5,1.83948,1.83697,1.8464,8.251975059509277,1.0
terminal_mix,single255,intersection,bec-plain-frame,complete,5,128.673,128.385,128.756,576.5589294433594,2.2873532773611167
terminal_mix,single255,intersection,local-frame,complete,5,63.4315,63.4103,63.5814,284.0581512451172,1.1275889224074334
terminal_mix,single255,intersection,local-frame,selected,5,9.96118,9.91218,10.0482,44.490182876586914,4.39839627681887
terminal_mix,single255,intersection,local-inline,complete,5,57.1742,57.1167,57.2178,255.9605712890625,1.0163561411523783
terminal_mix,single255,intersection,local-point,complete,5,55.7601,55.5498,55.7885,249.51951599121094,0.9912184178575428
terminal_mix,single255,intersection,mixed-frame,complete,5,62.5461,62.4113,62.6397,279.90734100341797,1.1118496251828756
terminal_mix,single255,intersection,mixed-frame-point,complete,5,61.4016,60.9303,61.4757,274.2398452758789,1.0915044414540451
terminal_mix,single255,intersection,mixed-point-frame,complete,5,59.5051,59.4687,59.7495,266.7232666015625,1.0577913432087616
terminal_mix,single255,intersection,plain,complete,5,56.2541,56.1,56.7145,251.06590270996094,1.0
terminal_mix,single255,intersection,plain,selected,5,2.26473,2.25664,2.26648,10.127537488937378,1.0
terminal_mix,single255,union,bec-plain-frame,complete,5,128.521,128.388,128.914,576.679931640625,2.2920504703731774
terminal_mix,single255,union,local-frame,complete,5,130.642,130.548,130.734,585.6784362792969,2.329876499175175
terminal_mix,single255,union,local-frame,selected,5,59.366,59.2096,59.872,266.1061096191406,26.193039426776323
terminal_mix,single255,union,local-inline,complete,5,123.879,123.549,124.13,554.9633178710938,2.2092647911186414
terminal_mix,single255,union,local-point,complete,5,121.395,121.023,122.38,542.4592132568359,2.164965000668777
terminal_mix,single255,union,mixed-frame,complete,5,130.473,130.367,130.529,585.2176513671875,2.3268625440278212
terminal_mix,single255,union,mixed-frame-point,complete,5,129.307,128.803,130.085,579.3316650390625,2.306068036916492
terminal_mix,single255,union,mixed-point-frame,complete,5,122.056,121.252,122.207,544.3349456787109,2.1767533104462973
terminal_mix,single255,union,plain,complete,5,56.0725,55.9796,56.1048,251.0621337890625,1.0
terminal_mix,single255,union,plain,selected,5,2.26648,2.26038,2.26862,10.127609252929688,1.0
