profile,target,case,variant,ns_per_value,over_materialized,vs_materialized,samples,materialized_samples
gnr-avx512bw,avx2,composition/avx2/local/k56/h0/u64/all,authored,0.2424641977121613,1.099749410260648,separated slower,"[0.24256374537913042,0.2424641977121613,0.24245826249580174]","[0.22056426175164123,0.2204722234446988,0.2204262174149694]"
gnr-avx512bw,avx2,composition/avx2/local/k56/h0/u64/all,authored-u64-carrier,0.1563765231777046,0.7092799298453514,separated faster,"[0.15632051238738293,0.1563765231777046,0.15644929178303899]","[0.22056426175164123,0.2204722234446988,0.2204262174149694]"
gnr-avx512bw,avx2,composition/avx2/local/k56/h0/u64/prefilter75,authored,0.26719261501217845,1.1433163875137426,separated slower,"[0.2671697387630598,0.26719261501217845,0.26723645160864984]","[0.23380757395587082,0.23364825477848974,0.23369962849322565]"
gnr-avx512bw,avx2,composition/avx2/local/k56/h0/u64/prefilter75,authored-u64-carrier,0.16664962335772193,0.7130932318215161,separated faster,"[0.16664962335772193,0.16653305683491842,0.16674435778396363]","[0.23380757395587082,0.23364825477848974,0.23369962849322565]"
gnr-avx512bw,avx2,composition/avx2/local/k60/h8/u64/all,authored,0.5260543540793258,1.4029795016398243,separated slower,"[0.5260543540793258,0.5266681453019989,0.5259934570113088]","[0.37498570726865454,0.3749551247644497,0.37451108292040264]"
gnr-avx512bw,avx2,composition/avx2/local/k60/h8/u64/all,authored-u64-carrier,0.4020020638636219,1.0721338029881933,separated slower,"[0.40220969890707076,0.4020020638636219,0.4019600595328323]","[0.37498570726865454,0.3749551247644497,0.37451108292040264]"
gnr-avx512bw,avx2,composition/avx2/local/k60/h8/u64/prefilter75,authored,0.5589242831570618,1.4383501631564575,separated slower,"[0.558932435409359,0.5585283718677067,0.5589242831570618]","[0.38858707529917696,0.3886056409138075,0.38841793120985324]"
gnr-avx512bw,avx2,composition/avx2/local/k60/h8/u64/prefilter75,authored-u64-carrier,0.43281535815128264,1.1138182035983928,separated slower,"[0.43281535815128264,0.4326701273149358,0.43306496106638304]","[0.38858707529917696,0.3886056409138075,0.38841793120985324]"
gnr-avx512bw,avx2,composition/avx2/local/k64/h0/u64/all,authored,0.2104651278889066,0.9495606922330617,separated faster,"[0.2104651278889066,0.21045443658654464,0.21046931318530673]","[0.22163518412770547,0.22186507776382083,0.22164473488678246]"
gnr-avx512bw,avx2,composition/avx2/local/k64/h0/u64/all,authored-u64-carrier,0.11189223457351072,0.5048269458359387,separated faster,"[0.11189223457351072,0.11182931558318863,0.11189422247196809]","[0.22163518412770547,0.22186507776382083,0.22164473488678246]"
gnr-avx512bw,avx2,composition/avx2/local/k64/h0/u64/prefilter75,authored,0.2343258779585643,1.001836392249852,separated slower,"[0.2343258779585643,0.23440358141753606,0.2342511024882572]","[0.23391407194422084,0.2338963525095471,0.23387181705044965]"
gnr-avx512bw,avx2,composition/avx2/local/k64/h0/u64/prefilter75,authored-u64-carrier,0.126636635768579,0.5414220205225732,separated faster,"[0.126636635768579,0.12666905455068853,0.1266209572626607]","[0.23391407194422084,0.2338963525095471,0.23387181705044965]"
gnr-avx512bw,avx2,composition/avx2/local/k7/h0/u8/all,authored,0.31535261102868883,1.8488979951432964,separated slower,"[0.31535261102868883,0.3155444003764704,0.31506474664063017]","[0.17059499719964868,0.1704685311501118,0.17056247118935722]"
gnr-avx512bw,avx2,composition/avx2/local/k7/h0/u8/all,authored-u64-carrier,0.24168812720151137,1.4170064816497117,separated slower,"[0.2414234890732432,0.24186961323546127,0.24168812720151137]","[0.17059499719964868,0.1704685311501118,0.17056247118935722]"
gnr-avx512bw,avx2,composition/avx2/local/k7/h0/u8/all,dense32-authored,0.07884565495188513,0.46226848381172464,separated faster,"[0.07884565495188513,0.0788334462286531,0.07885062191315095]","[0.17059499719964868,0.1704685311501118,0.17056247118935722]"
gnr-avx512bw,avx2,composition/avx2/local/k7/h0/u8/prefilter75,authored,0.3145166066579496,1.7583956468129915,separated slower,"[0.31460626925392265,0.3145166066579496,0.3142449588130436]","[0.17886566497590914,0.17899143296888725,0.17885844427501124]"
gnr-avx512bw,avx2,composition/avx2/local/k7/h0/u8/prefilter75,authored-u64-carrier,0.24283330083674387,1.357629486181433,separated slower,"[0.24256197954570755,0.24283330083674387,0.24293855080093876]","[0.17886566497590914,0.17899143296888725,0.17885844427501124]"
gnr-avx512bw,avx2,composition/avx2/local/k7/h0/u8/prefilter75,dense32-authored,0.08254175210562029,0.46147343100609933,separated faster,"[0.08255851941202319,0.08254175210562029,0.08250678338234106]","[0.17886566497590914,0.17899143296888725,0.17885844427501124]"
gnr-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/all,authored,0.12614288498980078,0.7645248191944111,separated faster,"[0.12614288498980078,0.1261827113486789,0.12613690983478346]","[0.16506655634523612,0.16499514708066515,0.16495599096787517]"
gnr-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/all,authored-u64-carrier,0.09252447532350415,0.5607708890872377,separated faster,"[0.0925417452041586,0.09252447532350415,0.09252366218259252]","[0.16506655634523612,0.16499514708066515,0.16495599096787517]"
gnr-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,authored,0.13383316195031422,0.7385892896116716,separated faster,"[0.13383316195031422,0.1339032601872951,0.13382195859890164]","[0.18120105968593148,0.18119908343277913,0.18126181005452358]"
gnr-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,authored-u64-carrier,0.09927751406963754,0.5478859463720095,separated faster,"[0.0993358279885115,0.09924942456351574,0.09927751406963754]","[0.18120105968593148,0.18119908343277913,0.18126181005452358]"
v2-neon,neon,composition/neon/local/k12/h0/u16/all,authored,0.2042293925398094,0.47940502079481184,separated faster,"[0.20410746294514281,0.2042293925398094,0.20423646725117683]","[0.42600595254762835,0.42609013335825313,0.4259318823853766]"
v2-neon,neon,composition/neon/local/k12/h0/u16/all,authored-u64-carrier,0.18021715796218427,0.42303906056813984,separated faster,"[0.18021715796218427,0.1803531492508694,0.1801223888985552]","[0.42600595254762835,0.42609013335825313,0.4259318823853766]"
v2-neon,neon,composition/neon/local/k12/h0/u16/prefilter75,authored,0.20909375951551268,0.3277480956475716,separated faster,"[0.2090956905040524,0.20909375951551268,0.20904150836543955]","[0.6379709364973756,0.6379547081112753,0.637973293948107]"
v2-neon,neon,composition/neon/local/k12/h0/u16/prefilter75,authored-u64-carrier,0.1841292290258945,0.28861695493028455,separated faster,"[0.1841292290258945,0.18400535840847856,0.18434926483771677]","[0.6379709364973756,0.6379547081112753,0.637973293948107]"
v2-neon,neon,composition/neon/local/k31/h0/u32/all,authored,0.33949396165733986,0.728785871669774,separated faster,"[0.33949396165733986,0.33940349999122027,0.339928982621352]","[0.4660958328130852,0.46583499331497835,0.46560508997622935]"
v2-neon,neon,composition/neon/local/k31/h0/u32/all,authored-u64-carrier,0.2964812049844697,0.6364511237651943,separated faster,"[0.2966054074674831,0.2963934682711315,0.2964812049844697]","[0.4660958328130852,0.46583499331497835,0.46560508997622935]"
v2-neon,neon,composition/neon/local/k31/h0/u32/prefilter75,authored,0.3749830204294656,0.5238487107520335,separated faster,"[0.37501337241880006,0.3749830204294656,0.3748656940141848]","[0.7152639172077477,0.7158231236097586,0.7163798085310327]"
v2-neon,neon,composition/neon/local/k31/h0/u32/prefilter75,authored-u64-carrier,0.3335209350707204,0.4659264615382056,separated faster,"[0.33362686011300324,0.3335209350707204,0.33346288992626266]","[0.7152639172077477,0.7158231236097586,0.7163798085310327]"
v2-neon,neon,composition/neon/local/k5/h0/u8/all,authored,0.2549545610639451,0.5728580659503345,separated faster,"[0.25502293379688123,0.25494698365789054,0.2549545610639451]","[0.44507065396989864,0.445004078854691,0.445057120110532]"
v2-neon,neon,composition/neon/local/k5/h0/u8/all,authored-u64-carrier,0.21686130989684535,0.487266240888331,separated faster,"[0.21686743769584582,0.21686130989684535,0.21681879764171283]","[0.44507065396989864,0.445004078854691,0.445057120110532]"
v2-neon,neon,composition/neon/local/k5/h0/u8/prefilter75,authored,0.25514757951030653,0.40792102122593066,separated faster,"[0.25514757951030653,0.25514718483413923,0.25520033861041125]","[0.6275561133532314,0.6254827925844763,0.6252345729518382]"
v2-neon,neon,composition/neon/local/k5/h0/u8/prefilter75,authored-u64-carrier,0.21682315284195045,0.34664926903271576,separated faster,"[0.21691525184756427,0.21682315284195045,0.21677800991689297]","[0.6275561133532314,0.6254827925844763,0.6252345729518382]"
v2-neon,neon,composition/neon/local/k56/h0/u64/all,authored,0.275401605355583,0.6657791861070053,separated faster,"[0.275401605355583,0.2754895269591374,0.2753953702466135]","[0.41328457623647036,0.41392557092279253,0.4136530716226385]"
v2-neon,neon,composition/neon/local/k56/h0/u64/all,authored-u64-carrier,0.27151951508402855,0.6563942920064341,separated faster,"[0.2715831520139748,0.27151951508402855,0.27150717118554507]","[0.41328457623647036,0.41392557092279253,0.4136530716226385]"
v2-neon,neon,composition/neon/local/k56/h0/u64/prefilter75,authored,0.30608123610154797,0.4649490134441963,separated faster,"[0.3056518620165394,0.3060832658775119,0.30608123610154797]","[0.6583114002849351,0.6573974013677534,0.6588330717713899]"
v2-neon,neon,composition/neon/local/k56/h0/u64/prefilter75,authored-u64-carrier,0.2825011484224482,0.4291299653935418,separated faster,"[0.2825635451449261,0.2825011484224482,0.28242670267743]","[0.6583114002849351,0.6573974013677534,0.6588330717713899]"
v2-neon,neon,composition/neon/local/k60/h8/u64/all,authored,0.7143116893379379,1.0175153012410356,separated slower,"[0.7146795900069307,0.7143116893379379,0.7128810839901915]","[0.6870145191288316,0.7020156733433998,0.7023950509742065]"
v2-neon,neon,composition/neon/local/k60/h8/u64/all,authored-u64-carrier,0.7080745544011746,1.0086306920028139,separated slower,"[0.7091844149804025,0.7080745544011746,0.7070987685580457]","[0.6870145191288316,0.7020156733433998,0.7023950509742065]"
v2-neon,neon,composition/neon/local/k60/h8/u64/prefilter75,authored,0.7391616380285901,0.7642684585701696,separated faster,"[0.7392873951464597,0.7391616380285901,0.7378639177098614]","[0.9668263267389224,0.9673825451770732,0.9671492127405722]"
v2-neon,neon,composition/neon/local/k60/h8/u64/prefilter75,authored-u64-carrier,0.7367995635026767,0.7618261523626092,separated faster,"[0.7379501501171593,0.7367995635026767,0.7357356897552728]","[0.9668263267389224,0.9673825451770732,0.9671492127405722]"
v2-neon,neon,composition/neon/local/k64/h0/u64/all,authored,0.28752158143018797,0.778758520611536,separated faster,"[0.2900387703326246,0.28752158143018797,0.2870245699404491]","[0.36652413330021116,0.36920505371088047,0.3696361694331685]"
v2-neon,neon,composition/neon/local/k64/h0/u64/all,authored-u64-carrier,0.2691507780924969,0.7290007961355406,separated faster,"[0.2691122491298995,0.2691507780924969,0.2691648212400387]","[0.36652413330021116,0.36920505371088047,0.3696361694331685]"
v2-neon,neon,composition/neon/local/k64/h0/u64/prefilter75,authored,0.24651075549281656,0.4041877647097725,separated faster,"[0.2465015462984591,0.24663448898468118,0.24651075549281656]","[0.6101482920672268,0.6098670046859805,0.6098916815797824]"
v2-neon,neon,composition/neon/local/k64/h0/u64/prefilter75,authored-u64-carrier,0.269623468467421,0.44208418742328837,separated faster,"[0.269623468467421,0.2695895000132226,0.2696770294059212]","[0.6101482920672268,0.6098670046859805,0.6098916815797824]"
v2-neon,neon,composition/neon/local/k7/h0/u8/all,authored,0.25515881313627986,0.573326185485528,separated faster,"[0.2551618867620811,0.2551133161897559,0.25515881313627986]","[0.4450499900335018,0.4449719256289994,0.4460387775739019]"
v2-neon,neon,composition/neon/local/k7/h0/u8/all,authored-u64-carrier,0.21683087808833684,0.48720566890028366,separated faster,"[0.21683087808833684,0.21683401246567105,0.2167974791549247]","[0.4450499900335018,0.4449719256289994,0.4460387775739019]"
v2-neon,neon,composition/neon/local/k7/h0/u8/prefilter75,authored,0.2551099334729905,0.40720135806385654,separated faster,"[0.25526867224046756,0.2551099334729905,0.25503156899564744]","[0.6263786027960898,0.6267226869049397,0.6264957825434969]"
v2-neon,neon,composition/neon/local/k7/h0/u8/prefilter75,authored-u64-carrier,0.2168991502662238,0.346210072453544,separated faster,"[0.21695561813097705,0.21679066803496316,0.2168991502662238]","[0.6263786027960898,0.6267226869049397,0.6264957825434969]"
v2-neon,neon,composition/neon/striped/k12/h0/u16/all,authored,0.13141329446773292,0.4108558166417512,separated faster,"[0.1314294349105561,0.13141329446773292,0.13139905971127636]","[0.3198858624324212,0.3197518193709481,0.3198525836676172]"
v2-neon,neon,composition/neon/striped/k12/h0/u16/all,authored-u64-carrier,0.12526399804013658,0.3916304086207032,separated faster,"[0.1252573560359183,0.12526399804013658,0.12531327174912804]","[0.3198858624324212,0.3197518193709481,0.3198525836676172]"
v2-neon,neon,composition/neon/striped/k12/h0/u16/prefilter75,authored,0.15146862783586934,0.2866475900241684,separated faster,"[0.15145813612229456,0.15146862783586934,0.15147196037056795]","[0.5284061485039248,0.5284407827578247,0.5284140983815647]"
v2-neon,neon,composition/neon/striped/k12/h0/u16/prefilter75,authored-u64-carrier,0.14838656164243466,0.2808149178776937,separated faster,"[0.14837091522879622,0.14838656164243466,0.14840450639911051]","[0.5284061485039248,0.5284407827578247,0.5284140983815647]"
zen-avx2,avx2,composition/avx2/local/k12/h0/u16/all,authored,0.2648683502851287,1.411922683366046,separated slower,"[0.2647031341602191,0.2648683502851287,0.26528735161562217]","[0.1874778744208741,0.18759408953872625,0.1878530356330747]"
zen-avx2,avx2,composition/avx2/local/k12/h0/u16/all,authored-u64-carrier,0.20796792961445643,1.1086059807418627,separated slower,"[0.20785835464921446,0.20796792961445643,0.20802906153772616]","[0.1874778744208741,0.18759408953872625,0.1878530356330747]"
zen-avx2,avx2,composition/avx2/local/k12/h0/u16/prefilter75,authored,0.2644876194966758,0.9293113958684561,separated faster,"[0.2644876194966758,0.26423352793166943,0.26453665129251613]","[0.28464715938435137,0.2846060219131478,0.28434172941749086]"
zen-avx2,avx2,composition/avx2/local/k12/h0/u16/prefilter75,authored-u64-carrier,0.20803729022727435,0.730965876367719,separated faster,"[0.20803729022727435,0.20792917052418458,0.20812964980660356]","[0.28464715938435137,0.2846060219131478,0.28434172941749086]"
zen-avx2,avx2,composition/avx2/local/k31/h0/u32/all,authored,0.24806129252086134,1.0142563866803604,separated slower,"[0.24773754827286856,0.24806129252086134,0.2482661572195024]","[0.24455897098399804,0.24487845926140692,0.24457454325997458]"
zen-avx2,avx2,composition/avx2/local/k31/h0/u32/all,authored-u64-carrier,0.19209925748030282,0.7854425686327776,separated faster,"[0.19209925748030282,0.19201741545623885,0.1922030060436302]","[0.24455897098399804,0.24487845926140692,0.24457454325997458]"
zen-avx2,avx2,composition/avx2/local/k31/h0/u32/prefilter75,authored,0.25563373098425357,0.7878808658835342,separated faster,"[0.25563373098425357,0.2556652123713068,0.25562605705366115]","[0.3245984985781105,0.3244573412727626,0.3242205406115579]"
zen-avx2,avx2,composition/avx2/local/k31/h0/u32/prefilter75,authored-u64-carrier,0.19749223352405118,0.6086847434221707,separated faster,"[0.19750400319432307,0.19725675066872725,0.19749223352405118]","[0.3245984985781105,0.3244573412727626,0.3242205406115579]"
zen-avx2,avx2,composition/avx2/local/k5/h0/u8/all,authored,0.19678456233305203,1.580657983545538,separated slower,"[0.1966374725889681,0.19678456233305203,0.1972427482195315]","[0.12434511071194768,0.1244953458506242,0.12457249891356165]"
zen-avx2,avx2,composition/avx2/local/k5/h0/u8/all,authored-u64-carrier,0.17702741894531637,1.4219601362264802,separated slower,"[0.17701808680255593,0.17702741894531637,0.17747898115608557]","[0.12434511071194768,0.1244953458506242,0.12457249891356165]"
zen-avx2,avx2,composition/avx2/local/k5/h0/u8/all,dense32-authored,0.08530130924129647,0.6851766920158228,separated faster,"[0.08541126876586817,0.08530130924129647,0.08526303573302674]","[0.12434511071194768,0.1244953458506242,0.12457249891356165]"
zen-avx2,avx2,composition/avx2/local/k5/h0/u8/prefilter75,authored,0.1967413164763948,1.3550637726053305,separated slower,"[0.1967413164763948,0.19673400611953643,0.1967798585876073]","[0.14513829506579484,0.14523887834429244,0.14518971022162863]"
zen-avx2,avx2,composition/avx2/local/k5/h0/u8/prefilter75,authored-u64-carrier,0.17644797977149707,1.2152925954749372,separated slower,"[0.17644797977149707,0.17621699434134847,0.17651289187296962]","[0.14513829506579484,0.14523887834429244,0.14518971022162863]"
zen-avx2,avx2,composition/avx2/local/k5/h0/u8/prefilter75,dense32-authored,0.08845346651125283,0.6092268272746789,separated faster,"[0.08845346651125283,0.08842231759299185,0.08845662584434956]","[0.14513829506579484,0.14523887834429244,0.14518971022162863]"
zen-avx2,avx2,composition/avx2/local/k56/h0/u64/all,authored,0.1606604293101347,1.1247342090422559,separated slower,"[0.1607665597053729,0.16039726656871806,0.1606604293101347]","[0.14282973702948773,0.14284301839360053,0.1430212618431829]"
zen-avx2,avx2,composition/avx2/local/k56/h0/u64/all,authored-u64-carrier,0.11289292612282643,0.7903286236346019,separated faster,"[0.11289747135119615,0.11289292612282643,0.11285960341261123]","[0.14282973702948773,0.14284301839360053,0.1430212618431829]"
zen-avx2,avx2,composition/avx2/local/k56/h0/u64/prefilter75,authored,0.17961782047110558,0.9082033198363479,separated faster,"[0.179285137929327,0.17966711514500666,0.17961782047110558]","[0.19777269753150814,0.19796583459544442,0.19769063583076235]"
zen-avx2,avx2,composition/avx2/local/k56/h0/u64/prefilter75,authored-u64-carrier,0.1151474532950837,0.5822211798306437,separated faster,"[0.1150559609534544,0.1151474532950837,0.11515176588989263]","[0.19777269753150814,0.19796583459544442,0.19769063583076235]"
zen-avx2,avx2,composition/avx2/local/k60/h8/u64/all,authored,0.3270435384423745,1.4053791842468568,separated slower,"[0.3269680613406967,0.3270435384423745,0.32730314255481735]","[0.23248824665422524,0.2327289752384684,0.23270839792439166]"
zen-avx2,avx2,composition/avx2/local/k60/h8/u64/all,authored-u64-carrier,0.2534061428298537,1.0889428361420237,separated slower,"[0.2534061428298537,0.25321734485377456,0.253407531982955]","[0.23248824665422524,0.2327289752384684,0.23270839792439166]"
zen-avx2,avx2,composition/avx2/local/k60/h8/u64/prefilter75,authored,0.34425033889473555,1.1967283637591515,separated slower,"[0.3446495708690933,0.34425033889473555,0.34423621281798156]","[0.2878760855193708,0.2876595469111969,0.2873140528856083]"
zen-avx2,avx2,composition/avx2/local/k60/h8/u64/prefilter75,authored-u64-carrier,0.26790258646099974,0.9313182522104984,separated faster,"[0.26772435027543023,0.26797623197613557,0.26790258646099974]","[0.2878760855193708,0.2876595469111969,0.2873140528856083]"
zen-avx2,avx2,composition/avx2/local/k64/h0/u64/all,authored,0.11127213744676544,0.7734874663727109,separated faster,"[0.11127213744676544,0.11138744590079183,0.11106240881263764]","[0.14387112971402172,0.1438577123538652,0.14346625741410832]"
zen-avx2,avx2,composition/avx2/local/k64/h0/u64/all,authored-u64-carrier,0.11034522241395969,0.767044189765297,separated faster,"[0.11029656777400186,0.1103902259847048,0.11034522241395969]","[0.14387112971402172,0.1438577123538652,0.14346625741410832]"
zen-avx2,avx2,composition/avx2/local/k64/h0/u64/prefilter75,authored,0.13224386543787153,0.67140902775057,separated faster,"[0.13220750574548118,0.13247893427065668,0.13224386543787153]","[0.19875135270772143,0.19696468169474843,0.19601879236118827]"
zen-avx2,avx2,composition/avx2/local/k64/h0/u64/prefilter75,authored-u64-carrier,0.11067473415410738,0.5619014190860302,separated faster,"[0.11067473415410738,0.11063697591002135,0.11069572120972629]","[0.19875135270772143,0.19696468169474843,0.19601879236118827]"
zen-avx2,avx2,composition/avx2/local/k7/h0/u8/all,authored,0.19736362928330112,1.5836967912522146,separated slower,"[0.19730164644187267,0.19757216704692263,0.19736362928330112]","[0.12453056432840072,0.12471972953081545,0.12462210593181003]"
zen-avx2,avx2,composition/avx2/local/k7/h0/u8/all,authored-u64-carrier,0.1675317756868886,1.344318284739608,separated slower,"[0.1675317756868886,0.16759566012069524,0.167496168688557]","[0.12453056432840072,0.12471972953081545,0.12462210593181003]"
zen-avx2,avx2,composition/avx2/local/k7/h0/u8/all,dense32-authored,0.08526410328496012,0.6841812104476426,separated faster,"[0.0854348968885132,0.08521892680621088,0.08526410328496012]","[0.12453056432840072,0.12471972953081545,0.12462210593181003]"
zen-avx2,avx2,composition/avx2/local/k7/h0/u8/prefilter75,authored,0.19772384911477106,1.3598088259858487,separated slower,"[0.19771117339722,0.19772384911477106,0.19775182424834264]","[0.14541493630143784,0.1451007637335064,0.14540562271422464]"
zen-avx2,avx2,composition/avx2/local/k7/h0/u8/prefilter75,authored-u64-carrier,0.17645201270641056,1.2135157459020927,separated slower,"[0.17645201270641056,0.1758741688156452,0.17649540264775798]","[0.14541493630143784,0.1451007637335064,0.14540562271422464]"
zen-avx2,avx2,composition/avx2/local/k7/h0/u8/prefilter75,dense32-authored,0.08847872222010884,0.6084958791036711,separated faster,"[0.08848693648611247,0.08842977151296742,0.08847872222010884]","[0.14541493630143784,0.1451007637335064,0.14540562271422464]"
zen-avx2,avx2,composition/avx2/striped/k12/h0/u16/all,authored,0.0985677295837894,1.0280298218523667,separated slower,"[0.0987078659838351,0.09853916088377332,0.0985677295837894]","[0.09589876276567749,0.0958802239862887,0.0956645623342006]"
zen-avx2,avx2,composition/avx2/striped/k12/h0/u16/all,authored-u64-carrier,0.0764086510704955,0.7969177364606729,separated faster,"[0.0764959663647479,0.07638608233307571,0.0764086510704955]","[0.09589876276567749,0.0958802239862887,0.0956645623342006]"
zen-avx2,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,authored,0.10241809211766606,0.5554724949053077,separated faster,"[0.10241809211766606,0.10237221453747528,0.10250386716953812]","[0.18438013233243067,0.18430242454258788,0.18474986090642728]"
zen-avx2,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,authored-u64-carrier,0.08019515644539187,0.4349446734358717,separated faster,"[0.0801819172928393,0.08019515644539187,0.08021174342968156]","[0.18438013233243067,0.18430242454258788,0.18474986090642728]"
zen-avx512,avx2,composition/avx2/local/k12/h0/u16/all,authored,0.2353358597682272,2.70208548970792,separated slower,"[0.23535367890649592,0.23519263097379303,0.2353358597682272]","[0.08710158482284926,0.0870504642488345,0.08709415770322859]"
zen-avx512,avx2,composition/avx2/local/k12/h0/u16/all,authored-u64-carrier,0.1676886941299531,1.9253724767779328,separated slower,"[0.16774678691894676,0.1676886941299531,0.16744360731632468]","[0.08710158482284926,0.0870504642488345,0.08709415770322859]"
zen-avx512,avx2,composition/avx2/local/k12/h0/u16/prefilter75,authored,0.2324184590907899,2.3533568264061984,separated slower,"[0.2324184590907899,0.2323694017620105,0.23281452740009942]","[0.0987603989683601,0.09880366705359271,0.09874966157514777]"
zen-avx512,avx2,composition/avx2/local/k12/h0/u16/prefilter75,authored-u64-carrier,0.1683046103735015,1.7041710253461138,separated slower,"[0.1683046103735015,0.16823256828726643,0.16837065595312456]","[0.0987603989683601,0.09880366705359271,0.09874966157514777]"
zen-avx512,avx2,composition/avx2/local/k31/h0/u32/all,authored,0.1863987475956301,1.8381043902835916,separated slower,"[0.1863987475956301,0.18635260111715757,0.18671815161607988]","[0.10140032943520778,0.10140814013662826,0.10161144319449225]"
zen-avx512,avx2,composition/avx2/local/k31/h0/u32/all,authored-u64-carrier,0.15337948141106536,1.5124967404432776,separated slower,"[0.15355337240830372,0.15334186097298014,0.15337948141106536]","[0.10140032943520778,0.10140814013662826,0.10161144319449225]"
zen-avx512,avx2,composition/avx2/local/k31/h0/u32/prefilter75,authored,0.1970481124232081,1.7429641983599393,separated slower,"[0.1969910455988131,0.19724429903849497,0.1970481124232081]","[0.11278738707029883,0.11305344803331166,0.11310759355612868]"
zen-avx512,avx2,composition/avx2/local/k31/h0/u32/prefilter75,authored-u64-carrier,0.16362555020066336,1.4473291442862533,separated slower,"[0.16362555020066336,0.16363894525743178,0.16343584871075126]","[0.11278738707029883,0.11305344803331166,0.11310759355612868]"
zen-avx512,avx2,composition/avx2/local/k5/h0/u8/all,authored,0.11062715237184761,2.7579941450139893,separated slower,"[0.11055167470522187,0.11062715237184761,0.11064538073206712]","[0.040111452945556014,0.04012312916178373,0.040062448263174746]"
zen-avx512,avx2,composition/avx2/local/k5/h0/u8/all,authored-u64-carrier,0.07762035407096698,1.93511698956212,separated slower,"[0.07764992018197499,0.07762035407096698,0.07761812151657149]","[0.040111452945556014,0.04012312916178373,0.040062448263174746]"
zen-avx512,avx2,composition/avx2/local/k5/h0/u8/all,dense32-authored,0.02743796779320946,0.6840432290112128,separated faster,"[0.02743796779320946,0.02739166846032729,0.027479948799700473]","[0.040111452945556014,0.04012312916178373,0.040062448263174746]"
zen-avx512,avx2,composition/avx2/local/k5/h0/u8/prefilter75,authored,0.11058915051737768,1.9914013852628603,separated slower,"[0.11078551796864029,0.1105282589546128,0.11058915051737768]","[0.055533330114049394,0.05555211799396432,0.05552584616732351]"
zen-avx512,avx2,composition/avx2/local/k5/h0/u8/prefilter75,authored-u64-carrier,0.07976937547790747,1.4364234112034024,separated slower,"[0.07989936756676001,0.07976937547790747,0.07974757156835036]","[0.055533330114049394,0.05555211799396432,0.05552584616732351]"
zen-avx512,avx2,composition/avx2/local/k5/h0/u8/prefilter75,dense32-authored,0.03009426522798835,0.5419135709344899,separated faster,"[0.03009426522798835,0.030093054517316437,0.03012274452566639]","[0.055533330114049394,0.05555211799396432,0.05552584616732351]"
zen-avx512,avx2,composition/avx2/local/k56/h0/u64/all,authored,0.16063325798340555,1.2479148697714415,separated slower,"[0.16063325798340555,0.16081143833148562,0.16031873881770342]","[0.1287314857271923,0.12856643347062152,0.1287213269706658]"
zen-avx512,avx2,composition/avx2/local/k56/h0/u64/all,authored-u64-carrier,0.11189858252857368,0.8693088019056404,separated faster,"[0.11189858252857368,0.11192421918446883,0.11181668580641183]","[0.1287314857271923,0.12856643347062152,0.1287213269706658]"
zen-avx512,avx2,composition/avx2/local/k56/h0/u64/prefilter75,authored,0.19264138646318987,1.4265151590750549,separated slower,"[0.19261208811867087,0.19269708546313782,0.19264138646318987]","[0.13504335038969903,0.1351085909117799,0.13503588639055872]"
zen-avx512,avx2,composition/avx2/local/k56/h0/u64/prefilter75,authored-u64-carrier,0.1330451784306424,0.9852034775996712,separated faster,"[0.1330451784306424,0.13300804737832606,0.13310677545912267]","[0.13504335038969903,0.1351085909117799,0.13503588639055872]"
zen-avx512,avx2,composition/avx2/local/k60/h8/u64/all,authored,0.2806939926094209,1.4521893844765028,separated slower,"[0.2804723939098216,0.2806939926094209,0.28073374374576654]","[0.1936838255268005,0.19329021104957864,0.19301433491143372]"
zen-avx512,avx2,composition/avx2/local/k60/h8/u64/all,authored-u64-carrier,0.21762366280883866,1.1258907609812612,separated slower,"[0.21746454274935845,0.21762366280883866,0.2179305671982191]","[0.1936838255268005,0.19329021104957864,0.19301433491143372]"
zen-avx512,avx2,composition/avx2/local/k60/h8/u64/prefilter75,authored,0.3110350228556687,1.5537752987105953,separated slower,"[0.3110350228556687,0.31112966588390595,0.3106100148167309]","[0.2001801824972903,0.20019959583624317,0.2000986226239247]"
zen-avx512,avx2,composition/avx2/local/k60/h8/u64/prefilter75,authored-u64-carrier,0.24306055515622993,1.2142088798401414,separated slower,"[0.24314319217179853,0.24281847901091155,0.24306055515622993]","[0.2001801824972903,0.20019959583624317,0.2000986226239247]"
zen-avx512,avx2,composition/avx2/local/k64/h0/u64/all,authored,0.11140040451787435,0.9533485965669376,separated faster,"[0.11158670038254354,0.11108633157599923,0.11140040451787435]","[0.11689981028172507,0.11670456059422292,0.11685170033189698]"
zen-avx512,avx2,composition/avx2/local/k64/h0/u64/all,authored-u64-carrier,0.11045530728354519,0.9452605907300968,separated faster,"[0.11042684120789514,0.11056365447671218,0.11045530728354519]","[0.11689981028172507,0.11670456059422292,0.11685170033189698]"
