profile,target,case,logical_values,encoded_bytes,authored_ns_per_value,direct_ns_per_value,materialized_ns_per_value,authored_over_materialized,authored_vs_materialized,authored_over_direct,authored_vs_direct,fastest_measured_native_variant,fastest_measured_native_over_materialized,fastest_measured_native_vs_materialized,authored_samples,direct_samples,materialized_samples
zen-avx512bw,avx2,composition/avx2/local/k12/h0/u16/prefilter75,8192.0,12288.0,0.342412877135402,0.34255504270276305,0.17491742807545946,1.9575686705597166,separated slower,0.9995849847480296,sample ranges overlap,authored-u64-carrier,1.5553666418628336,separated slower,"[0.3426018818676947,0.3423761932575154,0.342412877135402]","[0.34255504270276305,0.34327444885800673,0.34244830564204776]","[0.17491551043528045,0.17491742807545946,0.1750765547028038]"
zen-avx512bw,avx2,composition/avx2/local/k31/h0/u32/all,8192.0,31744.0,0.32953285772485924,0.32993079821892374,0.20141279542976948,1.6361068671020154,separated slower,0.9987938667859663,separated faster,authored-u64-carrier,1.3775248324347742,separated slower,"[0.3296048239651817,0.32953285772485924,0.3294750320541803]","[0.3303421784723308,0.32992931300661943,0.32993079821892374]","[0.20141279542976948,0.20157357037892756,0.2013754181655179]"
zen-avx512bw,avx2,composition/avx2/local/k31/h0/u32/prefilter75,8192.0,31744.0,0.34495038271347306,0.34497983931358245,0.2133796534946073,1.6166039126227698,separated slower,0.9999146135606997,sample ranges overlap,authored-u64-carrier,1.3693908024294,separated slower,"[0.3448740867148419,0.34495038271347306,0.34512649020711206]","[0.3448657395657129,0.34509475171366744,0.34497983931358245]","[0.21339433914199651,0.2133796534946073,0.2133284596030168]"
zen-avx512bw,avx2,composition/avx2/local/k5/h0/u8/all,8192.0,5120.0,0.2412577044001127,0.2413299889744661,0.06144578749402781,3.9263505968340238,separated slower,0.9997004741322844,sample ranges overlap,dense32-authored,0.9717269749559637,separated faster,"[0.24074727070947535,0.24133185123650594,0.2412577044001127]","[0.2413299889744661,0.24140509191596765,0.24092040452113503]","[0.06143327226049417,0.061494241624108034,0.06144578749402781]"
zen-avx512bw,avx2,composition/avx2/local/k5/h0/u8/prefilter75,8192.0,5120.0,0.24109540379649633,0.24093544388577623,0.07682705903281634,3.1381573996411016,separated slower,1.0006639119099303,sample ranges overlap,dense32-authored,0.8421000754305098,separated faster,"[0.2409234358364902,0.24109540379649633,0.24126876179143592]","[0.24079433250756058,0.24093544388577623,0.24142746800624657]","[0.07687627818443539,0.07679959188401911,0.07682705903281634]"
zen-avx512bw,avx2,composition/avx2/local/k56/h0/u64/all,8192.0,57344.0,0.1600930530862439,0.1605310131964158,0.12164953387978203,1.3160186313944533,separated slower,0.997271803737786,sample ranges overlap,authored-u64-carrier,0.9181387005276107,separated faster,"[0.1600930530862439,0.16010470894579654,0.16003402637147635]","[0.1605310131964158,0.1592899841261687,0.16083664754386487]","[0.12154826115952146,0.12176385997780002,0.12164953387978203]"
zen-avx512bw,avx2,composition/avx2/local/k56/h0/u64/prefilter75,8192.0,57344.0,0.19229772094769174,0.19239429103318562,0.12123036992667391,1.586217389784448,separated slower,0.9994980615850123,sample ranges overlap,authored-u64-carrier,1.0973983367939126,separated slower,"[0.19229772094769174,0.19229445649550603,0.19237742684229914]","[0.19239429103318562,0.19226002420768198,0.1924342189507266]","[0.12112834389163658,0.12123036992667391,0.1212574079360376]"
zen-avx512bw,avx2,composition/avx2/local/k60/h8/u64/all,8192.0,61440.0,0.41561581953786225,0.4152254293139307,0.2713002781660377,1.531940263192441,separated slower,1.000940188621339,sample ranges overlap,authored-u64-carrier,1.2482569126032674,separated slower,"[0.41590790718459414,0.4152905324803631,0.41561581953786225]","[0.4151188194587715,0.41595894985111853,0.4152254293139307]","[0.2711217613941915,0.2713002781660377,0.27134425344561885]"
zen-avx512bw,avx2,composition/avx2/local/k60/h8/u64/prefilter75,8192.0,61440.0,0.44393672517928995,0.4804406670761276,0.2707099267040052,1.6398982135024969,separated slower,0.9240198750888557,separated faster,authored-u64-carrier,1.3499205700190036,separated slower,"[0.44360945355347653,0.44393672517928995,0.44402826209344337]","[0.4806182852746014,0.4804406670761276,0.47976114958432803]","[0.2706498825240889,0.2707099267040052,0.2708591459172517]"
zen-avx512bw,avx2,composition/avx2/local/k64/h0/u64/all,8192.0,65536.0,0.11107484604390536,0.11117463871635898,0.11601869951962682,0.9573874427468039,separated faster,0.9991023791612381,sample ranges overlap,authored-u64-carrier,0.9505310490231754,separated faster,"[0.11122598059054556,0.11107484604390536,0.11098836280672368]","[0.11117463871635898,0.11094262044331932,0.11127215207015288]","[0.11601869951962682,0.1163425289415082,0.11595446659658153]"
zen-avx512bw,avx2,composition/avx2/local/k64/h0/u64/prefilter75,8192.0,65536.0,0.1365030295084267,0.13667033396778497,0.1147793348647867,1.189264859124956,separated slower,0.9987758538777134,sample ranges overlap,authored-u64-carrier,1.0188127993101064,separated slower,"[0.1364713001813757,0.1367194929462859,0.1365030295084267]","[0.13677238371067313,0.13643563253835983,0.13667033396778497]","[0.1147793348647867,0.11491793536098745,0.11474871732794967]"
zen-avx512bw,avx2,composition/avx2/local/k7/h0/u8/all,8192.0,7168.0,0.24087106500494257,0.24090765401475167,0.06144911946829001,3.919845672145731,separated slower,0.9998481201854763,sample ranges overlap,dense32-authored,0.9724647915410267,separated faster,"[0.2409192031496135,0.24078366561804268,0.24087106500494257]","[0.24091075623391228,0.24090765401475167,0.24067765973831715]","[0.06154603461365634,0.06139100195475745,0.06144911946829001]"
zen-avx512bw,avx2,composition/avx2/local/k7/h0/u8/prefilter75,8192.0,7168.0,0.24074621327661133,0.24093014941595908,0.07673574195067785,3.1373413113194597,separated slower,0.9992365582315305,sample ranges overlap,dense32-authored,0.8441906230302865,separated faster,"[0.24058511804554547,0.24074621327661133,0.24103953034079612]","[0.24093014941595908,0.24100288837432676,0.24080881274060284]","[0.07673574195067785,0.07678786693176175,0.07670127099638734]"
zen-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/all,8192.0,12288.0,0.09296067429716175,0.09286916974129497,0.052068175394439066,1.785364545481846,separated slower,1.0009853060614375,separated slower,authored-u64-carrier,1.3308505869972567,separated slower,"[0.09297948239337539,0.09296067429716175,0.09295981466268272]","[0.09286916974129497,0.09288388028060614,0.0928434853737887]","[0.052049246589359104,0.052068175394439066,0.052105126904478126]"
zen-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,8192.0,12288.0,0.0988264595722508,0.09871145766085765,0.06405813675775421,1.5427620061129532,separated slower,1.0011650310320435,sample ranges overlap,authored-u64-carrier,1.1825635967707795,separated slower,"[0.09877738205567026,0.0988264595722508,0.09886927177381681]","[0.09870082720252055,0.09871145766085765,0.0987793970868632]","[0.06405813675775421,0.06401657479913969,0.06408781950853983]"
