profile,target,case,logical_values,encoded_bytes,authored_ns_per_value,direct_ns_per_value,materialized_ns_per_value,authored_over_materialized,authored_vs_materialized,authored_over_direct,authored_vs_direct,fastest_measured_native_variant,fastest_measured_native_over_materialized,fastest_measured_native_vs_materialized,authored_samples,direct_samples,materialized_samples
gnr-avx512,avx512,composition/avx512/local/k12/h0/u16/prefilter75,8192.0,12288.0,0.3493162232483242,0.35163053561965674,0.21184111386248186,1.6489538639561971,separated slower,0.9934183407386558,separated faster,authored-u64-carrier,1.221020395550088,separated slower,"[0.34932489918308185,0.34921115543839204,0.3493162232483242]","[0.35163053561965674,0.3515667312790354,0.3516626933416809]","[0.2119471498996391,0.21183093545183287,0.21184111386248186]"
gnr-avx512,avx512,composition/avx512/local/k31/h0/u32/all,8192.0,31744.0,0.34697655360100765,0.35014159989528065,0.2790308965639914,1.2435058549920617,separated slower,0.9909606676406928,separated faster,authored-u64-carrier,0.9145358513525271,separated faster,"[0.34697655360100765,0.3471527006915089,0.3461886130113062]","[0.34998240420414944,0.35014159989528065,0.35018772738626197]","[0.27911226793345695,0.2783531222525431,0.2790308965639914]"
gnr-avx512,avx512,composition/avx512/local/k31/h0/u32/prefilter75,8192.0,31744.0,0.3468774053914615,0.34998880029239504,0.29077132516770254,1.1929560289048438,separated slower,0.9911100158109798,separated faster,authored-u64-carrier,0.8779555287036676,separated faster,"[0.34682120249476933,0.3468774053914615,0.34714072637019955]","[0.3503054449009672,0.34998880029239504,0.34995517284156463]","[0.2905194249272823,0.29077132516770254,0.29126453491609694]"
gnr-avx512,avx512,composition/avx512/local/k5/h0/u8/all,8192.0,5120.0,0.243302867791208,0.24350209845892803,0.1379450313246776,1.7637668095384487,separated slower,0.9991818112904122,separated faster,dense64-authored,0.2273506907692109,separated faster,"[0.243302867791208,0.24338758572384647,0.24330151184088913]","[0.24363322025146114,0.2434067766907102,0.24350209845892803]","[0.1379450313246776,0.1379244619187925,0.13799434536693325]"
gnr-avx512,avx512,composition/avx512/local/k5/h0/u8/prefilter75,8192.0,5120.0,0.24333950017736844,0.24391096394232423,0.14644244372733312,1.661673309894034,separated slower,0.9976570804537884,separated faster,dense64-authored,0.20569402487301608,separated faster,"[0.24342835498504214,0.24331693148523548,0.24333950017736844]","[0.24391096394232423,0.24387302631272922,0.2439229139466096]","[0.14644244372733312,0.14644255180665514,0.14640985608262128]"
gnr-avx512,avx512,composition/avx512/local/k56/h0/u64/all,8192.0,57344.0,0.21288643246101718,0.21274203088014243,0.2781383239930664,0.7653976963862201,separated faster,1.0006787637603973,separated slower,authored-u64-carrier,0.38127097375766855,separated faster,"[0.21288643246101718,0.21281096675747296,0.212930350194823]","[0.21276946161426097,0.21274203088014243,0.21274166101633227]","[0.2783906512501881,0.2781383239930664,0.27781887297819047]"
gnr-avx512,avx512,composition/avx512/local/k56/h0/u64/prefilter75,8192.0,57344.0,0.2038997434793938,0.2037947388252895,0.2930735014123259,0.6957290321260627,separated faster,1.0005152471290946,sample ranges overlap,authored-u64-carrier,0.3647155550591569,separated faster,"[0.20389288630802563,0.2038997434793938,0.20393067867295878]","[0.2037891083208214,0.2037947388252895,0.2039822491931618]","[0.2924919914053213,0.2932051529872174,0.2930735014123259]"
gnr-avx512,avx512,composition/avx512/local/k60/h8/u64/all,8192.0,61440.0,0.30046466434011593,0.30048832275831094,0.28321937264397135,1.060890226311684,separated slower,0.999921266763454,sample ranges overlap,authored-u64-carrier,0.7070586161541526,separated faster,"[0.3004905109881494,0.30046466434011593,0.30046190221250096]","[0.30048222532560587,0.30057450266730185,0.30048832275831094]","[0.28321937264397135,0.28481329827773794,0.28236453562485314]"
gnr-avx512,avx512,composition/avx512/local/k60/h8/u64/prefilter75,8192.0,61440.0,0.31066899709679874,0.30992883222548034,0.2938369023873999,1.057283801226597,separated slower,1.0023881768792002,separated slower,authored-u64-carrier,0.7258612814319375,separated faster,"[0.3105436495801231,0.3108115073992216,0.31066899709679874]","[0.30992883222548034,0.31007684746138353,0.30989510751526406]","[0.2923799711785337,0.2938369023873999,0.2946336413248871]"
gnr-avx512,avx512,composition/avx512/local/k64/h0/u64/all,8192.0,65536.0,0.1580113310572146,0.15826293892539098,0.22232684290437274,0.7107163894068269,separated faster,0.9984101908514729,separated faster,authored-u64-carrier,0.2736294834204194,separated faster,"[0.15803559592578925,0.1580113310572146,0.15800985426312492]","[0.15824789215550103,0.15826293892539098,0.15827063192575466]","[0.22232684290437274,0.22248181313896367,0.2222809387458458]"
gnr-avx512,avx512,composition/avx512/local/k64/h0/u64/prefilter75,8192.0,65536.0,0.1580140648349937,0.15825127734223227,0.23439926335835318,0.6741235555566545,separated faster,0.9985010389096224,separated faster,authored-u64-carrier,0.25481361656724816,separated faster,"[0.1580140648349937,0.15815404711883768,0.1579963367338478]","[0.15825378610075783,0.15825127734223227,0.15820509885812586]","[0.23439926335835318,0.23431837433376837,0.23469842772072866]"
gnr-avx512,avx512,composition/avx512/local/k7/h0/u8/all,8192.0,7168.0,0.24358458809013242,0.24356277056567557,0.13825288063801894,1.761877126653864,separated slower,1.0000895765982878,sample ranges overlap,dense64-authored,0.22684937126823204,separated faster,"[0.24401784757114686,0.24358458809013242,0.2433305710197881]","[0.24360914776390744,0.24342055644556929,0.24356277056567557]","[0.13825288063801894,0.1381380050718639,0.13826393124152445]"
gnr-avx512,avx512,composition/avx512/local/k7/h0/u8/prefilter75,8192.0,7168.0,0.2434184849288908,0.2435944874175266,0.14691857725495436,1.6568257702800637,separated slower,0.999277477538586,separated faster,dense64-authored,0.2050105107748613,separated faster,"[0.2434184849288908,0.2434882932725804,0.24331317767069355]","[0.24373842409720337,0.24359426139367374,0.2435944874175266]","[0.14715038284710122,0.14691857725495436,0.14691331029731752]"
gnr-avx512,avx512,composition/avx512/striped/k12/h0/u16/all,8192.0,12288.0,0.07949710526888669,0.07930730528797891,0.14804830896372143,0.5369673306323756,separated faster,1.0023932219133984,separated slower,authored-u64-carrier,0.38941470171556836,separated faster,"[0.07956584970366395,0.07949704367165061,0.07949710526888669]","[0.07932676026762032,0.07927420064166181,0.07930730528797891]","[0.1480312960728677,0.14811662503084372,0.14804830896372143]"
gnr-avx512,avx512,composition/avx512/striped/k12/h0/u16/prefilter75,8192.0,12288.0,0.07921703018658006,0.0792021306123916,0.1644545706675168,0.48169552153546247,separated faster,1.0001881208759569,sample ranges overlap,authored-u64-carrier,0.3578693176158796,separated faster,"[0.07921703018658006,0.07917991894073984,0.07922276528664603]","[0.0792021306123916,0.07918850896770395,0.07921560132471535]","[0.1644645860701369,0.1644545706675168,0.16443739356634265]"
gnr-avx512bw,avx2,composition/avx2/local/k12/h0/u16/all,8192.0,12288.0,0.4274410374509924,0.4274030777859047,0.29760183287438663,1.4362849627724201,separated slower,1.000088814674158,sample ranges overlap,authored-u64-carrier,1.1492948498143338,separated slower,"[0.42749443175197244,0.42737166866844983,0.4274410374509924]","[0.4274030777859047,0.4275750817742243,0.42738058872970186]","[0.2980017269513439,0.29760183287438663,0.2975927285551108]"
gnr-avx512bw,avx2,composition/avx2/local/k12/h0/u16/prefilter75,8192.0,12288.0,0.408085599961882,0.4112304628633368,0.31424506113943923,1.2986221596679386,separated slower,0.9923525536518923,separated faster,authored-u64-carrier,1.0477102977531447,separated slower,"[0.407883612623702,0.408085599961882,0.4085835849355163]","[0.4112304628633368,0.4111637764851639,0.41129992579623753]","[0.31424506113943923,0.3143373802713644,0.3140419919484694]"
gnr-avx512bw,avx2,composition/avx2/local/k31/h0/u32/all,8192.0,31744.0,0.4198289173964059,0.42016657548906744,0.3555988233957886,1.1806251589565242,separated slower,0.9991963708863121,sample ranges overlap,authored-u64-carrier,0.9733651717624603,separated faster,"[0.4198289173964059,0.41972011668914155,0.42002327689808866]","[0.42016657548906744,0.42024794569970975,0.4190617241889835]","[0.35544940709769024,0.3555988233957886,0.3558073354789606]"
gnr-avx512bw,avx2,composition/avx2/local/k31/h0/u32/prefilter75,8192.0,31744.0,0.4406919929112924,0.440572743240372,0.366599993999176,1.2021058377657337,separated slower,1.000270669651607,sample ranges overlap,authored-u64-carrier,0.9916677012475676,separated faster,"[0.4405061669342334,0.4406919929112924,0.44084102625022353]","[0.440556460899662,0.44059485195033476,0.440572743240372]","[0.36662224503355223,0.36659167936841935,0.366599993999176]"
gnr-avx512bw,avx2,composition/avx2/local/k5/h0/u8/all,8192.0,5120.0,0.3178185928335334,0.3145552307865517,0.17025543281787658,1.8667163072176742,separated slower,1.010374527992498,separated slower,dense32-authored,0.45962235271127055,separated faster,"[0.31774891737497746,0.3178386765173306,0.3178185928335334]","[0.3144283621009755,0.3145670582897157,0.3145552307865517]","[0.1702034098901189,0.1702781619501028,0.17025543281787658]"
gnr-avx512bw,avx2,composition/avx2/local/k5/h0/u8/prefilter75,8192.0,5120.0,0.3139881887693604,0.31415805502133326,0.17857115821014188,1.7583365192707114,separated slower,0.9994592968435544,sample ranges overlap,dense32-authored,0.4596993380616557,separated faster,"[0.31402128711941557,0.3139543182499188,0.3139881887693604]","[0.3141838190182753,0.31397556690078615,0.31415805502133326]","[0.1785488178500234,0.1785778479846277,0.17857115821014188]"
gnr-avx512bw,avx2,composition/avx2/local/k56/h0/u64/all,8192.0,57344.0,0.2424641977121613,0.24246032605176682,0.2204722234446988,1.099749410260648,separated slower,1.0000159682223377,sample ranges overlap,authored-u64-carrier,0.7092799298453514,separated faster,"[0.24256374537913042,0.2424641977121613,0.24245826249580174]","[0.2424776261746056,0.24245608469436233,0.24246032605176682]","[0.22056426175164123,0.2204722234446988,0.2204262174149694]"
gnr-avx512bw,avx2,composition/avx2/local/k56/h0/u64/prefilter75,8192.0,57344.0,0.26719261501217845,0.26822780328907997,0.23369962849322565,1.1433163875137426,separated slower,0.9961406376810764,separated faster,authored-u64-carrier,0.7130932318215161,separated faster,"[0.2671697387630598,0.26719261501217845,0.26723645160864984]","[0.26822780328907997,0.2688251611575679,0.26789454384676137]","[0.23380757395587082,0.23364825477848974,0.23369962849322565]"
gnr-avx512bw,avx2,composition/avx2/local/k60/h8/u64/all,8192.0,61440.0,0.5260543540793258,0.5209145152344093,0.3749551247644497,1.4029795016398243,separated slower,1.009866952627733,separated slower,authored-u64-carrier,1.0721338029881933,separated slower,"[0.5260543540793258,0.5266681453019989,0.5259934570113088]","[0.5209145152344093,0.5210235468662107,0.5208306685839915]","[0.37498570726865454,0.3749551247644497,0.37451108292040264]"
gnr-avx512bw,avx2,composition/avx2/local/k60/h8/u64/prefilter75,8192.0,61440.0,0.5589242831570618,0.5695908410517391,0.38858707529917696,1.4383501631564575,separated slower,0.9812732980836179,separated faster,authored-u64-carrier,1.1138182035983928,separated slower,"[0.558932435409359,0.5585283718677067,0.5589242831570618]","[0.5705451719333788,0.5695908410517391,0.5693481526750246]","[0.38858707529917696,0.3886056409138075,0.38841793120985324]"
gnr-avx512bw,avx2,composition/avx2/local/k64/h0/u64/all,8192.0,65536.0,0.2104651278889066,0.21086154023454093,0.22164473488678246,0.9495606922330617,separated faster,0.9981200348570279,separated faster,authored-u64-carrier,0.5048269458359387,separated faster,"[0.2104651278889066,0.21045443658654464,0.21046931318530673]","[0.21086154023454093,0.21075469297304633,0.2109742459878784]","[0.22163518412770547,0.22186507776382083,0.22164473488678246]"
gnr-avx512bw,avx2,composition/avx2/local/k64/h0/u64/prefilter75,8192.0,65536.0,0.2343258779585643,0.23689805518227505,0.2338963525095471,1.001836392249852,separated slower,0.9891422611226941,separated faster,authored-u64-carrier,0.5414220205225732,separated faster,"[0.2343258779585643,0.23440358141753606,0.2342511024882572]","[0.23669211473456714,0.23693279389144925,0.23689805518227505]","[0.23391407194422084,0.2338963525095471,0.23387181705044965]"
gnr-avx512bw,avx2,composition/avx2/local/k7/h0/u8/all,8192.0,7168.0,0.31535261102868883,0.31508247378802423,0.17056247118935722,1.8488979951432964,separated slower,1.0008573540680221,sample ranges overlap,dense32-authored,0.46226848381172464,separated faster,"[0.31535261102868883,0.3155444003764704,0.31506474664063017]","[0.31508247378802423,0.31502958941724735,0.31535383375728376]","[0.17059499719964868,0.1704685311501118,0.17056247118935722]"
gnr-avx512bw,avx2,composition/avx2/local/k7/h0/u8/prefilter75,8192.0,7168.0,0.3145166066579496,0.3151131067462664,0.17886566497590914,1.7583956468129915,separated slower,0.9981070286333817,separated faster,dense32-authored,0.46147343100609933,separated faster,"[0.31460626925392265,0.3145166066579496,0.3142449588130436]","[0.315250251261981,0.31501623756274616,0.3151131067462664]","[0.17886566497590914,0.17899143296888725,0.17885844427501124]"
gnr-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/all,8192.0,12288.0,0.12614288498980078,0.1261729678616559,0.16499514708066515,0.7645248191944111,separated faster,0.9997615743501562,sample ranges overlap,authored-u64-carrier,0.5607708890872377,separated faster,"[0.12614288498980078,0.1261827113486789,0.12613690983478346]","[0.12628955281420604,0.1261596484212088,0.1261729678616559]","[0.16506655634523612,0.16499514708066515,0.16495599096787517]"
gnr-avx512bw,avx2,composition/avx2/striped/k12/h0/u16/prefilter75,8192.0,12288.0,0.13383316195031422,0.13294520266309873,0.18120105968593148,0.7385892896116716,separated faster,1.0066791374899455,separated slower,authored-u64-carrier,0.5478859463720095,separated faster,"[0.13383316195031422,0.1339032601872951,0.13382195859890164]","[0.13309569156198897,0.13294520266309873,0.13281147075545705]","[0.18120105968593148,0.18119908343277913,0.18126181005452358]"
