family,case,rows,seed,repetitions,median_ns,min_ns,max_ns,allocated_bytes,queries,conditional_visits
prefix,C64pad/equality_mismatch15,4096,918273,3,3.926230406,3.919802152,3.931249374,295168,32768,32768
prefix,C64pad/equality_mismatch16,4096,918273,3,3.449496837,3.441046211,3.468492681,295168,32768,32768
prefix,C64pad/equality_mismatch17,4096,918273,3,2.615796211,2.604795036,2.63878237,295168,32768,12288
prefix,C64pad/update_raw,4096,918273,3,0.973799104,0.973582079,0.984340754,295168,32768,0
prefix,C64pad/update_tuplepack_effects,4096,918273,3,3.152787671,3.145478852,3.251125579,295168,32768,0
prefix,A_prefix_plane/scalar_raw,4096,918273,3,0.407053914,0.407033203,0.407256755,290944,32768,0
prefix,A_prefix_plane/scalar_tuplepack,4096,918273,3,1.363247871,1.362489019,1.370868768,290944,32768,0
prefix,A_prefix_plane/full_string_rare,4096,918273,3,9.2361154,9.233265596,9.24333909,290944,32768,32768
prefix,A_prefix_plane/all_fields,4096,918273,3,16.592455412,16.582500257,16.600910388,290944,32768,32768
prefix,A_prefix_plane/equality_mismatch0,4096,918273,3,1.303221358,1.301142786,1.306365184,290944,32768,0
prefix,A_prefix_plane/equality_mismatch7,4096,918273,3,1.30233414,1.299018373,1.306072137,290944,32768,0
prefix,A_prefix_plane/equality_mismatch8,4096,918273,3,3.863075256,3.861010742,3.903317608,290944,32768,32768
prefix,A_prefix_plane/equality_mismatch15,4096,918273,3,3.873840718,3.861816025,3.897432351,290944,32768,32768
prefix,A_prefix_plane/equality_mismatch16,4096,918273,3,3.347171949,3.346048106,3.374787383,290944,32768,32768
prefix,A_prefix_plane/equality_mismatch17,4096,918273,3,2.485284325,2.458946289,2.493434751,290944,32768,12288
prefix,A_prefix_plane/update_raw,4096,918273,3,1.012975731,1.012879833,1.017608744,290944,32768,0
prefix,A_prefix_plane/update_tuplepack_effects,4096,918273,3,3.100629094,3.075075378,3.102336845,290944,32768,0
prefix,D65/scalar_raw,4096,918273,3,0.41404505,0.414021686,0.414235626,299264,32768,0
prefix,D65/scalar_tuplepack,4096,918273,3,1.371118246,1.370276481,1.380151972,299264,32768,0
prefix,D65/full_string_rare,4096,918273,3,8.468265843,8.455916946,8.484584384,299264,32768,32768
prefix,D65/all_fields,4096,918273,3,17.175143772,17.14156935,17.22003852,299264,32768,32768
prefix,D65/equality_mismatch0,4096,918273,3,1.509874917,1.508366627,1.513527143,299264,32768,0
prefix,D65/equality_mismatch7,4096,918273,3,1.519183714,1.509750291,1.520122927,299264,32768,0
prefix,D65/equality_mismatch8,4096,918273,3,3.8435112,3.840710831,3.855255508,299264,32768,32768
prefix,D65/equality_mismatch15,4096,918273,3,3.847768021,3.843831635,3.868491644,299264,32768,32768
prefix,D65/equality_mismatch16,4096,918273,3,3.390158182,3.37812889,3.440215379,299264,32768,32768
prefix,D65/equality_mismatch17,4096,918273,3,2.577398989,2.577214858,2.603613643,299264,32768,12288
prefix,D65/update_raw,4096,918273,3,1.063859361,1.062432183,1.068504173,299264,32768,0
prefix,D65/update_tuplepack_effects,4096,918273,3,3.11413266,3.101886788,3.157981951,299264,32768,0
prefix,E64prefix7/scalar_raw,4096,918273,3,0.40346903,0.403224083,0.404616926,299264,32768,0
prefix,E64prefix7/scalar_tuplepack,4096,918273,3,1.315496247,1.313967332,1.316499381,299264,32768,0
prefix,E64prefix7/full_string_rare,4096,918273,3,8.326070425,8.315767855,8.398110879,299264,32768,32768
prefix,E64prefix7/all_fields,4096,918273,3,17.116373698,17.113347371,17.134738498,299264,32768,32768
prefix,E64prefix7/equality_mismatch0,4096,918273,3,2.020531303,2.018103148,2.021776818,299264,32768,0
prefix,E64prefix7/equality_mismatch7,4096,918273,3,3.995479039,3.979929738,4.01132321,299264,32768,32768
prefix,E64prefix7/equality_mismatch8,4096,918273,3,3.989579238,3.97716334,4.009037166,299264,32768,32768
prefix,E64prefix7/equality_mismatch15,4096,918273,3,3.983164205,3.980154855,3.992953214,299264,32768,32768
prefix,E64prefix7/equality_mismatch16,4096,918273,3,3.523562377,3.496158947,3.556264478,299264,32768,32768
prefix,E64prefix7/equality_mismatch17,4096,918273,3,5.322909125,5.264538995,5.38031809,299264,32768,28672
prefix,E64prefix7/update_raw,4096,918273,3,0.959995486,0.959822361,0.961124828,299264,32768,0
prefix,E64prefix7/update_tuplepack_effects,4096,918273,3,3.186671257,3.186347326,3.250383093,299264,32768,0
prefix,F64side/scalar_raw,4096,918273,3,0.404259203,0.403935791,0.404325533,299136,32768,0
prefix,F64side/scalar_tuplepack,4096,918273,3,1.314957909,1.31479838,1.323893361,299136,32768,0
prefix,F64side/full_string_rare,4096,918273,3,8.409771893,8.35119134,8.46550194,299136,32768,32768
prefix,F64side/all_fields,4096,918273,3,17.1509552,17.09147305,17.179167006,299136,32768,32768
prefix,F64side/equality_mismatch0,4096,918273,3,2.019053007,2.014107353,2.027115778,299136,32768,0
prefix,F64side/equality_mismatch7,4096,918273,3,2.018108769,2.013897544,2.028179042,299136,32768,0
prefix,F64side/equality_mismatch8,4096,918273,3,3.925085606,3.925076998,3.930605375,299136,32768,32768
prefix,F64side/equality_mismatch15,4096,918273,3,3.92597218,3.920935215,3.95741898,299136,32768,32768
prefix,F64side/equality_mismatch16,4096,918273,3,3.45119142,3.449483807,3.470024456,299136,32768,32768
prefix,F64side/equality_mismatch17,4096,918273,3,2.619048811,2.613104144,2.619341206,299136,32768,12288
prefix,F64side/update_raw,4096,918273,3,0.973797258,0.970178707,0.974845449,299136,32768,0
prefix,F64side/update_tuplepack_effects,4096,918273,3,3.200489362,3.187808673,3.229894056,299136,32768,0
prefix,D_prefix_plane/scalar_raw,4096,918273,3,0.407855371,0.407834021,0.41059092,299136,32768,0
prefix,D_prefix_plane/scalar_tuplepack,4096,918273,3,1.363193784,1.362066786,1.363229207,299136,32768,0
prefix,D_prefix_plane/full_string_rare,4096,918273,3,9.253767534,9.237125172,9.267457904,299136,32768,32768
prefix,D_prefix_plane/all_fields,4096,918273,3,17.44504971,17.401226468,17.76713562,299136,32768,32768
prefix,D_prefix_plane/equality_mismatch0,4096,918273,3,1.299513277,1.299152261,1.29977417,299136,32768,0
prefix,D_prefix_plane/equality_mismatch7,4096,918273,3,1.300228557,1.299168493,1.308433728,299136,32768,0
prefix,D_prefix_plane/equality_mismatch8,4096,918273,3,3.891888196,3.884343014,3.891888969,299136,32768,32768
prefix,D_prefix_plane/equality_mismatch15,4096,918273,3,3.891129119,3.86318004,3.895081339,299136,32768,32768
prefix,D_prefix_plane/equality_mismatch16,4096,918273,3,3.358727424,3.355876545,3.374375899,299136,32768,32768
prefix,D_prefix_plane/equality_mismatch17,4096,918273,3,2.428398253,2.424802992,2.435329377,299136,32768,12288
prefix,D_prefix_plane/update_raw,4096,918273,3,1.039333733,1.039073192,1.045123166,299136,32768,0
prefix,D_prefix_plane/update_tuplepack_effects,4096,918273,3,3.146774135,3.111177387,3.147386689,299136,32768,0
prefix,A63/scalar_raw,4096,918273,3,0.4123022,0.412178853,0.412338648,291072,32768,0
prefix,A63/scalar_tuplepack,4096,918273,3,1.370165769,1.369750429,1.372870886,291072,32768,0
prefix,A63/full_string_rare,4096,918273,3,8.450594515,8.435124578,8.554509481,291072,32768,32768
prefix,A63/all_fields,4096,918273,3,16.399929649,16.39250424,16.417245965,291072,32768,32768
prefix,A63/equality_mismatch0,4096,918273,3,1.50934349,1.503746897,1.510515034,291072,32768,0
prefix,A63/equality_mismatch7,4096,918273,3,1.503783127,1.502864613,1.504955724,291072,32768,0
prefix,A63/equality_mismatch8,4096,918273,3,3.83589592,3.834382248,3.866369706,291072,32768,32768
prefix,A63/equality_mismatch15,4096,918273,3,3.841350937,3.841082001,3.854236221,291072,32768,32768
prefix,A63/equality_mismatch16,4096,918273,3,3.372513656,3.37195998,3.391150241,291072,32768,32768
prefix,A63/equality_mismatch17,4096,918273,3,2.570144269,2.558534495,2.585439987,291072,32768,12288
prefix,A63/update_raw,4096,918273,3,1.068929499,1.067376304,1.080800195,291072,32768,0
prefix,A63/update_tuplepack_effects,4096,918273,3,3.163632422,3.151600631,3.173832215,291072,32768,0
prefix,D_prefix_plane/scalar_raw,4096,712367,3,0.408509484,0.408505934,0.409707621,299136,32768,0
prefix,D_prefix_plane/scalar_tuplepack,4096,712367,3,1.362542697,1.361528998,1.363014187,299136,32768,0
prefix,D_prefix_plane/full_string_rare,4096,712367,3,9.262588963,9.258310954,9.265129321,299136,32768,32768
prefix,D_prefix_plane/all_fields,4096,712367,3,17.370078193,17.342232598,17.572601318,299136,32768,32768
prefix,D_prefix_plane/equality_mismatch0,4096,712367,3,1.300182586,1.299744432,1.304899175,299136,32768,0
prefix,D_prefix_plane/equality_mismatch7,4096,712367,3,1.300162717,1.299533016,1.304630769,299136,32768,0
prefix,D_prefix_plane/equality_mismatch8,4096,712367,3,3.875132887,3.865845113,3.919415596,299136,32768,32768
prefix,D_prefix_plane/equality_mismatch15,4096,712367,3,3.878891571,3.871628001,3.882496122,299136,32768,32768
prefix,D_prefix_plane/equality_mismatch16,4096,712367,3,3.345737291,3.341983629,3.364491222,299136,32768,32768
prefix,D_prefix_plane/equality_mismatch17,4096,712367,3,2.422387744,2.422360375,2.424317617,299136,32768,12288
prefix,D_prefix_plane/update_raw,4096,712367,3,1.046985783,1.037896211,1.049724566,299136,32768,0
prefix,D_prefix_plane/update_tuplepack_effects,4096,712367,3,3.103565563,3.076851501,3.117809996,299136,32768,0
prefix,A63/scalar_raw,4096,712367,3,0.412143393,0.411742671,0.418260757,291072,32768,0
prefix,A63/scalar_tuplepack,4096,712367,3,1.367421286,1.366422244,1.37102423,291072,32768,0
prefix,A63/full_string_rare,4096,712367,3,8.426597801,8.411419018,8.445864291,291072,32768,32768
prefix,A63/all_fields,4096,712367,3,16.409619783,16.365415874,16.411381772,291072,32768,32768
prefix,A63/equality_mismatch0,4096,712367,3,1.500075995,1.4978524,1.515935161,291072,32768,0
prefix,A63/equality_mismatch7,4096,712367,3,1.504673248,1.504174594,1.505208885,291072,32768,0
prefix,A63/equality_mismatch8,4096,712367,3,3.837889481,3.835477829,3.861705017,291072,32768,32768
prefix,A63/equality_mismatch15,4096,712367,3,3.856369781,3.849238968,3.859225464,291072,32768,32768
prefix,A63/equality_mismatch16,4096,712367,3,3.374028468,3.372341952,3.380286584,291072,32768,32768
prefix,A63/equality_mismatch17,4096,712367,3,2.597255901,2.581024426,2.600939217,291072,32768,12288
prefix,A63/update_raw,4096,712367,3,1.055625126,1.055159996,1.063691033,291072,32768,0
prefix,A63/update_tuplepack_effects,4096,712367,3,3.125834874,3.098231152,3.189522425,291072,32768,0
prefix,B64prefix9/scalar_raw,4096,712367,3,0.404045145,0.403555463,0.404141219,291072,32768,0
prefix,B64prefix9/scalar_tuplepack,4096,712367,3,1.315825364,1.315010693,1.316136459,291072,32768,0
prefix,B64prefix9/full_string_rare,4096,712367,3,8.221518266,8.213227925,8.235255191,291072,32768,32768
prefix,B64prefix9/all_fields,4096,712367,3,16.282732512,16.272322805,16.284598903,291072,32768,32768
prefix,B64prefix9/equality_mismatch0,4096,712367,3,2.005036996,2.002829358,2.007797141,291072,32768,0
prefix,B64prefix9/equality_mismatch7,4096,712367,3,2.040255534,2.02900423,2.044830322,291072,32768,0
prefix,B64prefix9/equality_mismatch8,4096,712367,3,2.014715697,2.005745682,2.019397535,291072,32768,0
prefix,B64prefix9/equality_mismatch15,4096,712367,3,4.750797213,4.424149665,4.877235049,291072,32768,32768
prefix,B64prefix9/equality_mismatch16,4096,712367,3,3.561993621,3.481015639,4.079221191,291072,32768,32768
prefix,B64prefix9/equality_mismatch17,4096,712367,3,2.340078805,2.335213931,2.347621037,291072,32768,8192
prefix,B64prefix9/update_raw,4096,712367,3,0.961032699,0.960501809,0.965791244,291072,32768,0
prefix,B64prefix9/update_tuplepack_effects,4096,712367,3,3.136999948,3.127005441,3.149530784,291072,32768,0
prefix,C64pad/scalar_raw,4096,712367,3,0.404732488,0.404649666,0.405557215,295168,32768,0
prefix,C64pad/scalar_tuplepack,4096,712367,3,1.315729865,1.315487171,1.316982006,295168,32768,0
prefix,C64pad/full_string_rare,4096,712367,3,8.240097849,8.231004414,8.321984368,295168,32768,32768
prefix,C64pad/all_fields,4096,712367,3,16.32025789,16.315085963,16.348679392,295168,32768,32768
prefix,C64pad/equality_mismatch0,4096,712367,3,2.006411085,2.005081675,2.017728504,295168,32768,0
prefix,C64pad/equality_mismatch7,4096,712367,3,2.013637141,2.012184745,2.015036131,295168,32768,0
prefix,C64pad/equality_mismatch8,4096,712367,3,3.934599656,3.921606211,3.940782205,295168,32768,32768
prefix,C64pad/equality_mismatch15,4096,712367,3,3.916471041,3.904301897,3.923502213,295168,32768,32768
prefix,C64pad/equality_mismatch16,4096,712367,3,3.446174193,3.430683607,3.470145486,295168,32768,32768
prefix,C64pad/equality_mismatch17,4096,712367,3,2.613988632,2.611394116,2.648732679,295168,32768,12288
prefix,C64pad/update_raw,4096,712367,3,0.960618025,0.960128112,0.961148724,295168,32768,0
prefix,C64pad/update_tuplepack_effects,4096,712367,3,3.11383704,3.095594002,3.135464104,295168,32768,0
prefix,A_prefix_plane/scalar_raw,4096,712367,3,0.407204915,0.406988241,0.407338338,290944,32768,0
prefix,A_prefix_plane/scalar_tuplepack,4096,712367,3,1.361716037,1.361109212,1.361717122,290944,32768,0
prefix,A_prefix_plane/full_string_rare,4096,712367,3,9.235926011,9.231882432,9.273953525,290944,32768,32768
prefix,A_prefix_plane/all_fields,4096,712367,3,16.591192948,16.581414474,16.595259817,290944,32768,32768
prefix,A_prefix_plane/equality_mismatch0,4096,712367,3,1.298982401,1.298807087,1.305981628,290944,32768,0
prefix,A_prefix_plane/equality_mismatch7,4096,712367,3,1.300691515,1.299532756,1.305232513,290944,32768,0
prefix,A_prefix_plane/equality_mismatch8,4096,712367,3,3.880446036,3.868115003,3.905820822,290944,32768,32768
prefix,A_prefix_plane/equality_mismatch15,4096,712367,3,3.875342647,3.875176538,3.892405836,290944,32768,32768
prefix,A_prefix_plane/equality_mismatch16,4096,712367,3,3.348262621,3.341389863,3.354360392,290944,32768,32768
prefix,A_prefix_plane/equality_mismatch17,4096,712367,3,2.426265414,2.420099934,2.494551,290944,32768,12288
prefix,A_prefix_plane/update_raw,4096,712367,3,1.027853198,1.026361965,1.029363356,290944,32768,0
prefix,A_prefix_plane/update_tuplepack_effects,4096,712367,3,3.09118899,3.067824707,3.125019307,290944,32768,0
prefix,D65/scalar_raw,4096,712367,3,0.413907886,0.413832667,0.41483991,299264,32768,0
prefix,D65/scalar_tuplepack,4096,712367,3,1.370886969,1.3706858,1.371538376,299264,32768,0
prefix,D65/full_string_rare,4096,712367,3,8.449203079,8.442339098,8.492230733,299264,32768,32768
prefix,D65/all_fields,4096,712367,3,17.293977525,17.222208659,18.767086253,299264,32768,32768
prefix,D65/equality_mismatch0,4096,712367,3,1.5048096,1.500617233,1.51396995,299264,32768,0
prefix,D65/equality_mismatch7,4096,712367,3,1.504781488,1.504736539,1.521683422,299264,32768,0
prefix,D65/equality_mismatch8,4096,712367,3,3.846829605,3.834548569,3.863837133,299264,32768,32768
prefix,D65/equality_mismatch15,4096,712367,3,3.842537308,3.837851715,3.885462121,299264,32768,32768
prefix,D65/equality_mismatch16,4096,712367,3,3.382703173,3.379325783,3.388605809,299264,32768,32768
prefix,D65/equality_mismatch17,4096,712367,3,2.515531446,2.506680598,2.520932307,299264,32768,12288
prefix,D65/update_raw,4096,712367,3,1.062415865,1.057314124,1.064360828,299264,32768,0
prefix,D65/update_tuplepack_effects,4096,712367,3,3.141513124,3.129969383,3.168547011,299264,32768,0
prefix,E64prefix7/scalar_raw,4096,712367,3,0.404166893,0.403826961,0.404169315,299264,32768,0
prefix,E64prefix7/scalar_tuplepack,4096,712367,3,1.316024912,1.31533879,1.318310968,299264,32768,0
prefix,E64prefix7/full_string_rare,4096,712367,3,8.308899751,8.301646465,8.378228265,299264,32768,32768
prefix,E64prefix7/all_fields,4096,712367,3,17.148054335,17.11652459,17.159935845,299264,32768,32768
prefix,E64prefix7/equality_mismatch0,4096,712367,3,2.021203047,2.011010822,2.062493195,299264,32768,0
prefix,E64prefix7/equality_mismatch7,4096,712367,3,3.986103801,3.966295515,4.002951486,299264,32768,32768
prefix,E64prefix7/equality_mismatch8,4096,712367,3,3.972670914,3.964129163,3.979337222,299264,32768,32768
prefix,E64prefix7/equality_mismatch15,4096,712367,3,3.996553099,3.976712314,4.005447982,299264,32768,32768
prefix,E64prefix7/equality_mismatch16,4096,712367,3,3.509415199,3.499052568,3.510299156,299264,32768,32768
prefix,E64prefix7/equality_mismatch17,4096,712367,3,5.17679971,5.082823706,5.306509084,299264,32768,28672
prefix,E64prefix7/update_raw,4096,712367,3,0.961358604,0.960127249,0.964008512,299264,32768,0
prefix,E64prefix7/update_tuplepack_effects,4096,712367,3,3.121161325,3.098177823,3.156642324,299264,32768,0
prefix,F64side/scalar_raw,4096,712367,3,0.404581113,0.404319874,0.406936971,299136,32768,0
prefix,F64side/scalar_tuplepack,4096,712367,3,1.315458364,1.314702243,1.316046353,299136,32768,0
prefix,F64side/full_string_rare,4096,712367,3,8.922783552,8.538274129,9.356277928,299136,32768,32768
prefix,F64side/all_fields,4096,712367,3,17.166219076,17.132851495,17.167137994,299136,32768,32768
prefix,F64side/equality_mismatch0,4096,712367,3,2.00756078,2.00555759,2.00766071,299136,32768,0
prefix,F64side/equality_mismatch7,4096,712367,3,2.016066702,2.013299039,2.02707374,299136,32768,0
prefix,F64side/equality_mismatch8,4096,712367,3,3.929627639,3.908825838,3.931445782,299136,32768,32768
prefix,F64side/equality_mismatch15,4096,712367,3,3.914183005,3.906547836,3.929790399,299136,32768,32768
prefix,F64side/equality_mismatch16,4096,712367,3,3.431945115,3.420664808,3.45256814,299136,32768,32768
prefix,F64side/equality_mismatch17,4096,712367,3,2.577799052,2.57712151,2.618802062,299136,32768,12288
prefix,F64side/update_raw,4096,712367,3,0.960192794,0.959672556,0.966692768,299136,32768,0
prefix,F64side/update_tuplepack_effects,4096,712367,3,3.128698544,3.096133762,3.166289654,299136,32768,0
prefix,B64prefix9/scalar_raw,262144,918273,3,2.655390422,2.648531596,2.663350423,18612480,262144,0
prefix,B64prefix9/scalar_tuplepack,262144,918273,3,3.91103096,3.89548111,3.949431229,18612480,262144,0
prefix,B64prefix9/full_string_rare,262144,918273,3,32.735618591,32.530179977,32.779512405,18612480,262144,262144
prefix,B64prefix9/all_fields,262144,918273,3,55.717319489,54.961261749,56.148948669,18612480,262144,262144
prefix,B64prefix9/equality_mismatch0,262144,918273,3,6.338527134,6.260832105,6.553137461,18612480,262144,0
prefix,B64prefix9/equality_mismatch7,262144,918273,3,6.299279349,6.259209224,6.541706085,18612480,262144,0
prefix,B64prefix9/equality_mismatch8,262144,918273,3,6.580712001,6.361771901,6.636103948,18612480,262144,0
prefix,B64prefix9/equality_mismatch15,262144,918273,3,15.875582377,15.535584768,15.893627167,18612480,262144,262144
prefix,B64prefix9/equality_mismatch16,262144,918273,3,13.536965688,13.390340169,13.913173676,18612480,262144,262144
prefix,B64prefix9/equality_mismatch17,262144,918273,3,8.514179993,8.487956238,8.572522736,18612480,262144,65536
prefix,B64prefix9/update_raw,262144,918273,3,3.466255506,3.46118482,3.488492099,18612480,262144,0
prefix,B64prefix9/update_tuplepack_effects,262144,918273,3,4.78764677,4.786389351,4.79220295,18612480,262144,0
prefix,C64pad/scalar_raw,262144,918273,3,2.652107493,2.644067128,2.668876902,18874624,262144,0
prefix,C64pad/scalar_tuplepack,262144,918273,3,3.902496719,3.861689758,3.92527504,18874624,262144,0
prefix,C64pad/full_string_rare,262144,918273,3,33.224712372,32.953231812,33.278024673,18874624,262144,262144
prefix,C64pad/all_fields,262144,918273,3,54.277366638,54.236305237,58.001354218,18874624,262144,262144
prefix,C64pad/equality_mismatch0,262144,918273,3,6.284116473,6.262956892,6.427472432,18874624,262144,0
prefix,C64pad/equality_mismatch7,262144,918273,3,6.304691315,6.286569868,6.370704651,18874624,262144,0
prefix,C64pad/equality_mismatch8,262144,918273,3,15.308095296,15.145370483,15.669191996,18874624,262144,262144
prefix,C64pad/equality_mismatch15,262144,918273,3,15.67010498,15.55378596,15.799387614,18874624,262144,262144
prefix,C64pad/equality_mismatch16,262144,918273,3,13.908007304,13.565654755,14.49625651,18874624,262144,262144
prefix,C64pad/equality_mismatch17,262144,918273,3,9.693332672,9.590882301,9.832553864,18874624,262144,98304
prefix,C64pad/update_raw,262144,918273,3,3.469239322,3.463146528,3.487265847,18874624,262144,0
prefix,C64pad/update_tuplepack_effects,262144,918273,3,4.795397282,4.795038223,4.840126514,18874624,262144,0
prefix,A_prefix_plane/scalar_raw,262144,918273,3,2.461058855,2.459745884,2.462851763,18612352,262144,0
prefix,A_prefix_plane/scalar_tuplepack,262144,918273,3,3.971590424,3.967020035,4.01515007,18612352,262144,0
prefix,A_prefix_plane/full_string_rare,262144,918273,3,47.375579834,46.660037994,48.725379944,18612352,262144,262144
prefix,A_prefix_plane/all_fields,262144,918273,3,60.353149414,58.613525391,61.107521057,18612352,262144,262144
prefix,A_prefix_plane/equality_mismatch0,262144,918273,3,3.556178006,3.537810239,3.578182567,18612352,262144,0
prefix,A_prefix_plane/equality_mismatch7,262144,918273,3,3.526657451,3.526241302,3.559631348,18612352,262144,0
prefix,A_prefix_plane/equality_mismatch8,262144,918273,3,17.846459707,16.095650991,18.807858785,18612352,262144,262144
prefix,A_prefix_plane/equality_mismatch15,262144,918273,3,16.576602936,16.245398204,16.890646617,18612352,262144,262144
prefix,A_prefix_plane/equality_mismatch16,262144,918273,3,14.178442637,14.097602844,14.185832977,18612352,262144,262144
prefix,A_prefix_plane/equality_mismatch17,262144,918273,3,9.214515686,9.206695557,9.236561584,18612352,262144,98304
prefix,A_prefix_plane/update_raw,262144,918273,3,4.146746063,4.139621353,4.177093506,18612352,262144,0
prefix,A_prefix_plane/update_tuplepack_effects,262144,918273,3,4.949675083,4.905448914,5.003860474,18612352,262144,0
prefix,D65/scalar_raw,262144,918273,3,2.737180165,2.737042563,2.765804836,19136768,262144,0
prefix,D65/scalar_tuplepack,262144,918273,3,4.097010803,4.055868149,4.119944382,19136768,262144,0
prefix,D65/full_string_rare,262144,918273,3,35.108709335,34.443943024,36.888832092,19136768,262144,262144
prefix,D65/all_fields,262144,918273,3,59.362796783,57.450752258,59.406635284,19136768,262144,262144
prefix,D65/equality_mismatch0,262144,918273,3,5.445450306,5.344369888,9.683721542,19136768,262144,0
prefix,D65/equality_mismatch7,262144,918273,3,5.330442905,5.312794685,5.373263359,19136768,262144,0
prefix,D65/equality_mismatch8,262144,918273,3,15.573006948,15.48351415,16.623329163,19136768,262144,262144
prefix,D65/equality_mismatch15,262144,918273,3,15.273881276,15.190189362,15.494263967,19136768,262144,262144
prefix,D65/equality_mismatch16,262144,918273,3,13.395137787,13.312973022,13.398629506,19136768,262144,262144
prefix,D65/equality_mismatch17,262144,918273,3,9.27029953,9.259143829,9.354234314,19136768,262144,98304
prefix,D65/update_raw,262144,918273,3,4.143444824,4.137657928,4.159984207,19136768,262144,0
prefix,D65/update_tuplepack_effects,262144,918273,3,5.063938618,4.991449356,5.119785786,19136768,262144,0
prefix,E64prefix7/scalar_raw,262144,918273,3,2.657462311,2.654645284,2.686036682,19136768,262144,0
prefix,E64prefix7/scalar_tuplepack,262144,918273,3,3.882024384,3.880955887,3.891548538,19136768,262144,0
prefix,E64prefix7/full_string_rare,262144,918273,3,34.286928177,34.22227478,34.321847916,19136768,262144,262144
prefix,E64prefix7/all_fields,262144,918273,3,56.100730896,55.89894104,57.034683228,19136768,262144,262144
prefix,E64prefix7/equality_mismatch0,262144,918273,3,6.308006287,6.305525643,6.335612706,19136768,262144,0
prefix,E64prefix7/equality_mismatch7,262144,918273,3,15.483539581,15.393133799,15.647727966,19136768,262144,262144
prefix,E64prefix7/equality_mismatch8,262144,918273,3,15.671655019,15.440633138,16.218442281,19136768,262144,262144
prefix,E64prefix7/equality_mismatch15,262144,918273,3,15.47412618,15.425661723,15.542204539,19136768,262144,262144
prefix,E64prefix7/equality_mismatch16,262144,918273,3,13.829474131,13.770169576,13.926180522,19136768,262144,262144
prefix,E64prefix7/equality_mismatch17,262144,918273,3,14.045504252,14.019348145,14.271307627,19136768,262144,229376
prefix,E64prefix7/update_raw,262144,918273,3,3.462709427,3.460981687,3.498397134,19136768,262144,0
prefix,E64prefix7/update_tuplepack_effects,262144,918273,3,4.779077053,4.77878809,4.790624142,19136768,262144,0
prefix,F64side/scalar_raw,262144,918273,3,2.667405446,2.661154683,2.680928294,19136640,262144,0
prefix,F64side/scalar_tuplepack,262144,918273,3,3.892809296,3.883493042,3.931083679,19136640,262144,0
prefix,F64side/full_string_rare,262144,918273,3,34.456346512,34.387174606,35.461889267,19136640,262144,262144
prefix,F64side/all_fields,262144,918273,3,56.686985016,56.283069611,57.077003479,19136640,262144,262144
prefix,F64side/equality_mismatch0,262144,918273,3,6.29813821,6.26783589,6.382523855,19136640,262144,0
prefix,F64side/equality_mismatch7,262144,918273,3,6.266469683,6.261611394,6.289973668,19136640,262144,0
prefix,F64side/equality_mismatch8,262144,918273,3,15.621279399,15.477981567,15.688760122,19136640,262144,262144
prefix,F64side/equality_mismatch15,262144,918273,3,15.78374354,15.458681742,15.794404348,19136640,262144,262144
prefix,F64side/equality_mismatch16,262144,918273,3,13.452360789,13.284468333,13.547266642,19136640,262144,262144
prefix,F64side/equality_mismatch17,262144,918273,3,9.655481339,9.598119736,9.742687225,19136640,262144,98304
