case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n8b7stride64_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,0,32.565036011,67072,33219,705057580338320,10
n8b7stride64_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,1,32.561062622,67072,33219,705057580338320,10
n8b7stride64_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,2,32.535330200,67072,33219,705057580338320,10
n8b7stride64_combined/load50_uniform/mixed/seriespack_tuplepack,4096,32768,712367,0,34.753319634,67072,33219,634551822304488,9
n8b7stride64_combined/load50_uniform/mixed/seriespack_tuplepack,4096,32768,712367,1,34.690053304,67072,33219,634551822304488,9
n8b7stride64_combined/load50_uniform/mixed/seriespack_tuplepack,4096,32768,712367,2,34.648383247,67072,33219,634551822304488,9
n8b7stride64_combined/load50_uniform/update/raw,4096,32768,712367,0,35.007781982,67072,33018,2477619497175,9
n8b7stride64_combined/load50_uniform/update/raw,4096,32768,712367,1,34.867292616,67072,33018,2477619515513,9
n8b7stride64_combined/load50_uniform/update/raw,4096,32768,712367,2,34.831451416,67072,33018,2477619457331,9
n8b7stride64_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,0,41.641250610,67072,33018,2202328432656,8
n8b7stride64_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,1,41.603446960,67072,33018,2202328484304,8
n8b7stride64_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,2,41.688076019,67072,33018,2202328381200,8
n8b7stride64_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,0,42.386940002,67072,33018,2202328432656,8
n8b7stride64_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,1,42.523468018,67072,33018,2202328484304,8
n8b7stride64_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,2,43.082324982,67072,33018,2202328381200,8
n9b7stride76_combined/load50_uniform/hit/raw,4096,32768,712367,0,36.982933892,70144,32857,2477619495621,9
