mtu,bytes,azs,leader,followers,healthy_p50_lower_us,healthy_p50_independent_us,healthy_p50_upper_us,one_follower_down_worst_p50_us,healthy_p99_lower_us,healthy_p99_independent_us,healthy_p99_upper_us,one_follower_down_worst_p99_us,healthy_p999_lower_us,healthy_p999_independent_us,healthy_p999_upper_us,one_follower_down_worst_p999_us
9001,512,"use1-az1,use1-az3,use1-az5",use1-az1,"use1-az3,use1-az5",299.52,299.52,299.52,739.346,348.269,348.269,348.269,772.213,384.423,384.423,384.423,825.262
9001,512,"use1-az1,use1-az3,use1-az5",use1-az3,"use1-az1,use1-az5",594.719,594.719,594.719,739.374,644.007,644.007,644.007,772.074,683.118,683.118,683.118,816.104
9001,512,"use1-az1,use1-az3,use1-az5",use1-az5,"use1-az1,use1-az3",302.481,302.481,302.481,509.552,336.451,336.451,336.451,722.678,367.292,367.292,367.292,739.913
9001,512,"use1-az1,use1-az3,use1-az6",use1-az1,"use1-az3,use1-az6",601.194,601.194,601.194,739.346,644.423,644.423,644.423,772.213,717.807,717.807,717.807,825.262
9001,512,"use1-az1,use1-az3,use1-az6",use1-az3,"use1-az1,use1-az6",445.556,445.556,445.556,739.374,489.727,489.727,489.727,772.074,527.254,527.254,527.254,816.104
9001,512,"use1-az1,use1-az3,use1-az6",use1-az6,"use1-az1,use1-az3",449.019,449.019,449.019,600.681,492.842,492.842,492.842,633.733,523.342,523.342,523.342,694.151
9001,512,"use1-az1,use1-az4,use1-az5",use1-az1,"use1-az4,use1-az5",299.52,299.52,299.52,317.867,315.194,332.033,348.269,357.158,315.331,340.677,381.542,384.423
9001,512,"use1-az1,use1-az4,use1-az5",use1-az4,"use1-az1,use1-az5",306.263,306.373,306.609,319.018,316.889,332.066,352.654,364.055,317.027,344.39,379.936,382.389
9001,512,"use1-az1,use1-az4,use1-az5",use1-az5,"use1-az1,use1-az4",284.163,289.364,302.481,309.678,305.589,323.821,336.451,350.114,305.749,333.296,367.292,376.259
9001,512,"use1-az1,use1-az4,use1-az6",use1-az1,"use1-az4,use1-az6",317.867,317.867,317.867,601.194,357.158,357.158,357.158,644.423,381.542,381.542,381.542,717.807
9001,512,"use1-az1,use1-az4,use1-az6",use1-az4,"use1-az1,use1-az6",319.018,319.018,319.018,784.653,352.654,352.654,352.654,830.549,382.389,382.389,382.389,866.713
9001,512,"use1-az1,use1-az4,use1-az6",use1-az6,"use1-az1,use1-az4",600.681,600.681,600.681,816.822,633.733,633.733,633.733,871.865,694.151,694.151,694.151,915.977
9001,512,"use1-az1,use1-az5,use1-az6",use1-az1,"use1-az5,use1-az6",299.52,299.52,299.52,601.194,348.269,348.269,348.269,644.423,384.423,384.423,384.423,717.807
9001,512,"use1-az1,use1-az5,use1-az6",use1-az5,"use1-az1,use1-az6",302.481,302.481,302.481,654.872,336.451,336.451,336.451,695.631,367.292,367.292,367.292,731.059
9001,512,"use1-az1,use1-az5,use1-az6",use1-az6,"use1-az1,use1-az5",600.681,600.681,600.681,654.897,633.461,633.733,633.733,699.916,637.935,659.194,694.151,735.644
9001,512,"use1-az2,use1-az3,use1-az4",use1-az2,"use1-az3,use1-az4",217.292,217.292,217.292,820.836,255.377,255.377,255.377,844.596,297.815,297.815,297.815,868.227
9001,512,"use1-az2,use1-az3,use1-az4",use1-az3,"use1-az2,use1-az4",717.248,717.248,717.248,806.914,745.287,745.287,745.287,842.52,776.264,776.264,776.264,915.485
9001,512,"use1-az2,use1-az3,use1-az4",use1-az4,"use1-az2,use1-az3",216.595,216.595,216.595,713.219,253.752,253.752,253.752,743.959,273.435,273.435,273.435,772.461
9001,512,"use1-az2,use1-az3,use1-az5",use1-az2,"use1-az3,use1-az5",329.783,329.783,329.783,820.836,489.501,489.501,489.501,844.596,536.104,536.104,536.104,868.227
9001,512,"use1-az2,use1-az3,use1-az5",use1-az3,"use1-az2,use1-az5",594.719,594.719,594.719,806.914,644.007,644.007,644.007,842.52,683.118,683.118,683.118,915.485
9001,512,"use1-az2,use1-az3,use1-az5",use1-az5,"use1-az2,use1-az3",328.784,328.784,328.784,509.552,370.886,370.886,370.886,722.678,397.114,397.114,397.114,739.913
9001,512,"use1-az2,use1-az3,use1-az6",use1-az2,"use1-az3,use1-az6",820.836,820.836,820.836,835.94,829.92,837.235,844.596,881.884,830.014,854.473,868.227,912.825
9001,512,"use1-az2,use1-az3,use1-az6",use1-az3,"use1-az2,use1-az6",445.556,445.556,445.556,806.914,489.727,489.727,489.727,842.52,527.254,527.254,527.254,915.485
9001,512,"use1-az2,use1-az3,use1-az6",use1-az6,"use1-az2,use1-az3",449.019,449.019,449.019,979.905,492.842,492.842,492.842,1018.495,523.342,523.342,523.342,1052.575
9001,512,"use1-az2,use1-az4,use1-az5",use1-az2,"use1-az4,use1-az5",217.292,217.292,217.292,329.783,255.377,255.377,255.377,489.501,297.577,297.815,297.815,536.104
9001,512,"use1-az2,use1-az4,use1-az5",use1-az4,"use1-az2,use1-az5",216.595,216.595,216.595,306.609,253.752,253.752,253.752,364.055,270.802,273.435,273.435,379.936
9001,512,"use1-az2,use1-az4,use1-az5",use1-az5,"use1-az2,use1-az4",306.077,307.074,309.678,328.784,318.577,337.55,350.114,370.886,318.909,346.556,376.259,397.114
9001,512,"use1-az2,use1-az4,use1-az6",use1-az2,"use1-az4,use1-az6",217.292,217.292,217.292,835.94,255.377,255.377,255.377,881.884,297.815,297.815,297.815,912.825
9001,512,"use1-az2,use1-az4,use1-az6",use1-az4,"use1-az2,use1-az6",216.595,216.595,216.595,784.653,253.752,253.752,253.752,830.549,273.435,273.435,273.435,866.713
9001,512,"use1-az2,use1-az4,use1-az6",use1-az6,"use1-az2,use1-az4",816.822,816.822,816.822,979.905,871.865,871.865,871.865,1018.495,915.977,915.977,915.977,1052.575
9001,512,"use1-az2,use1-az5,use1-az6",use1-az2,"use1-az5,use1-az6",329.783,329.783,329.783,835.94,489.501,489.501,489.501,881.884,536.104,536.104,536.104,912.825
9001,512,"use1-az2,use1-az5,use1-az6",use1-az5,"use1-az2,use1-az6",328.784,328.784,328.784,654.872,370.886,370.886,370.886,695.631,397.114,397.114,397.114,731.059
9001,512,"use1-az2,use1-az5,use1-az6",use1-az6,"use1-az2,use1-az5",654.897,654.897,654.897,979.905,699.916,699.916,699.916,1018.495,735.644,735.644,735.644,1052.575
9001,512,"use1-az3,use1-az4,use1-az5",use1-az3,"use1-az4,use1-az5",594.719,594.719,594.719,717.248,644.007,644.007,644.007,745.287,650.009,667.938,683.118,776.264
9001,512,"use1-az3,use1-az4,use1-az5",use1-az4,"use1-az3,use1-az5",306.609,306.609,306.609,713.219,364.055,364.055,364.055,743.959,379.936,379.936,379.936,772.461
9001,512,"use1-az3,use1-az4,use1-az5",use1-az5,"use1-az3,use1-az4",309.678,309.678,309.678,509.552,350.114,350.114,350.114,722.678,376.259,376.259,376.259,739.913
9001,512,"use1-az3,use1-az4,use1-az6",use1-az3,"use1-az4,use1-az6",445.556,445.556,445.556,717.248,489.727,489.727,489.727,745.287,527.254,527.254,527.254,776.264
9001,512,"use1-az3,use1-az4,use1-az6",use1-az4,"use1-az3,use1-az6",713.219,713.219,713.219,784.653,743.959,743.959,743.959,830.549,757.397,770.4,772.461,866.713
9001,512,"use1-az3,use1-az4,use1-az6",use1-az6,"use1-az3,use1-az4",449.019,449.019,449.019,816.822,492.842,492.842,492.842,871.865,523.342,523.342,523.342,915.977
9001,512,"use1-az3,use1-az5,use1-az6",use1-az3,"use1-az5,use1-az6",445.556,445.556,445.556,594.719,489.727,489.727,489.727,644.007,500.891,517.544,527.254,683.118
9001,512,"use1-az3,use1-az5,use1-az6",use1-az5,"use1-az3,use1-az6",509.552,509.552,509.552,654.872,651.081,675.265,695.631,722.678,651.262,698.637,731.059,739.913
9001,512,"use1-az3,use1-az5,use1-az6",use1-az6,"use1-az3,use1-az5",449.019,449.019,449.019,654.897,492.842,492.842,492.842,699.916,523.342,523.342,523.342,735.644
9001,512,"use1-az4,use1-az5,use1-az6",use1-az4,"use1-az5,use1-az6",306.609,306.609,306.609,784.653,364.055,364.055,364.055,830.549,379.936,379.936,379.936,866.713
9001,512,"use1-az4,use1-az5,use1-az6",use1-az5,"use1-az4,use1-az6",309.678,309.678,309.678,654.872,350.114,350.114,350.114,695.631,376.259,376.259,376.259,731.059
9001,512,"use1-az4,use1-az5,use1-az6",use1-az6,"use1-az4,use1-az5",654.897,654.897,654.897,816.822,699.916,699.916,699.916,871.865,735.644,735.644,735.644,915.977
9001,1400,"use1-az1,use1-az2,use1-az3",use1-az1,"use1-az2,use1-az3",413.269,413.269,413.269,746.298,457.902,457.902,457.902,779.367,488.571,488.571,488.571,811.239
9001,1400,"use1-az1,use1-az2,use1-az3",use1-az2,"use1-az1,use1-az3",406.665,406.665,406.665,828.631,452.668,452.668,452.668,882.36,481.339,481.339,481.339,897.189
9001,1400,"use1-az1,use1-az2,use1-az3",use1-az3,"use1-az1,use1-az2",744.319,744.319,744.319,791.125,777.484,781.515,783.905,822.413,778.98,800.238,837.827,846.73
9001,1400,"use1-az1,use1-az2,use1-az4",use1-az1,"use1-az2,use1-az4",320.114,320.114,320.114,413.269,349.742,355.695,357.638,457.902,350.534,379.599,392.723,488.571
9001,1400,"use1-az1,use1-az2,use1-az4",use1-az2,"use1-az1,use1-az4",221.455,221.455,221.455,406.665,252.22,252.22,252.22,452.668,284.786,284.786,284.786,481.339
9001,1400,"use1-az1,use1-az2,use1-az4",use1-az4,"use1-az1,use1-az2",220.604,220.604,220.604,321.344,260.764,260.764,260.764,360.153,309.491,319.621,396.531,659.207
9001,1400,"use1-az1,use1-az2,use1-az5",use1-az1,"use1-az2,use1-az5",296.174,296.174,296.174,413.269,342.082,342.082,342.082,457.902,349.299,370.71,376.953,488.571
9001,1400,"use1-az1,use1-az2,use1-az5",use1-az2,"use1-az1,use1-az5",341.776,341.776,341.776,406.665,393.446,423.015,438.601,452.668,396.762,431.708,467.421,481.339
9001,1400,"use1-az1,use1-az2,use1-az5",use1-az5,"use1-az1,use1-az2",268.082,270.927,276.033,316.859,296.742,316.859,324.081,360.521,297.199,335.144,349.613,390.54
9001,1400,"use1-az1,use1-az2,use1-az6",use1-az1,"use1-az2,use1-az6",413.269,413.269,413.269,613.671,457.902,457.902,457.902,667.129,488.571,488.571,488.571,707.37
9001,1400,"use1-az1,use1-az2,use1-az6",use1-az2,"use1-az1,use1-az6",406.665,406.665,406.665,978.811,452.668,452.668,452.668,1156.606,481.339,481.339,481.339,1192.018
9001,1400,"use1-az1,use1-az2,use1-az6",use1-az6,"use1-az1,use1-az2",605.268,605.268,605.268,849.825,653.517,653.517,653.517,1220.694,690.741,690.741,690.741,1259.531
9001,1400,"use1-az1,use1-az3,use1-az4",use1-az1,"use1-az3,use1-az4",320.114,320.114,320.114,746.298,357.638,357.638,357.638,779.367,392.723,392.723,392.723,811.239
9001,1400,"use1-az1,use1-az3,use1-az4",use1-az3,"use1-az1,use1-az4",701.194,701.194,701.194,744.319,727.667,743.327,752.5,783.905,727.844,757.493,776.989,837.827
9001,1400,"use1-az1,use1-az3,use1-az4",use1-az4,"use1-az1,use1-az3",321.344,321.344,321.344,766.12,360.153,360.153,360.153,798.021,396.531,396.531,396.531,826.344
9001,1400,"use1-az1,use1-az3,use1-az5",use1-az1,"use1-az3,use1-az5",296.174,296.174,296.174,746.298,342.082,342.082,342.082,779.367,376.953,376.953,376.953,811.239
9001,1400,"use1-az1,use1-az3,use1-az5",use1-az3,"use1-az1,use1-az5",609.942,609.942,609.942,744.319,719.353,738.186,744.444,783.905,719.796,752.045,765.85,837.827
9001,1400,"use1-az1,use1-az3,use1-az5",use1-az5,"use1-az1,use1-az3",276.033,276.033,276.033,698.583,324.081,324.081,324.081,738.417,349.613,349.613,349.613,785.454
9001,1400,"use1-az1,use1-az3,use1-az6",use1-az1,"use1-az3,use1-az6",613.671,613.671,613.671,746.298,667.129,667.129,667.129,779.367,707.37,707.37,707.37,811.239
9001,1400,"use1-az1,use1-az3,use1-az6",use1-az3,"use1-az1,use1-az6",457.201,457.201,457.201,744.319,495.315,495.315,495.315,783.905,522.751,522.751,522.751,837.827
9001,1400,"use1-az1,use1-az3,use1-az6",use1-az6,"use1-az1,use1-az3",463.068,463.068,463.068,605.268,493.333,493.333,493.333,653.517,525.935,525.935,525.935,690.741
9001,1400,"use1-az1,use1-az4,use1-az5",use1-az1,"use1-az4,use1-az5",296.174,296.174,296.174,320.114,315.406,327.384,342.082,357.638,315.52,336.385,376.953,392.723
9001,1400,"use1-az1,use1-az4,use1-az5",use1-az4,"use1-az1,use1-az5",320.366,320.757,321.344,369.185,325.732,354.575,360.153,429.852,325.859,376.942,396.531,471.932
9001,1400,"use1-az1,use1-az4,use1-az5",use1-az5,"use1-az1,use1-az4",276.031,276.033,276.033,290.945,288.264,307.832,324.081,343.853,288.4,321.36,349.613,395.046
9001,1400,"use1-az1,use1-az4,use1-az6",use1-az1,"use1-az4,use1-az6",320.114,320.114,320.114,613.671,357.638,357.638,357.638,667.129,392.723,392.723,392.723,707.37
9001,1400,"use1-az1,use1-az4,use1-az6",use1-az4,"use1-az1,use1-az6",321.344,321.344,321.344,778.071,360.153,360.153,360.153,877.856,396.531,396.531,396.531,895.673
9001,1400,"use1-az1,use1-az4,use1-az6",use1-az6,"use1-az1,use1-az4",605.268,605.268,605.268,780.05,653.517,653.517,653.517,841.284,690.741,690.741,690.741,870.634
9001,1400,"use1-az1,use1-az5,use1-az6",use1-az1,"use1-az5,use1-az6",296.174,296.174,296.174,613.671,342.082,342.082,342.082,667.129,376.953,376.953,376.953,707.37
9001,1400,"use1-az1,use1-az5,use1-az6",use1-az5,"use1-az1,use1-az6",276.033,276.033,276.033,650.505,324.081,324.081,324.081,694.583,349.613,349.613,349.613,718.979
9001,1400,"use1-az1,use1-az5,use1-az6",use1-az6,"use1-az1,use1-az5",605.268,605.268,605.268,650.622,635.089,647.496,653.517,695.234,636.093,659.226,690.741,721.105
9001,1400,"use1-az2,use1-az3,use1-az4",use1-az2,"use1-az3,use1-az4",221.455,221.455,221.455,828.631,252.22,252.22,252.22,882.36,284.786,284.786,284.786,897.189
9001,1400,"use1-az2,use1-az3,use1-az4",use1-az3,"use1-az2,use1-az4",701.194,701.194,701.194,791.125,752.5,752.5,752.5,822.413,775.742,776.989,776.989,846.73
9001,1400,"use1-az2,use1-az3,use1-az4",use1-az4,"use1-az2,use1-az3",220.604,220.604,220.604,766.12,260.764,260.764,260.764,798.021,659.207,659.207,659.207,826.344
9001,1400,"use1-az2,use1-az3,use1-az5",use1-az2,"use1-az3,use1-az5",341.776,341.776,341.776,828.631,438.601,438.601,438.601,882.36,467.421,467.421,467.421,897.189
9001,1400,"use1-az2,use1-az3,use1-az5",use1-az3,"use1-az2,use1-az5",609.942,609.942,609.942,791.125,744.444,744.444,744.444,822.413,765.85,765.85,765.85,846.73
9001,1400,"use1-az2,use1-az3,use1-az5",use1-az5,"use1-az2,use1-az3",316.859,316.859,316.859,698.583,360.521,360.521,360.521,738.417,390.54,390.54,390.54,785.454
9001,1400,"use1-az2,use1-az3,use1-az6",use1-az2,"use1-az3,use1-az6",828.631,828.631,828.631,978.811,882.36,882.36,882.36,1156.606,897.189,897.189,897.189,1192.018
9001,1400,"use1-az2,use1-az3,use1-az6",use1-az3,"use1-az2,use1-az6",457.201,457.201,457.201,791.125,495.315,495.315,495.315,822.413,522.751,522.751,522.751,846.73
9001,1400,"use1-az2,use1-az3,use1-az6",use1-az6,"use1-az2,use1-az3",463.068,463.068,463.068,849.825,493.333,493.333,493.333,1220.694,525.935,525.935,525.935,1259.531
9001,1400,"use1-az2,use1-az4,use1-az5",use1-az2,"use1-az4,use1-az5",221.455,221.455,221.455,341.776,252.22,252.22,252.22,438.601,278.665,284.786,284.786,467.421
9001,1400,"use1-az2,use1-az4,use1-az5",use1-az4,"use1-az2,use1-az5",220.604,220.604,220.604,369.185,260.764,260.764,260.764,429.852,312.033,335.993,471.932,659.207
9001,1400,"use1-az2,use1-az4,use1-az5",use1-az5,"use1-az2,use1-az4",286.609,287.955,290.945,316.859,296.665,331.25,343.853,360.521,296.998,343.125,390.54,395.046
9001,1400,"use1-az2,use1-az4,use1-az6",use1-az2,"use1-az4,use1-az6",221.455,221.455,221.455,978.811,252.22,252.22,252.22,1156.606,284.786,284.786,284.786,1192.018
9001,1400,"use1-az2,use1-az4,use1-az6",use1-az4,"use1-az2,use1-az6",220.604,220.604,220.604,778.071,260.764,260.764,260.764,877.856,659.207,659.207,659.207,895.673
9001,1400,"use1-az2,use1-az4,use1-az6",use1-az6,"use1-az2,use1-az4",770.923,773.51,780.05,849.825,805.732,835.038,841.284,1220.694,807.024,856.235,870.634,1259.531
9001,1400,"use1-az2,use1-az5,use1-az6",use1-az2,"use1-az5,use1-az6",341.776,341.776,341.776,978.811,438.601,438.601,438.601,1156.606,467.421,467.421,467.421,1192.018
9001,1400,"use1-az2,use1-az5,use1-az6",use1-az5,"use1-az2,use1-az6",316.859,316.859,316.859,650.505,360.521,360.521,360.521,694.583,390.54,390.54,390.54,718.979
9001,1400,"use1-az2,use1-az5,use1-az6",use1-az6,"use1-az2,use1-az5",650.622,650.622,650.622,849.825,695.234,695.234,695.234,1220.694,718.57,721.105,721.105,1259.531
9001,1400,"use1-az3,use1-az4,use1-az5",use1-az3,"use1-az4,use1-az5",586.042,589.947,609.942,701.194,638.453,721.394,744.444,752.5,669.231,735.088,765.85,776.989
9001,1400,"use1-az3,use1-az4,use1-az5",use1-az4,"use1-az3,use1-az5",369.185,369.185,369.185,766.12,429.852,429.852,429.852,798.021,471.932,471.932,471.932,826.344
9001,1400,"use1-az3,use1-az4,use1-az5",use1-az5,"use1-az3,use1-az4",290.945,290.945,290.945,698.583,343.853,343.853,343.853,738.417,395.046,395.046,395.046,785.454
9001,1400,"use1-az3,use1-az4,use1-az6",use1-az3,"use1-az4,use1-az6",457.201,457.201,457.201,701.194,495.315,495.315,495.315,752.5,522.751,522.751,522.751,776.989
9001,1400,"use1-az3,use1-az4,use1-az6",use1-az4,"use1-az3,use1-az6",764.835,765.325,766.12,778.071,770.382,790.115,798.021,877.856,770.482,816.392,826.344,895.673
9001,1400,"use1-az3,use1-az4,use1-az6",use1-az6,"use1-az3,use1-az4",463.068,463.068,463.068,780.05,493.333,493.333,493.333,841.284,525.935,525.935,525.935,870.634
9001,1400,"use1-az3,use1-az5,use1-az6",use1-az3,"use1-az5,use1-az6",457.201,457.201,457.201,609.942,489.477,494.71,495.315,744.444,490.016,517.661,522.751,765.85
9001,1400,"use1-az3,use1-az5,use1-az6",use1-az5,"use1-az3,use1-az6",643.739,645.74,650.505,698.583,653.739,680.969,694.583,738.417,653.971,706.671,718.979,785.454
9001,1400,"use1-az3,use1-az5,use1-az6",use1-az6,"use1-az3,use1-az5",463.068,463.068,463.068,650.622,493.333,493.333,493.333,695.234,525.935,525.935,525.935,721.105
9001,1400,"use1-az4,use1-az5,use1-az6",use1-az4,"use1-az5,use1-az6",369.185,369.185,369.185,778.071,429.852,429.852,429.852,877.856,471.932,471.932,471.932,895.673
9001,1400,"use1-az4,use1-az5,use1-az6",use1-az5,"use1-az4,use1-az6",290.945,290.945,290.945,650.505,343.853,343.853,343.853,694.583,395.046,395.046,395.046,718.979
9001,1400,"use1-az4,use1-az5,use1-az6",use1-az6,"use1-az4,use1-az5",650.622,650.622,650.622,780.05,695.234,695.234,695.234,841.284,721.105,721.105,721.105,870.634
9001,4096,"use1-az1,use1-az2,use1-az3",use1-az1,"use1-az2,use1-az3",387.729,387.729,387.729,754.229,442.867,442.867,442.867,794.922,462.827,462.827,462.827,820.753
9001,4096,"use1-az1,use1-az2,use1-az3",use1-az2,"use1-az1,use1-az3",401.932,401.932,401.932,842.024,450.292,450.292,450.292,889.706,489.854,489.854,489.854,925.615
9001,4096,"use1-az1,use1-az2,use1-az3",use1-az3,"use1-az1,use1-az2",760.672,760.834,761.078,831.105,766.658,797.998,804.509,873.759,766.8,827.712,844.913,894.636
9001,4096,"use1-az1,use1-az2,use1-az4",use1-az1,"use1-az2,use1-az4",326.945,326.945,326.945,387.729,362.039,370.001,372.337,442.867,362.556,390.966,402.313,462.827
9001,4096,"use1-az1,use1-az2,use1-az4",use1-az2,"use1-az1,use1-az4",231.978,231.978,231.978,401.932,272.832,272.832,272.832,450.292,299.649,299.649,299.649,489.854
9001,4096,"use1-az1,use1-az2,use1-az4",use1-az4,"use1-az1,use1-az2",225.72,225.72,225.72,328.933,266.398,266.398,266.398,372.222,289.627,289.627,289.627,390.4
9001,4096,"use1-az1,use1-az2,use1-az5",use1-az1,"use1-az2,use1-az5",278.049,278.049,278.049,387.729,323.986,323.986,323.986,442.867,352.332,352.332,352.332,462.827
9001,4096,"use1-az1,use1-az2,use1-az5",use1-az2,"use1-az1,use1-az5",339.651,339.651,339.651,401.932,381.081,388.912,391.231,450.292,381.838,405.35,426.597,489.854
9001,4096,"use1-az1,use1-az2,use1-az5",use1-az5,"use1-az1,use1-az2",279.729,279.729,279.729,333.468,316.215,334.276,354.96,456.302,316.764,368.656,378.149,477.538
9001,4096,"use1-az1,use1-az2,use1-az6",use1-az1,"use1-az2,use1-az6",387.729,387.729,387.729,635.008,442.867,442.867,442.867,680.217,462.827,462.827,462.827,700.299
9001,4096,"use1-az1,use1-az2,use1-az6",use1-az2,"use1-az1,use1-az6",401.932,401.932,401.932,761.746,450.292,450.292,450.292,869.079,489.854,489.854,489.854,891.012
9001,4096,"use1-az1,use1-az2,use1-az6",use1-az6,"use1-az1,use1-az2",624.012,624.012,624.012,761.526,673.994,673.994,673.994,881.95,700.413,700.413,700.413,906.616
9001,4096,"use1-az1,use1-az3,use1-az4",use1-az1,"use1-az3,use1-az4",326.945,326.945,326.945,754.229,372.337,372.337,372.337,794.922,402.313,402.313,402.313,820.753
9001,4096,"use1-az1,use1-az3,use1-az4",use1-az3,"use1-az1,use1-az4",747.951,748.679,750.06,761.078,758.856,774.206,804.509,805.41,758.993,785.331,829.985,844.913
9001,4096,"use1-az1,use1-az3,use1-az4",use1-az4,"use1-az1,use1-az3",328.933,328.933,328.933,749.654,372.222,372.222,372.222,800.03,390.4,390.4,390.4,828.089
9001,4096,"use1-az1,use1-az3,use1-az5",use1-az1,"use1-az3,use1-az5",278.049,278.049,278.049,754.229,323.986,323.986,323.986,794.922,352.332,352.332,352.332,820.753
9001,4096,"use1-az1,use1-az3,use1-az5",use1-az3,"use1-az1,use1-az5",621.617,621.617,621.617,761.078,663.525,663.525,663.525,804.509,703.924,703.924,703.924,844.913
9001,4096,"use1-az1,use1-az3,use1-az5",use1-az5,"use1-az1,use1-az3",279.729,279.729,279.729,612.42,354.96,354.96,354.96,653.179,378.149,378.149,378.149,682.122
9001,4096,"use1-az1,use1-az3,use1-az6",use1-az1,"use1-az3,use1-az6",635.008,635.008,635.008,754.229,680.217,680.217,680.217,794.922,700.299,700.299,700.299,820.753
9001,4096,"use1-az1,use1-az3,use1-az6",use1-az3,"use1-az1,use1-az6",473.937,473.937,473.937,761.078,516.793,516.793,516.793,804.509,546.035,546.035,546.035,844.913
9001,4096,"use1-az1,use1-az3,use1-az6",use1-az6,"use1-az1,use1-az3",462.166,462.166,462.166,624.012,508.352,508.352,508.352,673.994,533.252,533.252,533.252,700.413
9001,4096,"use1-az1,use1-az4,use1-az5",use1-az1,"use1-az4,use1-az5",278.049,278.049,278.049,326.945,314.307,321.195,323.986,372.337,315.069,334.837,352.332,402.313
9001,4096,"use1-az1,use1-az4,use1-az5",use1-az4,"use1-az1,use1-az5",323.889,325.56,328.933,361.284,331.44,364.377,372.222,409.711,331.595,380.046,390.4,451.793
9001,4096,"use1-az1,use1-az4,use1-az5",use1-az5,"use1-az1,use1-az4",279.729,279.729,279.729,322.652,307.029,330.447,354.96,405.08,307.319,365.193,378.149,437.022
9001,4096,"use1-az1,use1-az4,use1-az6",use1-az1,"use1-az4,use1-az6",326.945,326.945,326.945,635.008,372.337,372.337,372.337,680.217,402.313,402.313,402.313,700.299
9001,4096,"use1-az1,use1-az4,use1-az6",use1-az4,"use1-az1,use1-az6",328.933,328.933,328.933,818.541,372.222,372.222,372.222,867.074,390.4,390.4,390.4,904.829
9001,4096,"use1-az1,use1-az4,use1-az6",use1-az6,"use1-az1,use1-az4",624.012,624.012,624.012,850.623,673.994,673.994,673.994,895.716,700.413,700.413,700.413,932.052
9001,4096,"use1-az1,use1-az5,use1-az6",use1-az1,"use1-az5,use1-az6",278.049,278.049,278.049,635.008,323.986,323.986,323.986,680.217,352.332,352.332,352.332,700.299
9001,4096,"use1-az1,use1-az5,use1-az6",use1-az5,"use1-az1,use1-az6",279.729,279.729,279.729,656.565,354.96,354.96,354.96,705.433,378.149,378.149,378.149,725.531
9001,4096,"use1-az1,use1-az5,use1-az6",use1-az6,"use1-az1,use1-az5",624.012,624.012,624.012,656.592,650.553,660.698,673.994,702.888,650.696,672.234,700.413,724.781
9001,4096,"use1-az2,use1-az3,use1-az4",use1-az2,"use1-az3,use1-az4",231.978,231.978,231.978,842.024,272.832,272.832,272.832,889.706,299.649,299.649,299.649,925.615
9001,4096,"use1-az2,use1-az3,use1-az4",use1-az3,"use1-az2,use1-az4",750.06,750.06,750.06,831.105,768.617,798.284,805.41,873.759,768.811,824.096,829.985,894.636
9001,4096,"use1-az2,use1-az3,use1-az4",use1-az4,"use1-az2,use1-az3",225.72,225.72,225.72,749.654,266.398,266.398,266.398,800.03,289.627,289.627,289.627,828.089
9001,4096,"use1-az2,use1-az3,use1-az5",use1-az2,"use1-az3,use1-az5",339.651,339.651,339.651,842.024,391.231,391.231,391.231,889.706,426.597,426.597,426.597,925.615
9001,4096,"use1-az2,use1-az3,use1-az5",use1-az3,"use1-az2,use1-az5",621.617,621.617,621.617,831.105,663.525,663.525,663.525,873.759,703.924,703.924,703.924,894.636
9001,4096,"use1-az2,use1-az3,use1-az5",use1-az5,"use1-az2,use1-az3",333.468,333.468,333.468,612.42,456.302,456.302,456.302,653.179,477.538,477.538,477.538,682.122
9001,4096,"use1-az2,use1-az3,use1-az6",use1-az2,"use1-az3,use1-az6",761.746,761.746,761.746,842.024,834.929,858.318,869.079,889.706,835.083,864.717,891.012,925.615
9001,4096,"use1-az2,use1-az3,use1-az6",use1-az3,"use1-az2,use1-az6",473.937,473.937,473.937,831.105,516.793,516.793,516.793,873.759,546.035,546.035,546.035,894.636
9001,4096,"use1-az2,use1-az3,use1-az6",use1-az6,"use1-az2,use1-az3",462.166,462.166,462.166,761.526,508.352,508.352,508.352,881.95,533.252,533.252,533.252,906.616
9001,4096,"use1-az2,use1-az4,use1-az5",use1-az2,"use1-az4,use1-az5",231.978,231.978,231.978,339.651,272.832,272.832,272.832,391.231,299.649,299.649,299.649,426.597
9001,4096,"use1-az2,use1-az4,use1-az5",use1-az4,"use1-az2,use1-az5",225.72,225.72,225.72,361.284,266.398,266.398,266.398,409.711,285.919,289.627,289.627,451.793
9001,4096,"use1-az2,use1-az4,use1-az5",use1-az5,"use1-az2,use1-az4",319.056,319.896,322.652,333.468,329.172,394.24,405.08,456.302,329.429,419.305,437.022,477.538
9001,4096,"use1-az2,use1-az4,use1-az6",use1-az2,"use1-az4,use1-az6",231.978,231.978,231.978,761.746,272.832,272.832,272.832,869.079,299.649,299.649,299.649,891.012
9001,4096,"use1-az2,use1-az4,use1-az6",use1-az4,"use1-az2,use1-az6",225.72,225.72,225.72,818.541,266.398,266.398,266.398,867.074,289.627,289.627,289.627,904.829
9001,4096,"use1-az2,use1-az4,use1-az6",use1-az6,"use1-az2,use1-az4",761.526,761.526,761.526,850.623,844.215,860.326,881.95,895.716,845.281,868.061,906.616,932.052
