src,dst,host_src,host_dst,az_src,az_dst,flows,p50_us_flow_span_median,p50_us_flow_span_max,p50_us_same_role_change_median,p50_us_same_role_change_max,p50_us_flow_correlation_0_2,p50_us_flow_correlation_1_3,p50_us_flow_correlation_2_4,rtt_p50_us_flow_span_median,rtt_p50_us_flow_span_max,rtt_p50_us_same_role_change_median,rtt_p50_us_same_role_change_max,rtt_p50_us_flow_correlation_0_2,rtt_p50_us_flow_correlation_1_3,rtt_p50_us_flow_correlation_2_4
8,10,az5a,az6a,5,6,4,9.86721823204715,11.727797458896475,1.0391373426223822,1.7534195900926761,0.9791331821000242,0.9773390508081229,0.9890228587792396,19.64224999999999,23.164249999999925,1.2051250000000664,3.748249999999871,0.9878388240473777,0.9991056393534022,0.9957274868876673
8,11,az5a,az6b,5,6,4,1.977919980472791,2.5035865340580585,0.7720868533912153,1.4258792404587552,0.4578168216327542,0.6556386896643831,-0.8702580783515282,54.28925000000004,57.515499999999975,1.3247499999999945,4.044999999999959,0.999459299408498,0.9997989706358369,0.9993752000691061
9,0,az5b,az1a,5,1,4,1.6225792410040754,2.164944810606954,0.5132859279389947,1.9507472004291486,0.8045220392031814,0.3662296281080204,0.7060566103862926,3.3532500000000027,4.712999999999994,1.229875000000007,3.127749999999992,0.7098313288004605,0.18620793097762733,0.19921371942850585
9,1,az5b,az1b,5,1,4,3.8113291508153253,5.566624746904992,0.6812424282434577,1.9620969964514359,0.9601646356383552,0.8598111175206532,0.9525726236558058,4.841250000000002,6.354750000000024,0.8677500000000009,3.2857500000000073,0.7668095481030431,0.801920139746611,0.9706187939534934
9,2,az5b,az2a,5,2,4,39.52549317770979,40.37651045221969,0.3987686155353316,1.124164731712483,0.9999560302928002,0.9999336916607107,0.9998899878131978,39.25075000000004,40.44425000000001,0.9140000000000157,1.5430000000000632,0.9994574820230215,0.9994090973139086,0.9993882319465981
9,3,az5b,az2b,5,2,4,37.76962757927981,38.72138244171208,0.3919671162635723,1.3286046280192068,0.9991289293017626,0.9999979510123121,0.9998047969989379,45.188499999999976,46.77674999999999,0.7895000000000323,1.7522500000000036,0.9983988852219575,0.9998493889556375,0.9987389345833398
9,4,az5b,az3a,5,3,4,1.0955736280409383,2.3462699611834523,0.36688995987029216,1.5703711161169736,0.9861740636482321,0.4385272526797921,-0.10172623569036782,1.8292500000000018,2.6367500000000064,0.3411249999999768,3.5944999999999823,0.5657035397401698,-0.9240738325879008,0.6651900314901533
9,5,az5b,az3b,5,3,4,3.010961075283376,5.9314099667627715,3.4697092056046444,4.31720551202622,0.9070323005960126,0.9563012468891585,0.9752745395367057,3.289000000000044,5.979750000000024,0.6413749999999538,3.1092500000000314,0.9701924960422978,0.9286394218539555,0.8012384290434602
9,6,az5b,az4a,5,4,4,13.880644996946955,15.562793322439006,1.5807675037895308,2.934760754360923,0.9956556747393527,0.9977508176050097,0.9991955121701142,30.081000000000017,31.096749999999986,0.90625,3.8977499999999736,0.9959530080249785,0.9995595099357553,0.9996971691246769
9,7,az5b,az4b,5,4,4,14.157570146158434,14.697497086709916,0.6012662201797241,4.2464914244637555,0.9941225448974118,0.9614738999548226,0.9857663280602955,25.821499999999986,26.109500000000025,1.0622499999999917,3.575749999999971,0.9863208472685518,0.9940386977294087,0.9882686362397143
9,8,az5b,az5a,5,5,4,1.469808180292219,2.392507117785513,0.6506347605805374,2.1510755120978544,0.9481583332959443,0.6094932517910254,0.7593609222683777,2.484999999999985,2.890999999999991,0.35012500000000557,1.1570000000000107,0.8940467814268486,0.9211018416511956,0.9687431501596994
9,10,az5b,az6a,5,6,4,3.809297244808363,4.06676305551639,1.0922411016314868,1.6331036211657874,0.8959838630400294,0.9252879344200745,0.7579799769328541,5.776749999999993,7.623749999999973,1.5042500000000132,3.59599999999989,0.9753976213161972,0.7695939467211456,0.7895113947897845
9,11,az5b,az6b,5,6,4,1.1220109274166248,1.258497224475036,0.5281865958172318,1.434943078958895,0.002131562494970023,-0.4265708865023146,0.48538338479085036,2.5872499999999263,5.795000000000073,0.6304999999999268,3.9012500000001182,0.4328584598169946,-0.3694239757678931,0.4107635995091957
10,0,az6a,az1a,6,1,4,9.394144494551256,10.599150695976164,0.987354815614907,3.1488103933234015,0.968582807296488,0.9998109411647389,0.9509029527749703,10.91849999999988,13.775750000000016,0.7982500000000528,7.20799999999997,0.9856788938737694,0.7292661941689673,0.9914603786651982
10,1,az6a,az1b,6,1,4,2.3793242993083368,3.21200871038792,1.0538180096201302,2.2549874005246693,0.9034583265510953,0.9509351795630921,0.561441676676535,2.8629999999999427,4.518499999999904,1.206624999999974,4.414000000000101,0.3949398114080681,0.8102633560374467,0.7033761651568069
10,2,az6a,az2a,6,2,4,169.70218473992105,170.94003930485712,0.6422271052711324,2.3817047270953253,0.9999454180088638,0.9999821930818488,0.9999937612067386,239.3320000000001,241.17075,1.3777499999999918,5.093250000000012,0.9998627218886832,0.999813438200291,0.9999446194765762
10,3,az6a,az2b,6,2,4,145.98000076043513,147.37431119849384,1.0099744334485194,1.608539285437928,0.9999249125267963,0.9999999612393097,0.9998580988494288,266.17775000000006,268.6875,2.070875000000001,3.14224999999999,0.9998313658397326,0.9999031648144838,0.9998502592675552
10,4,az6a,az3a,6,3,4,35.91002248068821,38.024977277419424,0.9501707402864383,2.1089187687869355,0.999634059538423,0.9965951151332602,0.9990965611851506,66.8175,72.52850000000001,1.3363750000000039,3.8695000000000164,0.9977008168631274,0.9962507452334559,0.9989473355694727
10,5,az6a,az3b,6,3,4,4.337991641848419,5.881498600884697,3.9647949591034717,5.321798225828047,0.9248553876728618,0.9583437708859058,0.6986636041032996,63.36250000000001,64.88699999999994,1.1928749999999866,3.166249999999991,0.999880811581257,0.9994281015816698,0.9996571057059002
10,6,az6a,az4a,6,4,4,21.129133637465202,24.184573146588264,1.663426512456823,5.599698290361687,0.9991866915560066,0.9953382221639974,0.9955079652741821,40.07375000000002,47.61975000000007,1.4150000000000205,7.339750000000095,0.9893362562995425,0.9993604674527237,0.9932092236969492
10,7,az6a,az4b,6,4,4,2.9956549489153304,3.675389597490323,0.41954316907751377,2.352554670882739,0.8241161392649095,0.9322880644490699,0.9265741295686498,7.929750000000013,8.750750000000039,1.227624999999989,4.712249999999926,0.7357506666930878,0.9710666002844689,0.9725280043103731
10,8,az6a,az5a,6,5,4,9.21700998575659,11.735747552406337,1.120110080462581,3.172984139835421,0.9802255285273835,0.9938055951439821,0.9908028861108926,19.64224999999999,23.164249999999925,1.2051250000000664,3.748249999999871,0.9878388240473777,0.9991056393534022,0.9957274868876673
10,9,az6a,az5b,6,5,4,2.478678831723016,3.4252349996245357,0.5473594057751257,1.4063160591212522,0.907056876363171,0.786661577337562,0.8986954884398491,5.776749999999993,7.623749999999973,1.5042500000000132,3.59599999999989,0.9753976213161972,0.7695939467211456,0.7895113947897845
10,11,az6a,az6b,6,6,4,42.90093265248916,44.95461567550828,0.6431651566452672,3.061475762204452,0.9996120936948601,0.9999137293510113,0.9983184674135918,75.63475,78.90600000000006,1.264125000000007,5.201750000000004,0.9989768836571415,0.998643305356641,0.9978975646152629
11,0,az6b,az1a,6,1,4,14.979872296661654,15.316118058113261,1.0506098420723617,1.9402602884260318,0.9963237831672958,0.9982616589401003,0.9974204247836453,17.25950000000006,21.153500000000008,1.4361249999999757,4.638749999999959,0.9902698973057573,0.9370877744757383,0.9909181944366753
11,1,az6b,az1b,6,1,4,5.974727590502823,7.329141301744812,1.0624122068826125,2.6366935780231415,0.9140581242660731,0.9843240066152175,0.9691804427403503,7.485500000000002,8.050499999999943,0.7028749999999491,3.1989999999999554,0.9635133269219701,0.8875132563536114,0.9774172749450237
11,2,az6b,az2a,6,2,4,33.45446166087987,34.44960956078069,0.4008842024994408,1.7644326637526433,0.9993070931597607,0.9999801268735988,0.9997784446830992,63.917749999999955,66.28724999999986,1.005625000000066,4.291999999999916,0.998766178611459,0.9993580293943134,0.9999849182326843
11,3,az6b,az2b,6,2,4,260.06222378493436,260.5989829012178,0.36894761144733934,1.2141374988618736,0.9999981980742646,0.9999992314543106,0.9999969519572789,253.33524999999997,254.55349999999999,1.2550000000000523,2.374499999999898,0.9999949762409956,0.9999835077991396,0.9999882312977044
11,4,az6b,az3a,6,3,4,38.61218496486009,39.950692112711465,0.5221381872016195,1.360542303115011,0.9996768178977847,0.9989690769007563,0.9994900315378157,51.76325000000003,56.92399999999998,0.9080000000000155,3.6079999999999472,0.9998273008135177,0.999451548172447,0.99915922181389
11,5,az6b,az3b,6,3,4,44.13280661802156,45.58360398739018,3.4247332293981714,5.5790827968365875,0.9997473729674776,0.9983874273814336,0.9990541293389569,29.25,29.65424999999999,0.9455000000000098,3.2302500000000123,0.9986075798688246,0.9904314856690715,0.9950561056760887
11,6,az6b,az4a,6,4,4,8.21849300804331,12.164162879762273,1.503475076023193,3.8756531170350854,0.9591342768518897,0.9964628031009857,0.9920341706996191,20.393249999999966,21.281000000000063,0.8288749999999254,4.2762500000000045,0.9682193829625696,0.996245263386598,0.9902437418672796
11,7,az6b,az4b,6,4,4,69.52298148967759,70.59239547202264,0.5542659957583851,1.537786535359487,0.9995052319433303,0.9998745518556871,0.9998291886275016,47.40674999999999,52.258749999999964,1.401625000000024,2.421000000000049,0.9966187844876708,0.9992777354613448,0.9988240953921357
11,8,az6b,az5a,6,5,4,54.76061230643785,56.18544641542303,0.980745486676085,1.8897234486972252,0.9998332476860953,0.9997916222626729,0.9999120748270908,54.28925000000004,57.515499999999975,1.3247499999999945,4.044999999999959,0.999459299408498,0.9997989706358369,0.9993752000691061
11,9,az6b,az5b,6,5,4,1.6051089629147555,4.191164498377304,0.546592639682359,2.853397353385901,0.7732357268212184,-0.04208013109782574,0.3854446221170807,2.5872499999999263,5.795000000000073,0.6304999999999268,3.9012500000001182,0.4328584598169946,-0.3694239757678931,0.4107635995091957
11,10,az6b,az6a,6,6,4,53.79442629412392,54.85871297136512,0.6094176052353362,2.020466064111929,0.9993254335224013,0.9999101756646709,0.9990900753137708,75.63475,78.90600000000006,1.264125000000007,5.201750000000004,0.9989768836571415,0.998643305356641,0.9978975646152629
